global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
7807.174241816104	n/a	60951969.64207686	n/a	8906.52356991946	n/a	n/a	79326162.10153088	8172.959870306779	n/a	66797273.041645	n/a	8289.09375627965	6045.976510225363	n/a	n/a	n/a	n/a	-0.0783945837	0.0390702662	-0.062066279	0.0987573335	-0.0808920361	0.0713143248	-0.1449676074	0.0094139086	-0.1174811712	0.0253443261	-0.0887338713	0.0781592404	-0.0800700009	-0.0466648596	-0.0990459643	0.1119875023	-0.0770211543	0.1131781658	0.1268726854	-0.0708046655	0.0655800356	-0.0186798769	0.0042716155	-0.0761134968	0.1024504891	-0.0133386032	0.0793318332	0.0994165822	-0.0232754165	0.0653610941	-0.1173664337	0.0303555177	-0.0312354445	0.0726178217	-0.0830003856	-0.0315463142	0.0454747052	-0.1148918628	0.1838639949	-0.0016726324	0.0455697872	-0.1190679317	0.0759331851	-0.0540760141	0.0290043246	-0.0969042447	0.0245754443	-0.024514872	0.0304948596	-0.0638788225	-0.0256650581	0.0797741451	-0.1185810662	0.0547650606	-0.0679201587	0.0612496303	-0.0552094184	0.0294556566	0.0766196394	-0.0240785957	0.0903550963	-0.0396955204	0.0891640545	-0.099910848	0.041049244	-0.0437963935	0.118199476	-0.2390965969	0.066908607	-0.0529329765	0.1058230528	-0.1608362208	0.1851716065	-0.0146684608	0.1154637225	0.1154447293	0.1154130763	-0.0101365	n/a	0.00010274863225	n/a	-0.0276109	n/a	0.00076236179881	n/a	0.0190041	n/a	0.00036115581681	n/a	0.000141551	n/a	n/a	2.0036685601e-08	-0.000757547	n/a	n/a	5.738774572090001e-07	0.000178758	n/a	n/a	3.1954422564e-08	0.0	0.0
7792.502415517196	-14.671826298907945	60723093.89584133	215.2624869453268	8910.556636292633	4.033066373172915	16.265624370418127	79398019.56857868	8154.840127008063	-18.119743298715548	66501417.49706088	328.325097211347	8289.785647002649	6041.905398933221	1.197743	19.094475	0.153035786	0.0849446999999999	0.1421961593	-0.0380596857	0.1263238764	-0.0025992936	0.0885403268	-0.0244000146	0.0035851498	-0.0176461643	0.0374427305	0.1456778992	-0.0729229255	-0.152546608	0.1021900129	0.0089057162	0.1169025321	-0.0159856507	-0.0417403391	0.0861219478	0.0423213708	0.0464996095	0.0771839927	-0.0483982428	-0.0091561875	0.1194728621	-0.1064529749	0.025129017	0.1894485989	0.2094791574	-0.1159873918	0.0149767984	-0.0172172424	0.163904238	-0.0289157155	0.017677809	0.1075511025	-0.0215487205	-0.0613150486	0.1037194401	-0.0117627193	-0.0990958995	0.043870486	-0.1468589561	0.033623303	0.0084329246	0.1540888241	0.0882713861	-0.1083273661	0.0612110226	-0.0201286953	-0.009526697	0.0439863728	-0.0453458086	0.0723043181	-0.1174787812	-0.0041552741	-0.0280892458	0.1346460296	0.1250450279	0.0893847605	0.0650397954	0.0394134845	-0.0335734198	0.105902518	-0.0285249541	0.1855263866	-0.1994117757	0.0647266729	-0.1456748717	-0.0989562376	0.1465200957	0.0527935404	-0.1990670276	0.0690519278	0.1837265739	0.1154130763	0.1152422001	0.1149575937	-0.0233512	-0.0132147	0.00054527854144	0.0001746282960899	0.000103786	0.027714686	1.0771533796e-08	0.0007681038200785	0.0429436	0.0239395	0.00184415278096	0.00057309966025	0.00154207	0.001400519	1.961453469361e-06	2.3779798849e-06	-0.000941608	-0.000184061	3.3878451721000006e-08	8.86625625664e-07	0.0	-0.000178758	3.1954422564e-08	0.0	0.0	0.0
7816.336619465481	23.834203948284998	61095118.148797065	568.069277848444	8874.417263033714	-36.13937325891857	1306.0542995474384	78755281.7584308	8171.843810633041	17.003683624978294	66779031.265381545	289.12525681835496	8282.527836921632	5923.390943025911	1.219769	19.44561	0.182482324	0.0998788	0.0574458115	-0.0913953045	-0.0395786312	-0.143850623	-0.0431244965	-0.108587143	-0.0330962814	0.0164389669	-0.0542323781	-0.0967185649	0.0561729651	-0.0798203517	-0.0990943639	0.0103033599	-0.0403285926	-0.0236042926	0.0291828085	-0.0175258693	-0.0371009398	0.1448493989	0.1456333624	-0.1095153725	0.1671778558	-0.0404995522	-0.0206789791	0.0752262846	-0.0519309884	0.0928610039	-0.1392447605	0.0566183889	-0.0410905372	-0.0071356868	0.0526525529	0.0475037361	-0.1031019879	0.0098761899	-0.0777883831	0.0600244465	-0.0145852032	0.0767681901	0.0654175831	-0.0969174741	-0.0030446759	0.1322885128	-0.0505215215	-0.1119605906	-0.1319732069	-0.188659768	-0.07692693	-0.0120843153	-0.1000776475	-0.0046320389	0.0314073356	0.0078976954	0.0726101843	-0.0883816237	-0.0296793893	-0.0543537919	0.1449427645	-0.0473144675	-0.086545818	0.0373510831	0.092792256	0.0791888309	0.0879908132	-0.1285868761	-0.074029912	-0.057592023	0.0764497452	-0.0285426077	0.0791320601	-0.1439612788	0.0993997641	0.2004152945	0.1153118061	0.1148374968	0.1140484259	-0.00414077	0.01921043	1.7145976192900003e-05	0.0003690406207849	0.0112505	0.011146714	0.00012657375025	0.0001242492329977	0.00236347	-0.04058013	5.585990440899999e-06	0.0016467469508169	0.00102677	-0.0005153	2.6553409e-07	1.0542566329e-06	0.0007739929999999	0.0017156009999999	2.943286791200657e-06	5.990651640488452e-07	0.0	0.0	0.0	0.0	0.0	0.0
7806.216830239396	-10.119789226085231	60937021.2007128	102.41013398039073	8911.421924337552	37.004661303837565	1369.3449582117332	79413440.713564	8170.211144613872	-1.632666019168937	66752350.147572726	2.665598330148944	8275.986063313814	5988.021088047174	1.189791	18.967701	0.09819553	0.0520596	0.0287803495	0.0198048413	-0.0121885694	0.1592854213	-0.0674646325	0.1286523014	-0.1305850506	0.0257780941	0.0092802427	0.1064817376	-0.0193742957	0.0730592184	0.079229494	-0.0593614519	-0.0159947354	0.1387491501	-0.0895858451	0.1155535262	-0.1764193298	-0.0045664394	-0.0535035939	-0.0184326388	-0.1237611097	0.0473886131	-0.1136307554	-0.0528183538	-0.1451218938	0.0016468498	0.0791755957	-0.0371884008	-0.0120690183	-0.008316956	0.132572413	-0.1457185147	0.0749350246	-0.0522414813	0.1285779654	-0.0208691335	0.1671262961	-0.093684171	-0.0062783262	-0.0331264522	-0.0175494666	0.0789709826	-0.0849539286	0.0771652853	-0.0250875037	-0.0225234647	0.1423265745	-0.0067674125	0.101733459	0.0443664663	-0.0413699341	-0.0692834261	-0.1118751191	0.0471670511	-0.0861364127	0.0502174814	0.1330712694	-0.0217549835	-0.1092237925	-0.1238147132	-0.0306883565	-0.0170554025	-0.0822559326	-0.1489718827	0.024552793	-0.0182590847	0.0779832335	-0.036924991	0.1511331667	0.0490299967	0.006206979	0.1039076046	0.1151599564	0.1142313295	0.112689161	-0.0153923	-0.01125153	0.0002369228992899	0.0001265969273408	0.00229943	-0.00895107	5.2873783249e-06	8.01216541449e-05	0.0434726	0.04110913	0.00188986695076	0.0016899605693569	0.000764661	-0.0002621089999999	6.870112788099997e-08	5.847064449210001e-07	0.000298426	-0.0004755669999998	2.261639714889049e-07	8.905807747600003e-08	0.0	0.0	0.0	0.0	0.0	0.0
7799.327993386012	-6.888836853383509	60829517.14841468	47.45607319253481	8840.07439257282	-71.34753176473168	5090.470288919397	78146915.26622172	8155.299743072283	-14.91140154158984	66508913.89935484	222.34989593452784	8268.912220853372	5918.809029954015	1.037026	16.532312	0.11295215	0.0640956	0.1189409492	0.0543142218	-0.0497740099	-0.0366939015	0.052943655	0.0110039963	0.0840335595	-0.0519393969	-0.0862668805	-0.0576573245	0.1160168671	-0.0718409799	-0.0643578904	0.1143862979	0.0684350873	-0.0880319442	0.0808225971	-0.006665272	-0.0802208715	-0.0717372035	0.0347661644	0.0224017377	-0.1040619581	-0.050680569	0.113936539	0.0655453618	0.0740625944	0.068582315	0.1238455441	-0.0003539565	0.0468432573	-0.2157135143	0.0651130964	-0.0415597031	-0.0411409446	0.0990850261	-0.1036747791	-0.0193385482	-0.0932653395	-0.0953361659	0.0115925987	0.0488263364	-0.0067290831	0.0173386969	-0.0744585368	0.0444411499	0.020609306	0.0367019088	-0.0150763866	-0.1307516869	-0.0789108759	-0.0953412598	0.0366941207	-0.0573275858	0.0659060794	0.0738373781	0.0349916965	-0.0119643203	0.0798409002	-0.0895335728	-0.0837041777	-0.0936336288	-0.0389578576	0.0430792885	0.0429907828	-0.0131482694	0.1009898695	-0.047238554	-0.0405675903	0.070366199	0.0882810392	-0.0077360235	0.0429013756	0.153757213	0.1149575937	0.1134247617	0.1108851636	-0.0119601	0.0034322	0.00014304399201	1.177999684e-05	0.0134523	0.01115287	0.00018096437529	0.0001243865092369	-0.00577228	-0.04924488	3.3319216398400003e-05	0.0024250582062143	0.00133843	0.000573769	3.29210865361e-07	1.7913948649000002e-06	0.000707101	0.000408675	1.67015255625e-07	4.99991824201e-07	-1.05879e-22	-1.05879e-22	1.1210362640999999e-44	1.1210362640999999e-44	0.0	0.0
7807.080911832691	7.75291844667845	60950512.36390235	60.10774444084699	8865.820420286485	25.74602771366517	662.857943032815	78602771.72476883	8159.592483235806	4.292740163523376	66578949.49247827	18.427618111526705	8267.291293646478	6024.822562139892	0.988576	15.759926	0.1114427595	0.0653437	-0.0059371713	0.0929650495	0.0911534509	-0.0119271826	0.0619697853	0.0660235849	-0.0083186325	-0.0651357611	0.0311447393	-0.0545280307	-0.0948455724	-0.1074172867	0.0289477649	-0.1062665386	0.0612159648	0.0684080173	-0.0112526296	0.0168606439	0.0353077819	-0.1258096127	-0.0078192248	-0.1556880366	0.0811000109	-0.0002293088	-0.0949446432	0.0320905179	-0.0756374337	-0.0105477124	-0.0627542038	0.0357245487	-0.0340987878	-0.0882752341	-0.015648067	-0.0833985265	0.0078500238	-0.1001136589	0.0653781169	-0.0369057109	-0.0807866577	-0.0855038941	-0.0675258096	-0.0799629114	-0.0215936826	-0.0852218844	-0.0247092602	-0.0537956926	-0.0962850439	-0.0197645821	-0.006005192	0.0250194713	0.0390409142	0.0992412737	-0.0352065052	0.0106250855	-0.1052028892	0.073576316	0.1482825655	-0.0871353849	0.0620861728	-0.1084548095	0.0001574074	0.0342321011	-0.0253094012	0.0800301255	0.1199533276	-0.0570649202	0.142280969	0.0808782735	-0.0432104327	0.1025162595	0.1351884144	0.0991898737	0.1800385527	-0.0757339539	0.1147048067	0.1124192083	0.108643553	7.726419999999998e-05	0.0120373642	5.969756601639997e-09	0.0001448981368834	9.64347e-05	-0.0133558653	9.29965136409e-09	0.0001783791379117	0.00171855	0.00749083	2.9534141025e-06	5.6112534088900006e-05	0.00118907	-0.00014936	2.2308409600000025e-08	1.4138874649e-06	-0.000421628	-0.001128729	1.274029155441e-06	1.77770170384e-07	0.000293085	0.000293085	8.5898817225e-08	8.5898817225e-08	0.0	0.0
7813.163283802794	6.08237197010294	61045520.499364056	36.99524878269393	8838.688283533245	-27.132136753240047	736.1528447965194	78122410.57346787	8158.610983948264	-0.9814992875417374	66562933.18740127	0.9633408514449382	8262.678018111199	5970.152524136022	1.011196	16.120541	0.1123232196	0.0604796	0.1051419677	0.0056903212	0.10693869	-0.0556353174	-0.0637197723	0.0629875109	0.1401055015	0.0290092743	-0.0197336694	0.0364175746	0.0624565766	-0.1200191829	0.0373046683	0.1285034389	0.1168700226	-0.0269225586	-0.0040060666	-0.1739979474	-0.0021659904	0.0644079813	-0.0169044481	-0.0867945634	-0.1245760047	0.0731614855	0.0173120962	-0.1579895237	0.0033196945	0.1031739184	-0.0647755999	-0.020472649	0.176054838	-0.0129397388	-0.1673396064	-0.0536915055	0.0370339665	0.1246239877	0.0287484134	0.0924442679	-0.1428791817	0.0153138051	0.0072266505	0.0335240821	-0.0188620033	-0.0795260411	-0.0463835529	-0.0266774752	0.0117114846	0.0528840938	0.1796870756	-0.1128280887	-0.0064441239	-0.1063825226	0.0400192296	-0.0796237829	0.0523818755	-0.1448871874	0.0387260183	-0.0065533565	0.0437062081	-0.1060541361	0.0659175395	-0.1337590105	-0.1349785969	0.0143615798	-0.1269633035	-0.0795476003	-0.0818834021	0.0331149025	-0.0771938922	0.0290854783	0.1043120684	-0.150449161	0.0519596415	0.1182471583	0.1144017065	0.1112164334	0.105973176	-0.0113473	-0.0114245641999999	0.0001287612172899	0.0001305206671599	7.70793e-05	-1.9355399999999998e-05	5.941218488490001e-09	3.746315091599998e-10	0.0392971	0.03757855	0.00154426206841	0.0014121474201025	0.00134455	0.0001554799999999	2.4174030399999985e-08	1.8078147025e-06	0.000395822	0.00081745	6.682245024999999e-07	1.56675055684e-07	0.0	-0.000293085	8.5898817225e-08	0.0	0.0	0.0
7859.2105626724015	46.04727886960791	61767190.66842145	2120.351891295439	8891.484039614921	52.79575608167579	2787.3918602358062	79058488.42672688	8189.093396767695	30.482412819430465	67061250.66098426	929.1774912941788	8294.40380917785	6007.9692695347785	1.152707	18.376503	0.0800188506999999	0.0434151	-0.0635679547	0.0818458591	-0.0698815232	-0.0163111339	-0.1371092565	0.1110120299	-0.0080996055	0.0623178103	0.0991562769	-0.1776217385	-0.0201052968	0.0190523534	-0.0852459589	-0.0726636745	-0.2019225746	0.078557012	0.0003312698	-0.0385633909	0.0492721158	0.0049972553	-0.0041405295	0.0918693531	-0.0139702201	0.0306791658	-0.0053304189	-0.1245083961	0.0045930585	0.019855992	0.0136467798	-0.0987658127	0.0360056339	-0.0155223608	-0.0116412678	0.0644670918	-0.0858201485	-0.0637430886	0.0520988527	-0.1455456202	0.0617188775	0.1218233695	0.0042544268	0.0600154818	-0.1084208475	0.0275685535	0.0463356458	-0.163238015	-0.1107838799	-0.0817469917	0.0601841763	-0.0651551164	-0.0495681974	0.1075370805	-0.1135305999	0.0300436647	0.0650865401	-0.0280878857	-0.0665761411	-0.0533187747	0.0100266855	0.0206008708	0.1396447378	-0.0698425626	-0.0682784065	0.0709763584	-0.0145976298	0.0590348365	0.0708810004	-0.0405324935	0.1141565814	0.0072617118	0.1136557379	-0.0213818986	0.0995499729	-0.1000011498	0.1140484259	0.1098185471	0.1028845713	0.0124764	0.0238237	0.00015566055696	0.00056756868169	0.00409368	0.0040166006999999	1.6758215942399996e-05	1.6133081183240485e-05	0.0142318	-0.0250653	0.00020254413124	0.00062826926409	0.000802285	-0.0005422649999999	2.940513302249999e-07	6.43661221225e-07	0.000395822	0.0	0.0	1.56675055684e-07	0.0	0.0	0.0	0.0	0.0	0.0
7825.3182013097885	-33.892361362612974	61235604.95175026	1148.6921587339407	8910.622563000818	19.13852338589641	366.2830773925036	79399194.46025926	8172.568853655129	-16.52454311256588	66790881.66773391	273.06052507904843	8282.094363215656	6070.211627310812	1.264161	20.153309	0.136142379	0.0631306	0.0151750863	-0.0761436948	-0.1199784216	0.1256472596	0.1083004392	-0.0551327131	0.0175995432	-0.0026776442	0.1262408134	0.0608585661	0.0962154848	0.1337778778	0.0722941593	0.0531116727	-0.0519591166	0.0383636005	-0.2556064143	0.1139226153	0.0525811529	-0.0102308986	0.0530303029	0.0406170727	-0.0065629711	0.0325720193	-0.0576252242	-0.0683923202	0.17057186	0.007082051	-0.0117341111	0.0102267652	0.0360530547	-0.0090310007	0.0205616214	0.0218353076	0.0837524568	0.0455961888	-0.0427698025	0.0484855125	0.1998804923	-0.0817380492	0.0126838677	0.0329607941	-0.1081344329	-0.0593093403	0.1373131453	-0.039020264	-0.0224816388	0.0156409319	-0.0967310757	0.037576443	0.0714276907	-0.0942564053	0.0594734686	-0.0691729801	-0.1038362597	0.118578344	-0.0838295767	0.0756561332	-0.0404158072	0.079658426	0.1175880942	0.1669350312	-0.0586308876	0.0537469025	-0.1131843865	-0.1649267475	-0.0087765994	0.0856792574	-0.1367423371	0.0245136026	0.0867633386	0.2443608388	-0.027825223	0.0743967703	0.1136451198	0.1082280018	0.0993899282	-0.0175995	-0.0300759	0.00030974240025	0.00090455976081	0.0351173	0.03102362	0.0012332247592899	0.0009624649979043	-0.000545509	-0.0147773089999999	2.97580069081e-07	0.0002183688612814	0.00125775	0.0004554649999999	2.0744836622499998e-07	1.5819350625e-06	-0.000354024	-0.000749846	5.62269023716e-07	1.2533299257599998e-07	0.0	0.0	0.0	0.0	0.0	0.0
7809.487806836842	-15.830394472946864	60988099.805133305	250.60138916910665	8911.771335890928	1.1487728901101946	1.3196791530521292	79419668.34320717	8171.052806637329	-1.5160470177997922	66766103.96885577	2.298398560179644	8285.789525344513	6088.92713012331	1.146018	18.269876	0.125100949	0.0622931	0.062626203	0.0689290783	0.0340466795	-0.044058617	0.0023725452	0.0313234198	-0.070427368	0.0616534204	-0.1499904097	-0.1114456746	-0.0739523245	0.073562119	-0.1175770021	-0.021174581	-0.0491650507	0.0399891124	0.0087319727	0.0769956854	0.0756831885	0.0054551738	0.0766566865	0.0503884281	-0.0713523325	0.1738191428	0.031537876	-0.0880807678	-0.0702354293	0.1022082822	-0.1750542777	-0.006415561	0.0609658582	-0.0230361195	-0.0715563469	0.1462915324	-0.1157842567	0.0045151383	0.0047560048	-0.0713217851	0.069949621	-0.0091547856	0.0430489428	-0.0978984129	0.053085394	-0.0414449976	0.1535217426	0.0634802598	0.1200958764	-0.0029093635	0.0780066271	-0.0792889754	-0.1076051009	0.033510653	-0.0710134208	-0.0509268386	0.0988667316	-0.0172939964	0.0615282195	0.0500858078	0.0329657672	0.1186952423	0.0290320959	-0.106720901	-0.0328811888	-0.0704422614	-0.1928736796	-0.09506155	0.0002460791	0.1240985687	-0.0278104299	-0.1162355511	0.0074339938	-0.0510419739	-0.0377378893	-0.0719123217	0.1131919653	0.1064475877	0.0955030384	-0.00619116	0.01140834	3.83304621456e-05	0.0001301502215555	0.0353259	0.0002086	0.00124791921081	4.351396000000135e-08	0.0157179	0.016263409	0.00024705238041	0.0002644984723012	0.000741556	-0.000516194	2.66456245636e-07	5.49905301136e-07	0.000595374	0.000949398	9.01356562404e-07	3.54470199876e-07	-0.00047882	-0.00047882	2.2926859240000002e-07	2.2926859240000002e-07	0.0	0.0
