global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
3004.1644429603025	n/a	n/a	9025004.000346985	3592.187163318015	n/a	n/a	12903808.616306726	3223.25433804549	n/a	n/a	10389368.52772907	3265.4393879175186	2322.679221779108	n/a	n/a	n/a	n/a	-0.1386548496	-0.0680004337	-0.0522310319	0.1712266609	0.1162790122	0.0558901816	-0.069697843	0.0096761543	-0.0510652848	0.0377072426	-0.026447235	0.1513981752	-0.0800243273	0.0115648872	-0.0837413033	0.0457562631	-0.0950387794	0.0161028972	-0.2437165282	0.0237042343	-0.0083229026	0.1173689405	-0.0022804595	0.116118326	-0.0708108364	0.0600857787	-0.092712903	0.1307341923	-0.1133148974	0.0420778543	-0.0194829938	0.0206989173	-0.109039204	0.0113522173	-0.0596867796	0.0103168206	-0.1002488467	0.1237344741	-0.0708767488	0.0764640845	0.050654094	-0.0879386637	0.1040449611	-0.0330328481	0.1117134853	-0.165557305	-0.0242049197	0.05804336	-0.2451987604	0.0061841913	-0.0788742293	0.1695975817	-0.2273015542	0.1156888542	-0.070076224	0.0305878173	0.0281028388	-0.0365102802	0.0266415724	-0.150592	0.0665161659	-0.0413202916	0.0426086834	-0.1419417754	0.0714237892	-0.0869203661	0.0109830327	-0.0559138627	0.1733921563	-0.0143233982	-0.0254135709	-0.0712406777	0.065130221	-0.0761549036	0.120766212	-0.0101064499	0.0023740459	-0.0991036407	0.2289941774	0.0755564246	-0.0789145131	0.1078775431	-0.159985354	0.0743607765	-0.0243722441	0.014671341	-0.065301472	0.0027304308	-0.084216155	-0.1132590306	0.1468497088	-0.0725312995	0.033840756	-0.1414883106	0.1154637225	0.1154447293	0.1154130763	0.0874411999999999	n/a	0.0076459634574399	n/a	0.00987174	n/a	9.74512506276e-05	n/a	0.183601	n/a	0.0337093272009999	n/a	0.00113801	n/a	n/a	1.2950667601e-06	-0.0	n/a	0.0	n/a	-0.000477923	n/a	n/a	2.28410393929e-07	0.0
3010.503888988971	6.33944602866859	40.18857595040196	9063133.66561772	3577.0010117398506	-15.1861515781643	230.61919975498205	12794936.237987917	3224.844467114	1.590129068510123	2.5285104545208714	10399621.83707578	3261.505460500717	2310.864360630512	0.971678	15.710678	0.0483538699999999	0.0274274	-0.1046370838	-0.0529726822	-0.1818280686	0.0678379726	-0.0732301526	0.0258588362	-0.1176443811	-0.0284783091	-0.0245100814	-0.0693798774	-0.0576298219	0.14032723	-0.0721150637	0.0063637665	-0.0300211109	0.0247932432	-0.0124959218	-0.0393484764	-0.0673426548	-0.0334088421	0.1336999884	0.0552884268	-0.0708624935	-0.0292666874	0.1124562278	0.0094597638	0.011765531	0.1327035551	0.0885002142	0.1212935016	-0.0499845376	-0.0279064517	0.0498168412	0.0836520161	-0.0174335976	0.0443689874	-0.0258005804	-0.0142968452	-0.0447227282	0.1249056882	0.0158333176	-0.0031055328	0.0526234722	-0.1000871717	-0.0195733254	0.0047675538	-0.0078720361	0.1921595135	-0.1744503347	-0.1001478946	-0.0849996943	0.0065638785	-0.0713440213	0.0017430501	-0.0428214836	0.1142033864	0.1012853629	-0.0035810943	0.0192091618	-0.0048563563	0.0025957527	0.0583905817	-0.0530013919	-0.0675229072	-0.057079713	-0.053910572	-0.0483911463	-0.0540816716	0.1185779933	-0.059872276	0.0529708082	-0.086339117	0.04591545	-0.032411381	0.1197370691	0.0585650937	0.0880135285	-0.0351731538	0.3245348225	0.0103219706	0.0605471602	0.0368666521	-0.0829206794	0.0738815082	-0.157269882	-0.004795031	-0.0530238797	-0.1096449345	-0.0476709521	-0.1331629564	0.0099191432	-0.0102720796	-0.007192727	-0.0625148189	0.1154130763	0.1152422001	0.1149575937	0.0746113	-0.0128298999999998	0.00556684608769	0.0001646063340099	0.00772262	-0.00214912	5.96388596644e-05	4.6187167744e-06	0.161216	-0.0223849999999999	0.025990598656	0.0005010882249999	0.000918213	-0.000219797	4.831072120900004e-08	8.43115113369e-07	-0.0	0.0	0.0	0.0	-0.000477923	0.0	0.0	2.28410393929e-07	0.0
3022.230890528422	11.727001539451066	137.5225651062877	9133879.55566422	3595.1124379428893	18.11142620303872	328.0237591081175	12924833.441451663	3230.551639145071	5.707172031070968	32.571812592238715	10436463.893182904	3265.266643881798	2364.079704657197	1.10851	17.923065	0.11388873	0.0598838	0.0236800857	0.0685711544	-0.1302007871	0.0014037653	-0.0854841706	0.0257599658	0.0701072882	-0.0251587858	0.0934586862	-0.0636339247	-0.1096276694	0.0338169988	-0.1099515771	-0.0847406685	-0.0022077762	0.1275808888	0.035427442	-0.0063258718	-0.0578665349	0.0085616771	-0.1270363415	-0.0308596171	0.0586741971	-0.1516903346	-0.1140273387	-0.0574868619	0.1401933959	-0.1368558522	-0.1095275866	0.0214912864	0.0712359316	0.0384142132	-0.0374157482	0.0227027625	-0.0811124864	0.1008625471	0.0691484615	-0.1051965822	-0.0523573533	0.0725103455	-0.0380809647	0.0857858664	0.0461677905	-0.0053563182	-0.0168744932	-0.0739349086	0.1029213399	0.1928674956	-0.0607916906	0.0220437632	0.0184323759	0.0536966927	0.0057963361	-0.0379397819	0.0047929719	0.1019350192	-0.1599677906	-0.155800586	-0.1131510963	0.0520090123	0.0766663243	-0.0446014379	-0.0208097982	0.0203679619	-0.0991010373	-0.0490803413	-0.0971910043	-0.0164906821	0.0831318729	-0.0035441387	0.0522763192	0.0346549105	0.0253691736	-0.0221418218	-0.0019002955	0.0922411098	0.1743811936	-0.0220897051	0.1700768971	-0.0795795617	0.0409726942	-0.0008830133	-0.0661940347	-0.074433479	-0.0783834627	-0.0410476242	-0.0382950446	0.0949793765	-0.0316595294	-0.0274578	-0.0208503983	-0.0985167838	-0.051937226	0.0314902281	0.1153118061	0.1148374968	0.1140484259	0.0530562	-0.0215551	0.00281496035844	0.00046462233601	0.0185461	0.01082348	0.00034395782521	0.0001171477193104	0.109383	-0.051833	0.0119646406889999	0.002686659889	0.000599287	-0.000318926	1.0171379347599998e-07	3.59144908369e-07	0.000274617	0.000274617	7.5414496689e-08	7.5414496689e-08	-0.000477923	0.0	0.0	2.28410393929e-07	0.0
3018.987628042561	-3.2432624858611234	10.518751552194074	9114286.29827405	3584.0438473661534	-11.068590576735916	122.51369735540707	12845370.29984318	3227.171967923641	-3.379671221429817	11.42217756496091	10414638.910552148	3261.754318594933	2365.347780771553	0.986171	15.945018	0.0646838	0.0362115	0.058751081	0.1022710299	-0.0928421938	0.1061789968	-0.1042248994	0.10200082	0.083417165	0.0047284182	0.0559058159	-0.0135262218	-0.100869742	-0.0664608703	-0.0210637579	-0.1269187066	0.0237867994	0.0333503644	0.0016989138	0.105750948	-0.0284661011	0.0513741717	-0.0747278447	0.0508210217	-0.0526520033	-0.0301824802	-0.1224871639	0.0939511545	-0.0086334671	-0.0009593464	-0.0683283983	-0.0898713776	-0.0926022752	-0.1280992193	-0.091131803	0.0075654445	0.0650055548	0.1068954118	-0.1433347283	-0.0104372958	0.0097500183	-0.1502298262	-0.0603805459	0.1394245942	-0.0086606229	0.0088336097	0.0107388922	-0.0981188004	-0.0129495203	0.0477151105	-0.0028972107	-0.0287157488	0.0107672975	0.0322924453	-0.012609943	0.0750380207	0.0535846172	-0.0087299955	-0.024453685	-0.1498984063	0.0650698731	-0.1543263435	-0.1107807844	0.0270168363	-0.0655557209	0.0599454621	-0.078109816	-0.0018493681	0.0769280429	-0.0938800181	-0.044086351	0.0534246763	0.0041580084	0.0883993559	0.0756155281	-0.0218717343	-0.018173765	-0.0669681259	0.1011550614	0.0197990321	0.1075590779	0.0067584542	0.0526220439	0.0499075338	-0.080769216	0.1275554652	-0.0782352241	-0.1026849104	0.0379073792	0.0316012296	0.0080474508	0.0507267156	0.040523666	-0.1101841213	0.0953105314	-0.1178589238	0.1151599564	0.1142313295	0.112689161	0.0559943	0.0029380999999999	0.0031353616324899	8.632431609999995e-06	0.0185117	-3.44000000000004e-05	0.0003426830368899	1.1833600000000274e-09	0.13278	0.023397	0.0176305284	0.000547419609	0.000188433	-0.000410854	1.68801009316e-07	3.5506995489e-08	1.3234900000000002e-23	-0.000274617	1.7516257801000006e-46	7.5414496689e-08	-0.000558738	-8.081500000000003e-05	6.531064225000005e-09	3.12188152644e-07	0.0
3025.528472226307	6.540844183745776	42.78264263604095	9153822.53625205	3609.765041367546	25.721194001392632	661.5798208572763	13030403.653879242	3225.6564284821247	-1.5155394415164665	2.296859798792043	10404859.394608056	3264.7765185832977	2389.143682010472	1.009547	16.322962	0.07206675	0.0337797	0.0080343179	0.0502896565	0.0086963993	0.0307155912	0.0384538879	0.0434771076	0.0947232907	0.0676496555	-0.0681007978	-0.0398315689	-0.083394071	0.0104376642	-0.0497396759	-0.0971939333	0.0723520392	-0.0494340337	0.0186498192	-0.0259021496	0.0020848066	-0.1112060896	-0.1189924393	-0.1405222064	0.0865553447	0.0680174902	0.0940971214	0.1314276268	-0.1051729858	0.0126305584	-0.064461144	-0.0039927248	-0.009822354	0.0759503471	0.1099834879	0.0272473674	-0.0071952424	-0.1095139883	0.0288631715	-0.0075478648	0.0963454833	0.0215096981	0.09073485	0.076913299	0.0405661972	0.0023931566	0.079872985	-0.1116960577	0.0759812873	-0.0369818148	0.0715792472	-0.0441406466	-0.0128123613	0.0838563763	0.1340078826	-0.0964306169	0.0383953353	-0.0117784948	0.0609877485	-0.0116767029	-0.031992183	0.1267267225	-0.0144304685	0.0782731004	0.1263368142	-0.0245828729	-0.0040294963	0.0238831862	0.0201828505	-0.078474136	-0.0244455901	-0.1550026126	-0.0329603643	0.0313777595	0.1010692349	-0.0542872043	0.0433826221	-0.0851838154	-0.0068397095	0.0147193098	-0.0070124561	-0.0683055617	-0.0016471222	0.0439211701	0.0134843537	-0.1693340477	-0.124357086	0.0435911443	0.0072415066	-0.0445752621	0.0156558425	-0.0105271106	-0.0250132	-0.0697867429	0.130893433	-0.0489386421	0.1149575937	0.1134247617	0.1108851636	0.0755930999999999	0.0195987999999999	0.0057143167676099	0.0003841129614399	0.0258693	0.0073576	0.00066922068249	5.413427776000003e-05	0.15421	0.02143	0.0237807241	0.0004592449	0.000492855	0.000304422	9.267275408400005e-08	2.4290605102500004e-07	-7.892150000000001e-23	-9.215640000000001e-23	6.228603162249999e-45	8.49280206096e-45	-0.000727923	-0.0001691849999999	2.862356422499999e-08	5.29871893929e-07	0.0
3015.0444102990004	-10.484061927306357	109.91555449559468	9090492.796075247	3595.3604335092127	-14.404607858333293	207.49272755235725	12926616.646843554	3218.803620669931	-6.852807812193532	46.96097491086071	10360696.74843786	3259.258351922035	2367.1851736307144	0.983733	15.905593	0.12382147	0.059707	-0.0539361259	0.025335489	0.0648142427	-0.0122260369	0.0740682746	0.0404200795	0.0313460297	-0.0077061811	-0.1060743733	0.0575447608	-0.0061905509	0.0411563641	-0.0300672267	-0.0267293864	-0.0007095264	-0.1158178515	-0.069107397	0.0515403298	0.0716571678	0.0080722865	0.062948032	-0.0052104412	-0.0252689538	-0.0703104929	-0.0749418859	0.10835759	-0.0557759306	0.1105669463	0.1249464913	-0.0400154312	0.0312606282	0.0282533724	0.0265638121	-0.0358298643	-0.0127959999	0.0781986352	0.0158631174	0.1339079934	-0.008148506	0.1922465001	-0.1809396712	-0.0291391164	0.0405983452	-0.0096267896	0.0499435048	-0.0825910343	0.0251556397	-0.0335615755	0.0091636931	-0.2078031826	0.015155322	-0.1254936093	-0.0132848788	-0.0909763689	0.0073338545	-0.020368728	-0.0512782984	0.0500326561	0.1011562387	-0.074969639	-0.1375679892	0.099076897	0.0506662305	0.05668306	0.12213742	-0.1468274372	-0.0326334189	0.1254895606	0.0072163119	0.0491873152	0.0174085926	-0.1048681725	0.0614482254	0.0117967863	0.0922638889	-0.0898015217	-0.0522867437	-0.0023864851	-0.0109809782	0.031710685	-0.0584589449	0.0709000708	-0.0558120888	-0.1142758904	0.0315954927	-0.1367707288	-0.1237297078	-0.0061276366	0.0397106469	0.0146328598	0.1248257782	0.0861417722	0.108568837	0.1051598408	0.1147048067	0.1124192083	0.108643553	0.0371211	-0.0384719999999999	0.0013779760652099	0.0014800947839999	-0.00138242	-0.02725172	1.9110850564e-06	0.0007426562429584	0.14423	-0.00998	0.0208022928999999	9.960040000000032e-05	0.00120521	0.0007123549999999	5.074496460249999e-07	1.4525311440999998e-06	-0.0	7.892150000000001e-23	0.0	6.228603162249999e-45	-0.000477923	0.00025	6.25e-08	2.28410393929e-07	0.0
3029.788452004624	14.744041705623658	217.3867658171698	9179618.063900577	3605.939590528373	10.579157019160448	111.91856323605175	13002800.330539932	3224.8867853105385	6.083164640607265	37.00489204473452	10399894.77807054	3261.141918420792	2419.943717904389	1.114339	18.017305	0.17376553	0.0918084	0.0900064642	-0.0597640759	0.0076469662	-0.0753649681	-0.0253739191	-0.0428350588	-0.0479115663	0.0986876566	0.0122689226	-0.0892000414	-0.1026157083	-0.0382483712	-0.0129886205	-0.0269047679	0.0871124226	-0.165927056	0.0010981032	0.0295031827	-0.0075722949	0.0097303553	0.0388935391	-0.1954980759	-0.0667534363	-0.102510781	-0.1067767816	-0.1080441202	-0.0590416041	-0.1189981129	0.112215885	-0.0234705268	-0.1709475766	0.0400594638	0.0017157054	0.0325309297	0.0426251437	0.0763606341	0.0016200884	-0.0329683723	0.0593764516	0.0378538158	0.1927597665	0.0865183615	0.0289899073	0.0261519075	0.0200284539	0.1661423432	0.025844	0.0323937481	0.0686952302	-0.2012764166	0.053719221	0.0445548257	0.1254251321	0.0284876894	-0.0625995425	0.0656822683	-0.0757786393	0.1549897166	-0.0983159196	0.0132964047	-0.1475917396	-0.1064709457	-0.0219684915	0.0666408627	-0.0605679498	-0.0556139584	0.0049905872	0.0631319974	-0.0892231589	0.0357086525	0.1007442351	-0.0346434099	-0.0203959457	0.0804701857	0.1320030616	0.0341708043	0.0793150543	0.080960561	-0.0528247422	-0.0570382896	0.0663296758	-0.0801710966	-0.0237507585	-0.0708160053	-0.138027852	-0.019069956	-0.0019789413	-0.0551474535	0.0127150329	-0.1180244048	0.0311099686	0.1928175783	-0.0335162479	0.1147155868	0.1144017065	0.1112164334	0.105973176	0.0557671	0.018646	0.00310996944241	0.000347673316	-0.0227596	-0.02137718	0.00051799939216	0.0004569838247524	0.0638327	-0.0803972999999999	0.00407461358929	0.0064637258472899	0.000492855	-0.0007123549999999	5.074496460249999e-07	2.4290605102500004e-07	0.000354546	0.000354546	1.25702866116e-07	1.25702866116e-07	-0.000477923	0.0	0.0	2.28410393929e-07	0.0
3034.421833081065	4.633381076440855	21.46822019952022	9207715.86107905	3611.156439568984	5.2168490406106685	27.215513912520453	13040450.83104054	3233.794917905713	8.90813259517472	79.35482633321429	10457429.57107282	3269.677566409111	2429.3609092757106	1.023067	16.541563	0.11131625	0.0625574	0.1482383465	0.0639149837	-0.0495841841	-0.1177462697	-0.1645904796	-0.0523518221	0.1123448345	0.0943973724	0.0880741724	-0.040684102	-0.1752536731	-0.0703807218	0.0122218354	-0.0691243114	0.0203946023	0.0529380782	0.0539813118	0.0625090601	0.0130667396	0.0508605995	-0.0372766621	-0.0589242884	0.0169802764	0.0014642239	-0.0804455305	-0.0052134133	0.1336442246	0.004943255	-0.0539916749	0.1712612412	0.0341148998	0.1217837975	0.0454658167	-0.0133934994	0.0467549929	0.0604483904	0.0123770065	-0.1425414993	0.0709468654	-0.0287365845	0.1099478616	0.2006384214	0.0499223708	0.0057245419	-0.0345939669	0.0654191367	0.0835947066	0.0356059673	0.0629433356	0.0712414396	0.0998810944	0.0900702281	0.0704874907	0.0580700347	0.0022201853	-0.0175942939	-0.0794934457	-0.0090335645	0.0246528455	0.0063009379	0.1419741409	0.0695074347	0.0647925302	0.0467776228	-0.0361591225	-0.0298162992	-0.0255412333	0.0200729205	-0.0580663985	0.0551218309	0.0584740792	0.0889337169	0.0560360733	-0.0158557991	-0.0105024215	0.0578247009	0.1194072241	0.0971252622	-0.1049463032	-0.1221024222	0.0206952625	-0.0360037166	-0.0834821111	-0.0375449126	-0.0225791711	-0.0867662709	0.047939782	0.0358263667	-0.0579743852	0.0692232007	0.0425308819	-0.0750529593	-0.0148146569	0.1077775032	0.1140484259	0.1098185471	0.1028845713	0.0557934	2.629999999999993e-05	0.00311290348356	6.916899999999965e-10	0.0132627	0.0360223	0.00017589921129	0.00129760609729	0.102705	0.0388723	0.010548317025	0.0015110557072899	-0.000157268	-0.000650123	4.226599151290001e-07	2.4733223824000006e-08	0.000276762	-7.778400000000001e-05	7.6597204644e-08	6.050350656000002e-09	-0.000477923	0.0	0.0	2.28410393929e-07	0.0
3024.017510895166	-10.404322185898764	108.24992014798522	9144681.906200595	3600.29471067858	-10.86172889040381	117.9771544886328	12962122.00374016	3219.6813426887925	-14.113575216920708	199.1930054036784	10366347.948458306	3254.39033472538	2419.5428881421685	0.990248	16.010931	0.06063355	0.0364775	0.0955268106	0.085204327	0.0430879636	-0.0625127336	-0.0693542618	0.0092833912	0.0841642101	0.0501800811	-0.0658228844	0.0841191894	-0.0312899072	-0.0325910562	0.1203938704	-0.0555701713	-0.0922231007	-0.0164984713	-0.0735976709	0.0149052608	0.0481862362	0.0425414803	-0.1626269217	0.0843197927	0.0669997221	-0.0116914219	0.0862070685	0.0089471431	-0.0644611658	0.043812114	0.0246502261	-0.0734901587	0.0437021305	-0.2297270238	0.0395670139	-0.1512450156	0.0358851549	0.0546539379	0.0488153101	-0.1468292036	0.0942439393	-0.0095029173	0.1838888685	0.0989446056	-0.0529036131	-0.0337503256	0.0540236914	-0.0283625157	-0.0742166147	-0.093384339	0.1071338071	0.0735163586	0.1839300419	-0.0594379823	-0.0306092274	-0.0016141461	0.1492639435	-0.0423841201	0.0908089844	0.0438498577	-0.0592733439	0.0411172306	-0.0670988359	0.1063877064	-0.1358853966	0.0222607122	0.0888157259	-0.0465827453	0.1566658983	0.1147843997	0.0514217565	0.0750378058	-0.0520856639	0.071911482	0.0703175835	0.0219226806	-0.1131627449	-0.0409354461	0.1116826248	0.09732083	-0.1771215105	-0.00735688	-0.0494907973	0.0263157902	0.0421103434	0.127595721	-0.0032048779	-0.1287094994	0.0568715501	0.0487778972	0.0678236697	0.0538605097	0.0373470266	0.00333692	0.0382030294	-0.1039630568	0.1136451198	0.1082280018	0.0993899282	0.0463601	-0.0094332999999999	0.00214925887201	8.898714888999997e-05	0.0135079	0.0002451999999999	0.00018246336241	6.012303999999963e-08	0.073447	-0.029258	0.0053944618089999	0.000856030564	0.000170463	0.000327731	1.0740760836100005e-07	2.9057634369000004e-08	0.00024014	-3.6622000000000016e-05	5.7667219599999993e-08	1.341170884000001e-09	-0.000408335	6.958799999999998e-05	4.842489743999998e-09	1.6673747222500005e-07	0.0
3021.0418507492027	-2.975660145963502	8.85455330427553	9126693.863978168	3603.160967127815	2.866256449235152	8.215426032782101	12982768.955033451	3218.9661956120303	-0.7151470767621504	0.511435341401449	10361743.368492989	3257.4445395469666	2406.003151126206	0.924637	14.950092	0.0897189699999999	0.0493999	0.0317206373	0.0438183273	0.0355149425	-0.0232270452	0.0026914754	0.0636341686	0.0778850978	0.0362526166	-0.1316501347	0.0654227122	-0.0280669367	-0.0692898989	0.100503235	-0.1240783259	0.0424790046	-0.0547644201	0.0048422571	0.0484042936	-0.0481687189	-0.0401192481	-0.0315379778	0.083845948	-0.0822147002	-0.1598867056	0.0892182183	0.0747049421	-0.1086031711	0.0338746955	0.0232494187	-0.1540369983	0.1442525671	0.1093392224	-0.0745758752	-0.0494053506	-0.1280246899	0.027480801	0.0401499146	0.0841033499	-0.0037026029	-0.0008345868	0.0348105588	0.0839050958	-0.0453322716	-0.0106344524	0.0804651929	-0.1165229687	-0.0699698825	-0.0987987681	0.113892449	-0.010696572	0.0056398183	-0.0380723486	-0.0950258997	-0.0333766993	0.0373340724	0.0767875786	0.0220598705	-0.0337692309	0.0097540904	0.0292218207	-0.1552506586	-0.0745371179	0.1509933617	-0.0646181095	0.0834592606	0.0791697716	-0.1036747139	0.1536998452	-0.1130518805	-0.0361956313	-0.0999386645	0.0701504536	0.0930170207	-0.0252073384	-0.0388629026	-0.0954765328	-0.020219429	0.1125949679	-0.1631501601	-0.0068807439	-0.0026874252	0.0289256713	0.0162741735	-0.1212784783	-0.060072302	0.0054196625	0.0690590076	0.0719223954	-0.0347113662	-0.1527522978	-0.0373128509	-0.1822322687	0.0582558702	-0.0434428117	0.1131919653	0.1064475877	0.0955030384	0.0609962	0.0146360999999999	0.00372053641444	0.0002142154232099	0.00358663	-0.00992127	1.28639147569e-05	9.843159841289998e-05	0.118671	0.045224	0.014082806241	0.002045210176	0.000351605	0.000181142	3.2812424164e-08	1.23626076025e-07	0.000164722	-7.541799999999997e-05	2.7133337284000003e-08	5.687874723999996e-09	-0.000266143	0.000142192	2.0218564864000007e-08	7.0832096449e-08	0.0
