global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
2602.705965871958	n/a	6774078.344785483	n/a	3219.98596251004	n/a	n/a	10368309.598761708	2827.9306318009835	n/a	7997191.65827831	n/a	2843.314241695088	2401.374873304838	n/a	n/a	n/a	n/a	-0.0663950604	-0.0127674378	0.2558117879	0.0963878152	0.075370724	-0.0002405882	0.2019605929	-0.11615055	0.0422698394	-0.0643990105	0.215505387	-0.0248398232	-0.0661486108	0.145794771	-0.0963152937	0.1740777971	-0.2158536717	0.2927378754	-0.1062138759	0.0243724314	0.0408919569	-0.0211113295	0.059136513	-0.0028070578	0.0532887873	-0.0453624403	0.014612639	-0.0339531501	0.1044531945	-0.0768313011	0.0016660372	-0.0919861118	0.0080063272	-0.035815016	-0.0788919583	0.0172528334	-0.0953759131	0.0333693858	-0.0699947983	0.0640683602	0.0256286191	-0.0328689938	-0.0941894657	0.0695011201	-0.0035764874	-0.016170057	-0.0183009653	0.0215145273	0.0114553299	0.1176651533	-0.0066422221	-0.0198719417	-0.0129250184	-0.0067891019	0.0288491752	-0.1361681074	0.2562715527	-0.0400050609	0.0914292464	-0.2364231759	0.1894563732	-0.1172353826	0.1795610485	-0.0005652237	0.0560740081	-0.0641255221	0.0223781257	-0.0255020046	0.068094894	-0.0253289648	0.0152291584	-0.0643797005	0.0886931164	-0.0386234915	0.0783531218	-0.0006088285	0.0682355467	-0.028405538	0.0023578381	0.0608911979	-0.0391804384	0.0253585492	0.00682868	-0.1269061337	-0.0145513361	0.0480261676	-0.0518671173	0.012021178	0.0413052103	-0.0626097613	-0.0058656648	-0.0049592931	-0.15395871	-0.1461642305	0.1251698011	-0.0685143396	0.2671370587	-0.132386634	0.0338702994	-0.2423979712	-0.2097994824	0.1944244302	-0.0183052336	0.0063256809	-0.0817626581	0.1517477989	-0.0187986475	0.0193753871	-0.0433562337	0.0213448746	-0.131716086	0.0894196137	-0.0602685141	0.0740768177	-0.0574673022	0.0946287289	-0.0884361016	0.1154637225	0.1154447293	0.1154130763	-0.0111519	n/a	n/a	0.0001243648736099	-1.59341e-05	n/a	2.5389554281e-10	n/a	0.0510773	n/a	0.00260889057529	n/a	0.000396853	n/a	n/a	1.5749230360900005e-07	0.000443183	n/a	1.96411171489e-07	n/a	-0.000576943	n/a	n/a	3.328632252490001e-07
2611.250169773997	8.544203902039044	6818627.449144729	73.00342031961922	3210.789850548049	-9.196111961990937	84.5684752174728	10309171.464382362	2830.875730839336	2.945099038352509	8013857.403455145	8.673608345704876	2845.016239153398	2379.9183086964645	1.059063	16.521357	0.1112667557	0.0682506	-0.0326309736	-0.1242672966	0.1853282558	0.1363896054	0.0264319868	-0.1225358918	0.1407176526	-0.0861507055	0.0947806544	-0.0237081714	-0.0310678456	-0.0397149146	0.087402452	0.0510115613	-0.0867167798	0.1109118415	-0.2316886339	0.3443997911	0.013448733	-0.0014029323	0.0205160334	0.0817412677	0.0250009028	0.0635294233	0.0180838114	-0.0174466364	-0.1372801343	0.0865971156	-0.0785248086	-0.0803271785	0.0751747833	0.0385352101	-0.0516366038	0.0429608565	0.0371526005	-0.0756865499	0.1522779621	0.188693657	-0.1282428598	0.0832263121	0.0503497639	0.184425141	0.1166022415	-0.08657927	-0.0286549613	0.0222058643	-0.100461649	0.0299962022	0.1354663058	-0.0851515959	-0.1834988215	-0.0043480862	0.0345011589	-0.0286214829	-0.1255268189	-0.0763558536	0.1109547405	-0.1028452203	0.0567442912	-0.2747206603	0.3034518046	-0.0132488323	0.1511854632	0.0163594733	0.0532904355	0.0124224786	0.0357132849	0.0673603687	-0.1293644981	0.0787701192	0.0609391118	0.0640288943	0.0259248466	0.0348942108	-0.0228471168	0.162926568	-0.0497950121	0.1457219512	0.0645511369	0.0384165305	0.0354989489	0.0296385857	-0.0238796648	-0.131899717	0.0357222695	-0.0059145268	0.0270524644	0.1084225873	-0.1390166972	0.0911204121	0.0483767024	-0.073750565	0.0381778672	-0.1384157546	0.1714812632	0.0839098637	0.0240682632	-0.0110614333	0.078216649	-0.4493598168	-0.0852714105	0.2009059522	-0.0262116003	0.1950257412	-0.0351115133	0.1450278455	0.0697143206	-0.1113455464	0.0391503181	0.0610769195	0.1272126134	0.0022736338	0.0329455387	0.0309529061	0.0330424724	0.0821693486	-0.0559405917	0.1154130763	0.1152422001	0.1149575937	-0.0138132	-0.0026613	7.082517690000001e-06	0.0001908044942399	-1.83098e-05	-2.3756999999999983e-06	3.3524877603999994e-10	5.643950489999992e-12	0.00108022	-0.04999708	1.1668752484e-06	0.0024997080085264	0.00112579	0.000728937	5.313491499690001e-07	1.2674031241e-06	-0.0	-0.000443183	0.0	1.96411171489e-07	-0.000576943	0.0	0.0	3.328632252490001e-07
2620.718675115052	9.46850534105488	6868166.374096794	89.65259339358477	3240.495229777749	29.70537922970016	882.4095551803015	10500809.334212346	2833.9321700034902	3.056439164154199	8031171.544180691	9.341820364175618	2847.7887124744207	2432.987187033421	1.217745	18.996801	0.1200189995	0.0739987	0.0265387877	0.0487424918	0.0190611951	0.2446628041	-0.0896776582	-0.0803380054	0.2053982768	-0.0003051473	0.0463926488	0.0427410271	-0.1245244934	-0.1010799932	-0.0872817727	0.270224947	-0.0951289087	-0.004671803	-0.1450819699	0.1404497934	0.2289066358	0.0246740004	0.0738459164	-0.0330741662	0.0350956218	-0.1706638325	0.0498428128	0.1550286396	-0.0793616307	0.0030749845	0.0010710288	0.0127224912	0.0142275221	0.036422677	-0.0162139389	-0.0194237247	0.0752751865	0.0832909508	-0.0617994715	-0.1640699081	0.2254086539	-0.0627223564	0.0301538121	0.0058030205	-0.0465298642	-0.001930431	0.0291666407	0.0331154011	-0.0230104152	0.0117677548	-0.0427941993	-0.056360304	0.0175409744	0.015641702	-0.0039883522	0.0327778051	-0.0195860674	-0.14143455	0.204898531	-0.2531457694	-0.1190474079	-0.0018027422	0.2519679644	-0.1372586899	-0.153016655	0.0209117307	0.0039540596	0.0024919927	-0.0224359098	-0.0102412918	0.0799108471	-0.0743347773	-0.00139252	0.0645174382	0.0561260125	-0.1591286864	-0.0078799673	-0.0898037916	-0.0952667205	0.0872788374	-0.0460484799	-0.0715896554	0.0765456405	0.0139757657	-0.0153569043	0.081636336	0.0600393415	-0.1519169868	-0.0057563278	-0.1262746407	-0.0156221625	-0.0777673344	0.1525496675	-0.0693978156	0.009076948	-0.1148198742	-0.1064636691	0.0261234225	0.0795966416	0.0158063012	-0.1376029829	-0.2417132845	-0.0521009096	0.0098379619	-0.1167116329	0.0315014936	-0.1165001229	0.01248844	0.1009450492	-0.0918757684	0.1326898734	0.0966126625	0.0397390999	-0.1034935946	0.0084164781	-0.3175977252	0.1465651209	0.0581042423	-0.019341962	0.1153118061	0.1148374968	0.1140484259	-0.0260103	-0.0121971	0.00014876924841	0.00067653570609	3.05697e-05	4.88795e-05	9.3450655809e-10	2.3892055202499998e-09	-0.0552819	-0.05636212	0.00305608846761	0.0031766885708944	0.000189531	-0.000936259	8.765809150810001e-07	3.5921999961e-08	-0.0	0.0	0.0	0.0	-0.000668902	-9.195899999999996e-05	8.456457680999994e-09	4.47429885604e-07
2618.39668904973	-2.321986065322108	6856001.221226588	5.391619287550043	3246.316353745132	5.821123967382846	33.885484243639006	10538569.868593087	2836.476750010748	2.5445800072579914	8045600.353351536	6.474887413337079	2855.9369441949684	2429.7615633481428	1.38225	21.56307	0.2002045703	0.131524	0.0987252614	0.1282704783	-0.1525793549	-0.0504283072	-0.1828661381	0.0886160757	-0.0901013208	0.0600728687	0.1578575448	-0.0851106977	-0.241412704	-0.211174815	-0.3407333944	0.1582965629	-0.173493813	-0.1943356241	-0.0312603002	0.0388111474	0.0290461901	-0.0477219142	-0.0862337457	0.026477778	-0.2111406111	-0.0673392999	0.183310333	-0.0967074773	-0.0433309078	-0.1388888175	-0.0077446956	0.0971798828	-0.018279162	0.0302378767	0.0610288319	0.012500399	0.0208871409	0.0404563294	-0.1872437338	-0.0383936398	-0.0621703867	0.0141422266	-0.086119253	0.0319816553	0.0953911047	0.0665025638	-0.0699326881	0.0700792258	0.0444859097	-0.0037259831	0.0208079962	-0.0946481579	-0.0066151062	0.0284424763	0.0807731606	0.2808813389	0.2830085599	-0.0984075562	0.027060363	-0.1618633691	-0.3246007805	0.0250468371	0.1447928578	0.0644503656	-0.098166644	-0.0719302591	0.0883359937	0.0638895856	-0.0546380705	-0.2551706909	-0.0504222181	0.0245834974	0.0086043987	-0.0827994846	-0.0414228151	0.1081278214	0.0111343306	-0.0243573147	0.0583070607	-0.0606019448	-0.0362127526	0.0276371189	0.0484734328	0.0957199141	-0.0396995676	0.1370610188	0.0479043711	0.0155464726	-0.0328907463	0.1494870276	-0.0161074553	0.0573931575	0.0912525289	-0.0819809581	0.0409541105	0.2763037131	-0.2493059799	0.0474157401	0.0019427437	-0.1007693431	-0.1611293223	-0.1497342594	-0.1079812991	-0.1160758234	-0.0188121471	-0.2051384393	0.0857249681	0.066159661	-0.0388165143	0.1158872875	0.1202378102	-0.0787621313	-0.1391794867	-0.1686694162	-0.1070163042	-0.2766123727	-0.0795424933	0.1371325873	-0.0351655978	0.1151599564	0.1142313295	0.112689161	-0.0406607	-0.0146504	0.00021463422016	0.00165329252449	0.0124897	0.0124591303	0.0001559926060899	0.0001552299278323	-0.180462	-0.1251801	0.032566533444	0.01567005743601	0.000563833	0.000374302	1.4010198720400002e-07	3.17907651889e-07	-9.20544e-24	-9.20544e-24	8.47401255936e-47	8.47401255936e-47	-8.49052e-05	0.0005839968	3.4105226241024e-07	7.20889298704e-09
2619.9850869405973	1.588397890867327	6864321.855791129	2.523007859711773	3271.747702073341	25.43134832820897	646.7534777906972	10704333.026022188	2840.878572166356	4.401822155607988	8070591.061793955	19.376038289601357	2859.496195327371	2470.7022804045364	1.187679	18.527773	0.14312912	0.0919133	0.1102924968	0.1598961799	-0.1332986818	0.0359392093	-0.2279219117	0.0254309795	0.0860679985	0.0511116643	-0.0856460389	-0.0485738819	-0.0535045704	-0.257033719	0.0595681018	-0.0685836617	-0.0692006713	-0.0723978159	-0.0056957181	-0.0027172055	-0.1359819424	0.0285851356	-0.1460927599	-0.1286218791	0.138908438	-0.0533461533	-0.0789280562	-0.0228330585	-0.1434492284	-0.0486509775	0.0278459147	0.050833704	-0.0326872709	0.0002664567	-0.0274599565	0.0331006014	-0.0207433885	0.0364890387	-0.0221753199	0.0647357639	0.0539202112	-0.1145801369	0.0814647426	-0.1144752208	-0.0182063389	-0.0583572392	0.0613729214	0.10779957	-0.031934399	-0.0245129651	-0.0285255566	0.02653585	0.0117649655	-0.0252968334	-0.115233077	0.2420339576	-0.1333175386	0.0429739761	0.0161597667	-0.0223950725	-0.0660070917	-0.0629233701	-0.0374615178	0.0742015329	0.0343549814	0.0674129899	0.0062777396	-0.0203782405	-0.0823290962	0.0911618151	0.079763989	0.1839760505	0.0067971729	-0.1120312826	0.0048899867	-0.1021845706	0.0439367108	-0.1450081914	-0.0243233119	-0.0611290052	-0.0360141493	0.0489898419	-0.2687805877	-0.0003398661	-0.0209055248	-0.0389679475	0.0529272216	-0.091303513	0.0816695341	-0.0663565766	-0.037853921	0.0526220645	0.033928506	0.0096193282	0.1322446931	0.0848871917	-0.1016162767	-0.0965629682	0.0200497242	0.0742887325	-0.1468591636	-0.0345156794	-0.0184371722	-0.0522203359	0.0379939816	-0.0019104172	0.1140991201	0.1477271967	-0.2165364897	0.0475560625	-0.0332406634	0.08724251	0.1918368519	-0.0385930091	0.0219908747	0.0317106178	-0.0195911378	-0.0700760843	0.1235707306	0.1149575937	0.1134247617	0.1108851636	-0.0319508	0.0087099	7.586235801e-05	0.00102085362064	0.00587325	-0.0066164499999999	3.44950655625e-05	4.377741060249999e-05	-0.0974464	0.0830156	0.00949580087296	0.00689158984336	0.000141172	-0.000422661	1.78642320921e-07	1.9929533584e-08	0.000463628	0.000463628	2.14950922384e-07	2.14950922384e-07	-9.43596e-05	-9.454399999999995e-06	8.938567935999992e-11	8.90373411216e-09
2603.261227791025	-16.72385914957249	6776969.020120034	279.6874648547395	3241.636918880324	-30.110783193016687	906.6592644968562	10508209.91384792	2830.240175856892	-10.638396309464042	8010259.453034452	113.17547603721816	2851.463618513724	2441.4854172444657	1.147195	17.896217	0.0942772638	0.0499894	0.1241221381	0.1182593185	-0.0494350588	-0.1625289975	-0.1396596194	0.1340260777	-0.119251155	-0.0562106613	-0.0063614993	-0.1046214087	-0.0673183351	-0.1043296186	-0.1037350608	-0.0838158325	-0.1411585598	-0.0538413074	0.0153036773	-0.0029899936	-0.0581799408	0.0849480948	-0.0887914957	0.2066610738	-0.0114925222	0.0159470414	-0.0086104598	-0.0658118685	-0.062828931	0.0767150783	-0.0887846278	-0.0297178185	-0.0349084351	-0.0628460931	0.0080475678	0.0422453894	-0.061067572	-0.0453705776	-0.0597715963	-0.1943034818	-0.1186726756	-0.0014645212	-0.0916676743	-0.098176853	-0.1172301669	-0.0967214835	-0.1156491573	-0.0549658895	0.0985956108	-0.0404901863	-0.0356045611	0.0476466804	-0.0106177134	-0.1251661719	0.0116624041	0.192804858	0.0933168592	0.1007355028	-0.0264060827	0.0245134173	-0.079210169	-0.0230825382	0.0588950954	0.0800900609	0.1561836294	-0.1481330237	0.1425498254	0.0367314329	-0.0930213551	0.0396571269	0.0358648726	-0.0768401675	-0.0811837947	0.0629201846	-0.0270715117	-0.0367086767	0.0981375573	0.0818881356	0.1195602751	0.0437294357	-0.1449870016	0.0189429723	-0.028693485	0.0714009476	-0.0362329176	-0.0229472254	0.0175139018	-0.0193823722	0.0969584581	-0.0687238538	0.094070995	-0.0410397906	-0.0908690228	0.0131010462	-0.0359145626	0.1817602386	0.0236147047	-0.0068690136	0.1024777264	0.0454890451	-0.0620027589	0.0699382041	-0.1790094847	-0.2077553232	0.0831292428	-0.1037741551	0.0530666464	0.1189602273	-0.099487076	0.031860405	-0.1709086602	0.054495127	-0.0142191614	0.0745229053	-0.106537496	0.111546203	0.1162873904	0.0904177507	0.0881843052	0.1147048067	0.1124192083	0.108643553	-0.0319391	1.1700000000003374e-05	1.3689000000007895e-10	0.0010201061088099	-2.93438e-05	-0.0059025938	8.610585984399998e-10	3.4840613567798435e-05	-0.058526	0.0389204	0.003425292676	0.00151479753616	0.000615164	0.0004739919999999	2.2466841606400002e-07	3.78426746896e-07	0.000713927	0.000250299	5.09691761329e-07	6.264958940100002e-08	-0.00035892	-0.0002645604	6.999220524815999e-08	1.2882356639999998e-07
2607.847950227544	4.586722436519267	6800870.931506003	21.03802270966924	3211.350261909104	-30.28665697122005	917.2815904923524	10312770.504663672	2827.6189627455906	-2.6212131113015857	7995428.99847845	6.870758174859339	2844.472794685744	2400.756396099925	1.31681	20.542217	0.0883832962	0.0469213	-0.003992078	-0.0470191262	-0.0358261439	0.0630219612	0.0074732679	-0.0753445911	-0.0237901145	0.0148193945	-0.1074307816	0.0081880429	-0.079047455	0.0188819959	0.1122112768	0.0522071018	-0.0981716754	-0.0538555252	0.0136084969	-0.0580295619	0.0847678135	0.1797156881	0.0053867116	0.115585051	-0.072077849	-0.070275123	0.0548119645	-0.0886341255	-0.0122718392	0.117684659	-0.0715282933	-0.0273370087	0.0468346684	0.0400262824	-0.0811147152	-0.0414453652	-0.0240343643	0.0519344711	0.2319630826	0.0267385237	-0.076839993	-0.0992459611	-0.0563423572	0.0082038941	0.0672158822	-0.0301351456	0.2121991858	0.1706304871	-0.0098696765	0.0554878124	-0.1920714072	-0.0520474629	0.0102481543	0.0738610915	0.022509788	-0.0165039707	-0.0849149946	-0.0421790544	-0.0473744163	0.0165167661	-0.065468301	0.1340320032	0.1057447455	-0.0027690397	0.2117754694	0.0405159865	-0.1366936192	0.1584970644	-0.055270965	0.0287736021	-0.0881123096	-0.0392674698	-0.0649813227	-0.0739346434	-0.2087150188	0.0428374582	-0.1223891023	0.038163355	0.0424106931	0.0915375751	0.0835996801	0.0015824313	-0.0363200741	-0.13316585	-0.1632225043	0.0205365412	-0.0029886055	-0.0278396942	-0.0158885805	0.0453650064	0.071801529	-0.0469427247	-0.0284554246	0.0411677469	0.1085802568	-0.0260328571	-0.1404668543	0.1220661492	-0.0788128671	-0.0310837326	0.0244316627	0.0117910212	0.0031247226	-0.1060041719	0.0210443594	0.0621617794	0.1031581634	0.1936506301	-0.1101210976	0.1594040248	-0.0067029747	0.0384869904	0.1132748915	-0.0275492202	0.1001805114	0.0292433876	0.0091874473	-0.1304911543	-0.0013095872	0.1144017065	0.1112164334	0.105973176	-0.0319347	4.399999999994686e-06	1.935999999995324e-11	0.00101982506409	-0.0150371	-0.0150077562	0.0002261143764099	0.0002252327461586	-0.0831973	-0.0246713	0.00692179072729	0.00060867304369	-5.35958e-05	-0.0006687598	4.472396700960399e-07	2.87250977764e-09	0.000435301	-0.000278626	1.8948696060100002e-07	7.763244787600003e-08	-0.000332309	2.6611000000000007e-05	7.081453210000004e-10	1.1042927148100001e-07
2603.6647868609466	-4.183163366597455	6779070.322339659	17.498855751642953	3238.6464684685675	27.29620655946337	745.0828925368912	10488830.947723923	2824.367053634892	-3.2519091106987617	7977049.25365824	10.574912864245611	2839.6504049373034	2425.79818471129	1.155074	18.019138	0.0527982572	0.0315489	0.0341096355	0.0455915639	-0.1755972858	-0.0629939677	-0.0702900694	0.0653757822	-0.0417503727	0.1042594233	0.0710124387	-0.0383249754	0.1158852903	0.0372285375	0.0112178834	-0.0122149272	-0.0504490189	-0.1477552704	0.0263138524	-0.0300341183	0.0468965571	-0.0313825912	0.0444260597	0.0595089741	-0.015592555	0.1406505518	-0.061595498	0.0606025906	0.2015882708	-0.1662878549	0.0254574333	0.0721012832	0.1248802294	0.018021582	-0.0614469372	-0.0569840316	0.0814636268	-0.0684522175	-0.0476287754	-0.0190813727	0.2192633875	0.075582293	-0.1154995813	0.0178443289	-0.0561643434	0.1208395041	0.1495606075	0.0171827751	-0.0117661724	0.0187052056	0.0014640494	-0.0021695848	-0.0481778137	0.0533172506	-0.1477228094	-0.0239164587	0.016222647	0.048452997	-0.0261570058	-0.0096384272	-0.1439357903	-0.0800312148	-0.1506336344	-0.044045839	-0.051315202	-0.0576098749	-0.0227981046	0.0746834064	0.1217608303	0.0286979983	0.0945120555	-0.1213454107	-0.0092351465	0.0420895156	-0.0425219809	-0.0874249905	-0.0326135039	-0.0684078701	-0.0913363761	0.0279934293	0.1264178019	0.0080264493	-0.0183569906	0.0077014547	0.0368187171	0.0091136744	-0.0112770763	-0.0579852453	-0.1797388528	0.034836995	-0.0726316446	-0.1336813181	-0.072369707	0.1221000119	-0.121395836	0.1387391488	-0.001010198	-0.1316482879	-0.0111365532	0.0459448702	-0.0003646704	-0.0493346823	-0.0677719883	-0.0423981211	-0.0599508475	-0.0287858561	0.0480200123	0.0144410203	-0.0985976745	-0.0828741309	0.0580325781	0.0131921651	-0.1107066928	0.0987172372	0.0113192338	0.0209678387	-0.1394187548	-0.1145042579	0.0028632187	0.1140484259	0.1098185471	0.1028845713	-0.0319439	-9.199999999993935e-06	8.46399999998884e-11	0.0010204127472099	-1.98828e-05	0.0150172171999999	3.9532573584e-10	0.0002255168124319	-0.0770745	0.0061227999999999	0.00594047855025	3.748867983999997e-05	0.000481409	0.0005350048	2.8623013602304e-07	2.3175462528100002e-07	0.000438062	2.760999999999996e-06	1.91898315844e-07	7.623120999999978e-12	-0.000237094	9.521499999999998e-05	9.065896224999995e-09	5.6213564836e-08
2595.706722229988	-7.958064630958688	6737693.387829947	63.33079267051564	3203.5766409125144	-35.06982755605304	1229.8928048112973	10262903.294200309	2822.52161187394	-1.8454417609518716	7966628.249495464	3.405655293065144	2838.2045277513694	2396.212885844865	1.128168	17.599405	0.0262193854999999	0.0169851	0.0631063924	-0.05826744	0.0214562245	-0.1425535269	0.0332589139	-0.005263271	-0.1630007471	-0.0733553885	0.0059409694	0.1268240804	-0.015871229	0.0397183447	0.0316341039	-0.1060401368	-0.0334481326	-0.1262667709	0.0001604808	-0.0143277224	0.0033152146	-0.061535601	0.0320673892	0.112154713	0.1326186979	0.0977362975	-0.1198767306	-0.1059333552	-0.0121256669	0.0466323099	0.0801062488	0.0625989423	-0.0455253864	0.137382076	-0.0226496548	-0.013885261	0.1471250258	0.1171301521	-0.0973391598	0.1597474173	-0.067917172	-0.0228077966	0.1116278231	0.0926030094	-0.0112697267	-0.0091167311	0.0398079511	-0.2115331474	-0.0703027132	0.1233983036	0.1198620914	0.0008234676	-0.0297673377	-0.0003864823	0.0754074756	-0.0360115637	-0.0043449476	0.122888929	-0.1163005506	0.0293985493	-0.0575446347	-0.0509791338	0.0379105085	0.0139687363	0.0177100588	-0.1219382246	-0.0595835153	-0.0070371501	-0.0086718143	0.1591031818	0.0486877284	0.0808227375	-0.0555977618	0.0382400679	-0.0268918407	-0.0395858474	0.1278475577	0.0967801408	-0.1082021953	-0.1847226454	0.0459910675	0.120188107	0.0349739007	-0.0085630171	0.1093498666	-0.0278688043	-0.0985439049	-0.0670252937	-0.0438732969	-0.0293668661	0.0753662927	0.0293771577	-0.0635886189	0.0520066877	0.0032871678	0.1211701884	0.0312352248	0.0927054957	-0.0292917081	0.063233043	0.0163101951	-0.0020408135	-0.048368315	-0.056458018	0.0857095015	-0.163782566	0.0063343872	-0.0022588323	0.0247848245	-0.1416498289	0.0805112604	0.1243247607	-0.0459291898	0.1530339619	0.0865597601	0.087518318	0.1850382097	-0.0432558154	0.0462794291	0.1136451198	0.1082280018	0.0993899282	-0.0319468	-2.9000000000001247e-06	8.410000000000724e-12	0.00102059803024	-2.17683e-05	-1.8855000000000008e-06	4.7385888489e-10	3.5551102500000028e-12	-0.0914227	-0.0143481999999999	0.0083581100752899	0.0002058708432399	0.000413232	-6.817700000000005e-05	4.648103329000006e-09	1.70760685824e-07	0.000436802	-1.259999999999998e-06	1.90795987204e-07	1.5875999999999952e-12	-0.000404985	-0.000167891	2.8187387881000005e-08	1.6401285022500002e-07
2608.795264699875	13.088542469887216	6805812.733120492	171.30994398604133	3214.4140427436364	10.837401831121952	117.44927844920542	10332457.638187489	2824.9731770628846	2.4515651889446417	7980473.451124768	6.0101718756451765	2837.822828388662	2390.250058758416	1.276914	19.919827	0.0578469617	0.0328425	-0.0884357039	-0.1034876838	-0.0607730632	0.1473920319	0.0743409568	-0.1110771014	0.0386271588	0.0889755413	-0.067166922	0.0761581515	-0.072315972	0.0263316422	0.0652519146	0.0673175844	0.0873803696	-0.0760196547	0.0965760636	-0.0453827044	0.0385015463	-0.0719598566	-0.0534712497	-0.0222121513	-0.0150792973	-0.0335758803	-0.084067896	-0.0385042348	-0.078106343	-0.0363691673	0.0631534429	-0.0729776816	0.062698325	-0.0658698515	-0.0933087039	0.0114143904	0.1003532214	0.1294019525	0.0270665356	0.045650173	0.0895367389	0.0014010886	-0.0268355585	0.0736796725	0.1727629248	0.047747741	-0.1330159772	-0.2050666909	0.0092288488	0.0631112064	-0.0104668112	0.0483112284	0.117229482	0.038641834	-0.0193022374	-0.0878656071	-0.0687143797	-0.082923221	-0.0522076987	-0.0570438953	-0.0333991074	0.1116228379	-0.0344722331	0.1661263925	-0.0617673451	0.0247325393	-0.0349771061	-0.0565849607	-0.0426235749	0.0057925769	-0.0890562382	0.1298663493	-0.0345461951	0.0238564971	0.0916075745	0.0925740093	0.0216416177	-0.0173004233	-0.0346006683	-0.0561131764	0.0520931662	0.0672749571	0.1102031646	-0.172143977	-0.0311556673	0.0779112487	0.0356079395	-0.0748955019	-0.1397121637	0.0856418504	-0.016323467	-0.0487286229	-0.0260930837	0.1092804581	-0.1420197894	-0.0413098397	-0.1930406503	0.0775671376	-0.0785103943	-0.0541491182	0.0281507946	-0.0350479623	0.0447520261	0.0704071538	0.1223074357	-0.0743119396	0.0512559689	0.0437820186	-0.0838944581	0.0641246727	0.0382859387	-0.0813652494	0.1015716065	-0.0427512455	-0.0883048706	-0.0429070005	-0.1043117851	-0.0715552201	-0.0249565238	0.1131919653	0.1064475877	0.0955030384	-0.0319674	-2.060000000000256e-05	4.243600000001055e-10	0.00102191466276	-0.0162983	-0.0162765317	0.00026563458289	0.0002649254841811	-0.0900936	0.0013290999999999	0.0081168567609599	1.7665068099999992e-06	-9.92966e-05	-0.0005125285999999	2.626855658179599e-07	9.85981477156e-09	0.000222397	-0.000214405	4.9460425609e-08	4.596950402500001e-08	-0.000327504	7.748100000000001e-05	6.003305361000002e-09	1.07258870016e-07
