onset	duration	BIDS_Subject	BIDS_Session	Run	SubTrial	Condition	Stimulus.ACC	ResponseCheck	Result	stimrt	Cue.OnsetTime	Cue.Duration	Fix.OnsetTime	Fix.Duration	Probe.Duration	Feedback.OnsetTime	Feedback.Duration
n/a	n/a	sub-54	ses-2	1	1.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	0.03	2.0	2.03	2.0	228.9835376554015	4.306983537655404	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	2.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	6.19	2.0	8.19	2.0	228.9835376554015	10.466983537655404	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	3.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	12.333	2.0	14.333	2.0	228.9835376554015	16.609983537655403	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	4.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	18.526	2.0	20.526	2.0	228.9835376554015	22.802983537655404	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	5.0	Triangle	1.0	No Response Detected	No money at stake!	n/a	24.686	2.0	26.686	2.0	228.9835376554015	28.9629835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	6.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	30.696	2.0	32.696	2.0	228.9835376554015	34.972983537655395	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	7.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	36.873	2.0	38.873	2.0	228.9835376554015	41.1499835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	8.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	42.883	2.0	44.883	2.0	228.9835376554015	47.1599835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	9.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	48.893	2.0	50.893	2.0	228.9835376554015	53.1699835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	10.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	54.903	2.0	56.903	2.0	228.9835376554015	59.1799835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	11.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	60.914	2.0	62.914	2.0	228.9835376554015	65.1909835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	12.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	66.924	2.0	68.924	2.0	228.9835376554015	71.20098353765539	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	13.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	72.934	2.0	74.934	2.0	228.9835376554015	77.2109835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	14.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	78.944	2.0	80.944	2.0	228.9835376554015	83.2209835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	15.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	84.954	2.0	86.954	2.0	228.9835376554015	89.23098353765539	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	16.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	90.964	2.0	92.964	2.0	228.9835376554015	95.2409835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	17.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	96.974	2.0	98.974	2.0	228.9835376554015	101.25098353765542	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	18.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	102.984	2.0	104.984	2.0	228.9835376554015	107.2609835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	19.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	108.994	2.0	110.994	2.0	228.9835376554015	113.2709835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	20.0	SmallReward	1.0	No Response Detected	You did not earn $0.20!	n/a	115.005	2.0	117.005	2.0	228.9835376554015	119.2819835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	21.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	121.015	2.0	123.015	2.0	228.9835376554015	125.2919835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	22.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	127.025	2.0	129.025	2.0	228.9835376554015	131.30198353765542	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	23.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	133.035	2.0	135.035	2.0	228.9835376554015	137.3119835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	24.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	139.045	2.0	141.045	2.0	228.9835376554015	143.3219835376554	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	25.0	SmallReward	1.0	No Response Detected	You did not earn $0.20!	n/a	145.055	2.0	147.055	2.0	228.9835376554015	149.33198353765542	1.6877699274198728
n/a	n/a	sub-54	ses-2	1	26.0	Triangle	1.0	No Response Detected	No money at stake!	n/a	151.065	2.0	153.065	2.0	228.9835376554015	155.3419835376554	1.6877699274198728
