onset	duration	BIDS_Subject	BIDS_Session	Run	SubTrial	Condition	Stimulus.ACC	ResponseCheck	Result	stimrt	Cue.OnsetTime	Cue.Duration	Fix.OnsetTime	Fix.Duration	Probe.Duration	Feedback.OnsetTime	Feedback.Duration
n/a	n/a	sub-94	ses-2	2	1.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	0.03	2.0	2.03	2.0	240.0	4.318	1.71
n/a	n/a	sub-94	ses-2	2	2.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	6.043	2.0	8.043	2.0	240.0	10.331	1.71
n/a	n/a	sub-94	ses-2	2	3.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	12.056	2.0	14.056	2.0	240.0	16.344	1.71
n/a	n/a	sub-94	ses-2	2	4.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	18.069	2.0	20.069	2.0	240.0	22.357	1.71
n/a	n/a	sub-94	ses-2	2	5.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	24.082	2.0	26.082	2.0	240.0	28.37	1.71
n/a	n/a	sub-94	ses-2	2	6.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	30.095	2.0	32.095	2.0	240.0	34.383	1.71
n/a	n/a	sub-94	ses-2	2	7.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	36.108	2.0	38.108	2.0	240.0	40.396	1.71
n/a	n/a	sub-94	ses-2	2	8.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	42.121	2.0	44.121	2.0	240.0	46.409	1.71
n/a	n/a	sub-94	ses-2	2	9.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	48.134	2.0	50.134	2.0	240.0	52.422	1.71
n/a	n/a	sub-94	ses-2	2	10.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	54.147	2.0	56.147	2.0	240.0	58.435	1.71
n/a	n/a	sub-94	ses-2	2	11.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	60.16	2.0	62.16	2.0	240.0	64.448	1.71
n/a	n/a	sub-94	ses-2	2	12.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	66.173	2.0	68.173	2.0	240.0	70.461	1.71
n/a	n/a	sub-94	ses-2	2	13.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	72.186	2.0	74.186	2.0	240.0	76.474	1.71
n/a	n/a	sub-94	ses-2	2	14.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	78.199	2.0	80.199	2.0	240.0	82.487	1.71
n/a	n/a	sub-94	ses-2	2	15.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	84.212	2.0	86.212	2.0	240.0	88.5	1.71
n/a	n/a	sub-94	ses-2	2	16.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	90.225	2.0	92.225	2.0	240.0	94.513	1.71
n/a	n/a	sub-94	ses-2	2	17.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	96.239	2.0	98.239	2.0	240.0	100.527	1.71
n/a	n/a	sub-94	ses-2	2	18.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	102.252	2.0	104.252	2.0	240.0	106.54	1.71
n/a	n/a	sub-94	ses-2	2	19.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	108.265	2.0	110.265	2.0	240.0	112.553	1.71
n/a	n/a	sub-94	ses-2	2	20.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	114.278	2.0	116.278	2.0	240.0	118.566	1.71
n/a	n/a	sub-94	ses-2	2	21.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	120.291	2.0	122.291	2.0	240.0	124.579	1.71
n/a	n/a	sub-94	ses-2	2	22.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	126.304	2.0	128.304	2.0	240.0	130.592	1.71
n/a	n/a	sub-94	ses-2	2	23.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	132.317	2.0	134.317	2.0	240.0	136.605	1.71
n/a	n/a	sub-94	ses-2	2	24.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	138.33	2.0	140.33	2.0	240.0	142.618	1.71
n/a	n/a	sub-94	ses-2	2	25.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	144.343	2.0	146.343	2.0	240.0	148.631	1.71
n/a	n/a	sub-94	ses-2	2	26.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	150.356	2.0	152.356	2.0	240.0	154.644	1.71
n/a	n/a	sub-94	ses-2	2	27.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	156.369	2.0	158.369	2.0	240.0	160.657	1.71
n/a	n/a	sub-94	ses-2	2	28.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	162.382	2.0	164.382	2.0	240.0	166.67	1.71
n/a	n/a	sub-94	ses-2	2	29.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	168.395	2.0	170.395	2.0	240.0	172.683	1.71
n/a	n/a	sub-94	ses-2	2	30.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	174.408	2.0	176.408	2.0	240.0	178.696	1.71
n/a	n/a	sub-94	ses-2	2	31.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	180.421	2.0	182.421	2.0	240.0	184.709	1.71
n/a	n/a	sub-94	ses-2	2	32.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	186.434	2.0	188.434	2.0	240.0	190.722	1.71
n/a	n/a	sub-94	ses-2	2	33.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	192.448	2.0	194.448	2.0	240.0	196.736	1.71
n/a	n/a	sub-94	ses-2	2	34.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	198.461	2.0	200.461	2.0	240.0	202.749	1.71
n/a	n/a	sub-94	ses-2	2	35.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	204.474	2.0	206.474	2.0	240.0	208.762	1.71
n/a	n/a	sub-94	ses-2	2	36.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	210.487	2.0	212.487	2.0	240.0	214.775	1.71
n/a	n/a	sub-94	ses-2	2	37.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	216.5	2.0	218.5	2.0	240.0	220.788	1.71
n/a	n/a	sub-94	ses-2	2	38.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	222.513	2.0	224.513	2.0	240.0	226.801	1.71
n/a	n/a	sub-94	ses-2	2	39.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	228.526	2.0	230.526	2.0	240.0	232.814	1.71
n/a	n/a	sub-94	ses-2	2	40.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	234.539	2.0	236.539	2.0	240.0	238.827	1.71
n/a	n/a	sub-94	ses-2	2	41.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	240.552	2.0	242.552	2.0	240.0	244.84	1.71
n/a	n/a	sub-94	ses-2	2	42.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	246.565	2.0	248.565	2.0	240.0	250.853	1.71
