onset	duration	BIDS_Subject	BIDS_Session	Run	SubTrial	Condition	Stimulus.ACC	ResponseCheck	Result	stimrt	Cue.OnsetTime	Cue.Duration	Fix.OnsetTime	Fix.Duration	Probe.Duration	Feedback.OnsetTime	Feedback.Duration
n/a	n/a	sub-48	ses-2	1	1.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	0.03	2.0	2.03	2.0	250.0	4.328	1.7
n/a	n/a	sub-48	ses-2	1	2.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	6.044	2.0	8.044	2.0	250.0	10.342	1.7
n/a	n/a	sub-48	ses-2	1	3.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	12.043	2.0	14.043	2.0	250.0	16.341	1.7
n/a	n/a	sub-48	ses-2	1	4.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	18.057	2.0	20.057	2.0	250.0	22.355	1.7
n/a	n/a	sub-48	ses-2	1	5.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	24.056	2.0	26.056	2.0	250.0	28.354	1.7
n/a	n/a	sub-48	ses-2	1	6.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	30.069	2.0	32.069	2.0	250.0	34.367	1.7
n/a	n/a	sub-48	ses-2	1	7.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	36.068	2.0	38.068	2.0	250.0	40.366	1.7
n/a	n/a	sub-48	ses-2	1	8.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	42.082	2.0	44.082	2.0	250.0	46.38	1.7
n/a	n/a	sub-48	ses-2	1	9.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	48.081	2.0	50.081	2.0	250.0	52.379	1.7
n/a	n/a	sub-48	ses-2	1	10.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	54.094	2.0	56.094	2.0	250.0	58.392	1.7
n/a	n/a	sub-48	ses-2	1	11.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	60.093	2.0	62.093	2.0	250.0	64.391	1.7
n/a	n/a	sub-48	ses-2	1	12.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	66.107	2.0	68.107	2.0	250.0	70.405	1.7
n/a	n/a	sub-48	ses-2	1	13.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	72.106	2.0	74.106	2.0	250.0	76.404	1.7
n/a	n/a	sub-48	ses-2	1	14.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	78.12	2.0	80.12	2.0	250.0	82.418	1.7
n/a	n/a	sub-48	ses-2	1	15.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	84.134	2.0	86.134	2.0	250.0	88.432	1.7
n/a	n/a	sub-48	ses-2	1	16.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	90.133	2.0	92.133	2.0	250.0	94.431	1.7
n/a	n/a	sub-48	ses-2	1	17.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	96.147	2.0	98.147	2.0	250.0	100.445	1.7
n/a	n/a	sub-48	ses-2	1	18.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	102.161	2.0	104.161	2.0	250.0	106.459	1.7
n/a	n/a	sub-48	ses-2	1	19.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	108.16	2.0	110.16	2.0	250.0	112.458	1.7
n/a	n/a	sub-48	ses-2	1	20.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	114.174	2.0	116.174	2.0	250.0	118.472	1.7
n/a	n/a	sub-48	ses-2	1	21.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	120.188	2.0	122.188	2.0	250.0	124.486	1.7
n/a	n/a	sub-48	ses-2	1	22.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	126.187	2.0	128.187	2.0	250.0	130.485	1.7
n/a	n/a	sub-48	ses-2	1	23.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	132.201	2.0	134.201	2.0	250.0	136.499	1.7
n/a	n/a	sub-48	ses-2	1	24.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	138.2	2.0	140.2	2.0	250.0	142.498	1.7
n/a	n/a	sub-48	ses-2	1	25.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	144.213	2.0	146.213	2.0	250.0	148.511	1.7
n/a	n/a	sub-48	ses-2	1	26.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	150.212	2.0	152.212	2.0	250.0	154.51	1.7
n/a	n/a	sub-48	ses-2	1	27.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	156.226	2.0	158.226	2.0	250.0	160.524	1.7
n/a	n/a	sub-48	ses-2	1	28.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	162.225	2.0	164.225	2.0	250.0	166.523	1.7
n/a	n/a	sub-48	ses-2	1	29.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	168.238	2.0	170.238	2.0	250.0	172.536	1.7
n/a	n/a	sub-48	ses-2	1	30.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	174.237	2.0	176.237	2.0	250.0	178.535	1.7
n/a	n/a	sub-48	ses-2	1	31.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	180.251	2.0	182.251	2.0	250.0	184.549	1.7
n/a	n/a	sub-48	ses-2	1	32.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	186.25	2.0	188.25	2.0	250.0	190.548	1.7
n/a	n/a	sub-48	ses-2	1	33.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	192.263	2.0	194.263	2.0	250.0	196.561	1.7
n/a	n/a	sub-48	ses-2	1	34.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	198.262	2.0	200.262	2.0	250.0	202.56	1.7
n/a	n/a	sub-48	ses-2	1	35.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	204.276	2.0	206.276	2.0	250.0	208.574	1.7
n/a	n/a	sub-48	ses-2	1	36.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	210.275	2.0	212.275	2.0	250.0	214.573	1.7
n/a	n/a	sub-48	ses-2	1	37.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	216.289	2.0	218.289	2.0	250.0	220.587	1.7
n/a	n/a	sub-48	ses-2	1	38.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	222.303	2.0	224.303	2.0	250.0	226.601	1.7
n/a	n/a	sub-48	ses-2	1	39.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	228.302	2.0	230.302	2.0	250.0	232.6	1.7
