global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
3862.782934558762	n/a	14921091.999518402	n/a	5030.077742669425	n/a	n/a	25301682.09729833	4235.60268349855	n/a	n/a	17940330.092460115	4394.098793004668	2840.788652710266	n/a	n/a	n/a	n/a	-0.0194014579	-0.0872115382	0.0862041438	-0.0068724923	-0.103212306	-0.0384203007	0.0014949142	-0.0403841345	0.0424754258	-0.0251331668	0.1695910645	-0.1586491621	-0.0271086206	-0.0106340683	0.0256200552	-0.0551168505	0.0301557886	-0.0828111016	0.0074550209	-0.0001826622	0.0790558986	-0.0425335439	0.0635101308	-0.1996076487	-0.1135308006	0.137630132	-0.0037787517	0.0169212805	-0.0392273738	0.1339200797	-0.0729364214	0.00146517	-0.0598471856	0.0282427698	-0.0793215463	0.0080798871	-0.1942048893	0.1072974375	-0.0575123255	0.1389489951	-0.0255099699	0.0993963067	0.0464326899	-0.128482182	0.1768200019	-0.0782120336	-0.0322001011	0.0421842836	-0.029657654	0.0469114621	-0.0732699206	0.0840378092	-0.1006255926	0.0102413736	-0.0431648228	-0.0312643586	0.0030925494	-0.0136355903	0.1525699951	-0.0901250411	0.0002803299	-0.1951134077	0.0013496571	0.0257421687	-0.0676185033	0.0192500599	-0.1931756781	0.0285071292	-0.006971048	0.0841893862	-0.0741998479	0.0204388067	-0.0681719933	-0.0460994262	-0.0358525282	0.0944128322	-0.1506721066	0.0773232113	-0.0336608247	0.0710488406	-0.0496483734	-0.0220299107	0.0952354122	-0.030160002	0.097187326	-0.0949292609	0.1412269709	-0.0972997712	0.1756212623	-0.0978526236	0.0030514025	-0.1187675261	-0.1211552379	0.049034606	0.1935867244	-0.0740515545	0.1269096264	0.1154637225	0.1154447293	0.1154130763	0.0308572	n/a	0.00095216679184	n/a	-6.15602e-05	n/a	3.78965822404e-09	n/a	-0.0701186	n/a	n/a	0.00491661806596	0.000971533	n/a	n/a	9.43876370089e-07	-0.00162424	n/a	n/a	2.6381555776e-06	0.000191969	n/a	n/a	3.6852096961e-08	0.0	0.0
3859.619432264553	-3.163502294209138	14896662.16191415	10.00774676546648	5016.684814354379	-13.392928315045538	179.3705288519485	25167126.526573837	4233.700070040938	-1.902613457611551	3.619937969084581	17924216.283064645	4388.447423452774	2828.581102114609	0.970826	14.963765	0.0766747998	0.0337433	-0.0230798343	-0.1078240205	-0.1056705408	-0.0601596197	-0.0320404086	-0.0466306169	0.0492256904	0.0474320031	-0.0346019211	0.110760866	-0.0523480734	-0.0549046676	-0.0094811051	0.0646683981	0.1928071063	0.1218151874	0.0931034968	0.016144161	-2.07045e-05	-0.0266945814	0.1339301359	-0.0201662079	0.0211729343	-0.060820481	0.0663315082	0.0874812598	0.0286039025	-0.0647571565	-0.0339497822	0.1374201947	0.0551359709	0.0412049716	-0.0355288624	-0.1362446662	0.2046468686	-0.0425316972	-0.0349155768	0.2268637278	-0.0418491593	0.0615813496	-0.0927185436	0.0795816271	-0.0857712954	0.0815764624	-0.0221686898	0.0971246719	-0.0180538624	-0.010774115	-0.0808114408	-0.0136913949	-0.1612222094	-0.0241964342	0.1509022804	-0.0303617338	0.012692333	0.0433927498	0.0068788182	-0.019222034	-0.1150329916	-0.1285340947	-0.0159855478	-0.154435096	0.1098159302	0.0041338136	-0.0528344681	-0.0101585751	-0.0445353261	0.0461240976	0.0270381887	0.1599833988	-0.0351206064	-0.007063438	0.031932134	-0.0521152633	-0.0618632872	0.1744386398	-0.0862946631	-0.1271971248	0.0709862811	0.1039251185	0.0273120906	0.022919643	0.0359948342	-0.1330763206	0.1221768033	-0.1336203841	0.1112538477	-0.0747911475	0.1423225257	-0.1783971111	0.096440701	-0.2522673043	-0.1099965479	-0.0464592132	0.0748923747	0.1025207877	0.1083919602	0.1154130763	0.1152422001	0.1149575937	0.0248716	-0.0059856	0.00061859648656	3.582740736000001e-05	-0.00770086	-0.0076392998	5.93032447396e-05	5.835890143428005e-05	-0.048587	0.0215316	0.00046360979856	0.0023606965689999	0.00145525	0.0004837169999999	2.3398213608899998e-07	2.1177525625e-06	-0.00146956	0.00015468	2.3925902400000044e-08	2.1596065936e-06	0.0	-0.000191969	3.6852096961e-08	0.0	0.0	0.0
3862.896469474535	3.2770372099821543	14921969.133878827	10.738972875607622	5023.397421642679	6.712607288299296	45.059096606928826	25234521.655766312	4228.986087159051	-4.713982881887205	22.221634610725594	17884323.325384818	4391.936968565895	2815.240266330124	0.953023	14.689363	0.09099506	0.049788	-0.0287816353	-0.0960178944	-0.1234179546	0.0584923636	0.0592038806	-0.0808295263	0.0661317389	0.0567240373	-0.0410418372	0.0438739465	-0.0899728912	-0.0180386604	-0.0044127685	0.0803411817	0.0188079305	-0.0750387497	0.0580036745	0.0335203182	-0.0256974991	0.1297245275	0.0562031651	-0.0604277225	-0.1218622654	0.0621375587	0.0837818662	0.0523033061	-0.0452911882	0.0102371375	-0.0637653663	-0.0126661895	0.1179872015	0.017923627	-0.0330013684	-0.0675280543	0.0222318222	-0.0050478944	0.1296016704	0.1746291001	-0.033158051	0.0433362665	-0.0269433538	0.0629319734	-0.135157398	0.0341138561	-0.0221500465	0.1897692089	-0.0019184375	-0.086967622	-0.0913827859	-0.0251609172	-0.0172721135	-0.0938177287	-0.0579996817	0.0747338625	0.0690972295	0.04834748	-0.0519874682	-0.0485229985	-0.1056386428	-0.0828449127	0.0555666843	-0.1512273372	-0.0495529645	-0.0181627474	-0.0379710768	-0.0656241173	0.0170858953	0.0121501861	-0.1364981016	-0.0144000535	-0.0044058126	0.084994291	0.1191792912	-0.0529329839	-0.0635223056	0.1402659854	0.0212136661	-0.0357312648	0.0369902347	-0.1051646749	0.0632263038	0.0386038664	0.1463857828	-0.0747293367	0.0898709772	-0.1518439445	0.1257699537	-0.0413599192	0.1332189213	-0.0292857685	0.0496540808	-0.0161782419	-0.0446932125	0.00925435	-0.14820624	-0.1387233333	-0.0279669258	0.1153118061	0.1148374968	0.1140484259	0.0278089	0.0029373	0.00077333491921	8.627731290000002e-06	0.0110881	0.01878896	0.00012294596161	0.0003530250178816	-0.057214	-0.008627	7.442512900000005e-05	0.003273441796	0.000613784	-0.0008414659999999	7.080650291559999e-07	3.76730798656e-07	-0.00184093	-0.00037137	1.379156769e-07	3.3890232649e-06	0.0	0.0	0.0	0.0	0.0	0.0
3867.87218874976	4.975719275224947	14960435.26850386	24.75778230584507	5022.231691926309	-1.165729716369242	1.3589257716263132	25222811.167389	4230.015796733403	1.0297095743517275	1.0603018075116155	17893033.640614122	4381.450725248584	2861.7744896369604	0.966562	14.898039	0.0839707499999999	0.0506982	-0.0483810995	-0.0406218942	-0.0190242803	0.0634150475	0.0224320502	-0.0269315806	-0.1577259437	-0.0076486118	-0.0374194509	-0.0396604846	0.0133291769	-0.0153450172	-0.080442551	0.0622310098	0.0009446278	0.0899441074	-0.108072171	0.0085168152	-0.0624857857	0.1271491645	0.0472333834	0.0363147257	-0.0023804678	0.0264700243	0.0158271762	-0.0502137768	-0.1545072887	0.163656344	0.0484108668	-0.0876682395	-0.0660768279	-0.0239312901	0.0169743409	-0.1388003657	0.0608161699	-0.0886896013	-0.1288786431	-0.0040076671	0.028801499	-0.0706421159	0.1094532032	0.1772372656	-0.0013890793	-0.0330495953	0.1028524135	-0.0811892684	-0.0659366209	-0.0453208968	0.1434521583	-0.0231441008	0.0199208931	-0.0221050613	0.1094703058	0.0882552169	-0.0313290774	-0.102010155	-0.0143643458	-0.0425911676	0.0599805284	0.0916658684	0.0052670323	-0.070723288	0.0453775599	-0.0187237019	0.0506691311	0.0839650433	0.0296984378	-0.1202364004	-0.1345784765	-0.0708844805	-0.008835712	0.0052707027	-0.0457004047	-0.0523618969	-0.0829092033	0.0482936802	-0.070163153	0.0570155952	-0.0872636604	-0.0163801195	0.0943204066	0.1402464023	-0.0149626636	0.0190163778	0.0552659343	-0.1644080724	0.1937390191	-0.0484649797	0.0110560828	-0.0114705927	0.0057129391	0.0476694968	-0.0116035571	-0.0838637749	0.0595028616	-0.0108406483	-0.0133575125	0.1151599564	0.1142313295	0.112689161	0.0260449	-0.001764	0.00067833681601	3.111696000000006e-06	-0.0127801	-0.0238682	0.00016333095601	0.00056969097124	-0.0610854	-0.0038713999999999	1.4987737959999978e-05	0.0037314260931599	0.000365151	-0.000248633	6.181836868900004e-08	1.3333525280099997e-07	-0.00100022	0.0008407099999999	7.067933040999999e-07	1.0004400484e-06	0.0	0.0	0.0	0.0	0.0	0.0
3871.453420349996	3.5812316002361517	14988151.585939685	12.825219774529986	5007.426484261218	-14.805207665091077	219.1941740064715	25074319.995280664	4232.406564610815	2.390767877412145	5.715771043665773	17913265.328160718	4382.868662079615	2819.14280057258	0.98996	15.258697	0.11879142	0.056652	-0.0473255051	-0.0931212815	0.1178326727	-0.0896837027	-0.1597607288	0.0799480746	0.0078139881	0.041171676	0.0885601579	-0.012238869	-0.0267236015	-0.0120630608	-0.1220203632	-0.0455692947	-0.1024023044	0.0004656859	0.1212565861	0.033316036	0.1525612891	-0.0704534183	0.047464176	0.0074595814	0.0826793973	0.0806271824	0.073453189	-0.0238285034	-0.1972130653	0.0786772435	-0.1022462148	-0.2011983961	0.0025372291	0.0476265719	0.0821031893	0.0790420459	0.0649174437	-0.0696714194	-0.040541038	-0.0114327027	0.2251339911	-0.0186588128	-0.1397477986	0.0494425737	0.0044219522	-0.0286265031	0.0566017377	0.0012782345	-0.0879834698	0.1443597397	0.0244708261	-0.0894275802	-0.0100903319	0.0710571068	-0.046418112	-0.0533480438	0.1353868284	0.1224658418	0.0205559014	0.0337648736	0.0077479391	0.0410989799	-0.0202614427	-0.0318093993	0.0559561131	0.0757877672	0.158709079	0.175301212	0.0320533628	0.0937129175	-0.146706758	-0.1991748764	-0.07010897	0.2460447999	-0.1136568702	-0.0421539562	-0.0372216056	0.0984013985	-0.1029793808	0.051647987	-0.0065136399	0.0357727895	0.0318594399	-0.1881522868	0.0175603711	-0.0885030312	0.0592528126	-0.1301957094	0.0466830627	-0.1016405108	-0.0307334089	-0.0816204001	-0.0035566282	-0.0084792676	0.080062545	-0.0884885419	0.0334449867	-0.2128294329	-0.0158862013	0.1149575937	0.1134247617	0.1108851636	0.0276963	0.0016514	0.00076708503369	2.7271219600000027e-06	0.00683522	0.01961532	4.6720232448400006e-05	0.0003847607787024	-0.043657	0.0174283999999999	0.0003037491265599	0.001905933649	0.000934447	0.000569296	3.240979356160001e-07	8.731911958090001e-07	-0.00181616	-0.00081594	6.657580836000001e-07	3.2984371456e-06	-0.00021669	-0.00021669	4.695455609999999e-08	4.695455609999999e-08	0.0	0.0
3876.827585690084	5.374165340087984	15029792.129167609	28.881653102603	5012.445530375338	5.019046114120101	25.19082389566409	25124610.19497971	4234.8794148897005	2.472850278885744	6.114988501785303	17934203.65865653	4388.400238028719	2862.318970676709	1.019315	15.711151	0.0896806631999999	0.0535801	-0.0639330085	-0.035288444	-0.0810162376	-0.1147706022	-0.0737468934	-0.0099583449	0.1169656416	0.0504038814	-0.0063561883	0.0681585129	-0.1564043637	0.1281743563	-0.1004661254	-0.0237109887	0.0194127552	0.0637901198	0.0300857922	-0.1563605282	-0.0841376058	0.0316554211	0.0544024886	-0.0538408472	0.0275095028	0.0197315144	0.0924958506	0.1279814115	0.0328347846	-0.054260948	0.0284519918	-0.0544586983	-0.0017134395	-0.0351419635	0.0178293654	0.0171408	0.0486310655	-0.1317807632	0.0463788266	-0.1871503494	0.0644310466	-0.054007826	-0.0458022128	0.1187739822	-0.0182399188	0.06002176	-0.1101628171	-0.1312913857	-0.0679918922	0.0624487018	-0.0946298027	-0.0409453468	-0.0340564842	-0.0229441436	0.074299703	0.1418736021	-0.0905936312	0.0832033581	-0.0398194529	0.0650940806	-0.1050070013	0.009925488	0.0972986746	-0.053683952	0.0108235154	-0.0024720331	0.0151389359	0.0962688979	0.0129556739	0.1061650084	0.0624931087	0.0152191877	0.0001049469	0.1243134503	0.0058578713	-0.050007863	-0.0686496911	0.128554595	0.0352980155	-0.0536247952	0.0959282642	0.0667746067	-0.0706102143	0.0670474071	0.0428125467	-0.1028728791	0.0649116585	-0.1505760564	0.0726186426	-0.0993382604	-0.0730433415	-0.0671144443	0.058496414	0.0768117166	-0.0300240554	0.0653226321	-0.0828101282	0.0761048243	-0.0806582969	0.1147048067	0.1124192083	0.108643553	-7.24832e-05	-0.0277687832	5.25381428224e-09	0.0007711053204086	0.0241834	0.01734818	0.00058483683556	0.0003009593493124	-0.0442302	-0.0005731999999999	3.2855823999999533e-07	0.0019563105920399	0.000996062	6.1615e-05	3.7964082249999996e-09	9.92139507844e-07	-0.00100022	0.00081594	6.657580836000001e-07	1.0004400484e-06	-0.000214435	2.254999999999998e-06	5.0850249999999904e-12	4.5982369225e-08	0.0	0.0
3877.245974862908	0.4183891728239359	15033036.349590622	0.1750494999362973	5019.947683514339	7.502153139000256	56.2823017210114	25199874.74522097	4239.600756883444	4.721341993743408	22.291070221884983	17974214.57776667	4394.658489292513	2866.169409511041	1.003591	15.468787	0.1446557182	0.068369	-0.0347453058	0.0269447817	-0.0328221141	0.0066090979	0.0912382954	-0.0169373176	0.0130230223	0.0603993436	-0.0393500716	-0.0681439134	-0.0023252121	0.0453680465	-0.0262658864	-0.0598233503	0.040139821	-0.0295857478	-0.034275943	0.0885549904	0.010724451	0.1211884237	-0.0189244607	-0.0358196163	0.057135225	0.0132931883	-0.0331863959	0.1455679599	0.2063895503	-0.1383955746	-0.1774886198	-0.0880433136	0.0253482397	-0.0742028618	0.0956571264	-0.0141666009	-0.1188291803	-0.0516545648	0.1266101445	-0.1076287676	-0.0281877249	-0.0018910921	0.0101564922	-0.1280959621	-0.0435077527	-0.0952324368	0.0323090892	0.0208155315	-0.021334268	-0.0346964676	-0.0547813838	0.0519844936	0.106892603	-0.01342071	0.013346273	0.0661549584	0.1627226304	0.017769078	-0.0716980694	-0.0983824832	-0.0089120023	-0.0242802977	0.1326961456	0.0135171307	-0.1464343416	-0.0111732627	0.1068480139	0.1019772871	-0.1479849641	0.0347343626	0.1521456986	0.1453108991	-0.093979877	-0.0032175537	0.251186801	-0.0398524501	-0.0701062449	-0.0044695661	0.0467459114	0.008363642	0.0355580487	-0.0658387281	0.1395466939	-0.0150188515	0.0329268479	0.0479386668	0.176014564	-0.1382693475	0.1393335967	0.0266324732	-0.1192731317	-0.0365430557	-0.0298691017	0.0898492792	0.1533350541	-0.0614579025	-0.2859345202	0.0070757806	0.1194597397	0.1144017065	0.1112164334	0.105973176	0.0254187	0.0254911832	0.00064611030969	0.0006498004209359	0.0122812	-0.0119022	0.00015082787344	0.00014166236484	-0.082649	-0.0384188	0.00147600419344	0.006830857201	-5.52967e-05	-0.0010513587	1.1053551160656902e-06	3.05772503089e-09	-0.000889143	0.000111077	1.2338099929e-08	7.90575274449e-07	0.0	0.000214435	4.5982369225e-08	0.0	0.0	0.0
3882.313356781234	5.0673819183257365	15072357.00024197	25.678359506174623	5042.74276254219	22.79507902785099	519.615627885972	25429254.569171637	4241.014083750201	1.4133268667574157	1.9974928322983336	17986200.45856756	4395.846236434288	2877.2821162875744	1.043874	16.089687	0.127014635	0.0678603	-0.0621188626	0.0243336131	0.1120781937	0.0169138656	-0.0713644479	-0.1318691884	-0.0907089423	-0.1459551497	0.0772977991	0.0030643599	-0.1236526207	0.0872773542	-0.057997209	-0.025421353	0.1609525795	-0.1187369167	-0.0827678575	-0.1155569323	0.0378547162	-0.0905266983	0.1037422799	0.0291266576	-0.0721660099	0.0192134256	-0.2024641777	-0.0894574341	0.1197186989	-0.1272554249	0.1748274113	-0.0904624486	-0.0438575908	0.0464039488	0.0225803016	0.1115733324	-0.0185946136	0.0529226276	-0.0239398337	-0.0243266806	0.1331032428	-0.0495170005	0.0260959951	0.0535315823	-0.12573971	0.0017295365	0.0689840807	-0.0062182753	-0.0940785534	-0.0102282483	0.0395074053	0.2022344083	-0.0836172602	0.0548908802	-0.0857285799	0.0506381625	-0.0897230289	-0.0839347221	0.1421945128	-0.0074779917	-0.0780072799	-0.0640946203	-0.0112340405	0.0303454635	-0.0512894839	0.1085952354	-0.0502261666	0.0879502993	-0.0513515197	-0.0145500772	0.1455782905	0.1164467229	-0.02544477	0.0845043718	-0.1411021464	-0.0462108671	-0.0938778556	0.0049350123	-0.0992176116	0.0735481211	-0.0990845602	-0.0262177286	-0.1566727546	0.0035645966	-0.0336941114	-0.0309120814	0.1071916243	-0.0783920641	0.0840734515	-0.0298624838	-0.2457523808	-0.0743371882	-0.0951405795	0.2193706034	-0.032830511	0.198854123	0.1312456013	0.0687290092	0.0862643834	0.1140484259	0.1098185471	0.1028845713	0.0161649	-0.0092538	0.0002613039920099	8.563281443999999e-05	0.0242115	0.0119303	0.00058619673225	0.00014233205809	-0.0227092	0.0599398	0.00359277962404	0.00051570776464	0.000751441	0.0008067377	6.508257166012901e-07	5.64663576481e-07	-0.00100022	-0.000111077	1.2338099929e-08	1.0004400484e-06	0.0	0.0	0.0	0.0	0.0	0.0
3869.328422304424	-12.98493447680994	14971702.439652842	168.60852336704744	5025.722521660263	-17.02024088192684	289.68859967881366	25257886.86472319	4237.662857427957	-3.3512263222446563	11.230717862905443	17957786.493224476	4392.200000101664	2873.3459721043923	1.184213	18.252802	0.1194207483	0.0717255	-0.0084444215	-0.0299520017	0.0283274838	-0.0509210961	0.0169455479	-0.0431502559	0.0482928358	0.0629599474	0.0636849879	0.0473756165	0.0565257555	-0.0035490161	0.0312147766	0.0021353036	0.0990638812	0.0888696867	0.0842829403	0.0909666448	0.0141193035	-0.1576575858	0.0339203778	-0.0129838285	0.1190072038	-0.0248825301	-0.0499694623	-0.0882404044	-0.0010489319	-0.0399432963	-0.0933183128	0.0577597311	-0.0268446353	0.0011971326	0.027572017	-0.0356829167	0.0266918717	-0.0332601736	-0.1387360045	0.0034374919	0.0068533459	0.0580406013	0.0834372541	-0.0629317857	-0.119362766	-0.0499766421	0.0031272575	0.0029389334	-0.0107247894	-0.038972259	-0.0635671087	0.0706671237	-0.0816177508	0.0639260801	0.1062312371	-0.1678153646	0.0218869847	0.1126691688	-0.0289957752	0.0274035602	0.0171337639	0.0602765868	-0.0112997211	-0.0479689376	-0.0509325805	0.0387017785	0.0525633739	0.1209701593	0.0217968004	0.0286919482	0.1045196315	-0.0096770175	-0.1482768129	-0.0621123864	0.0243287514	-0.0264777479	0.0556584392	0.0527763672	0.0494380909	-0.0222342512	0.0510857281	0.1657202043	0.0622038903	-0.0712125396	-0.0419504972	-0.0763188361	0.1697662308	0.0259143242	-0.0136190529	-0.1114630514	-0.116613521	0.1949830396	0.1072251396	0.0678791314	0.2372292627	-0.228271543	-0.0121302006	-0.1155198295	-0.2347001191	0.1136451198	0.1082280018	0.0993899282	-7.67983e-05	-0.0162416983	5.89797888289e-09	0.0002637927636682	0.0241748	-3.670000000000062e-05	0.00058442095504	1.3468900000000454e-09	-0.0570669	-0.0343577	0.0011804515492899	0.0032566310756099	0.00169321	0.0009417689999999	8.869288493609997e-07	2.8669601041e-06	-0.00100022	0.0	0.0	1.0004400484e-06	-0.000433924	-0.000433924	1.8829003777600003e-07	1.8829003777600003e-07	0.0	0.0
3867.1737512678687	-2.1546710365551007	14955032.8224952	4.642607275769432	5025.691702956053	-0.0308187042101053	0.0009497925291899	25257577.09316131	4238.27762631072	0.614768882763201	0.3779407792139143	17962997.23768603	4404.191329848733	2881.09936530544	1.246751	19.216726	0.3497853902999999	0.224757	-0.015297198	-0.0051746076	-0.1066860443	0.0991354035	0.139812112	-0.0302123239	0.1582679774	0.0859267118	-0.1121295076	-0.2284762398	0.0205532743	0.0307355823	0.0747449415	-0.0460142583	-0.1306236436	-0.0694814642	-0.01429055	0.061409163	-0.1821878525	-0.0904009099	-0.1412611368	-0.1330277402	-0.0836246877	0.1086531404	-0.111560482	-0.0972957101	-0.141528379	-0.1981319946	-0.0546815595	0.0282322673	-0.0194424641	-0.0848699556	-0.0235049427	-0.0653683852	0.0374075116	0.007159202	-0.0526163902	0.1557986254	-0.08521254	-0.020710513	0.0685633006	-0.1439389506	-0.0128037168	0.0952097212	0.0748454508	-0.0331799178	0.0827831451	-0.1264820426	-0.2727325535	-0.0725722913	0.2449472447	0.0147121531	-0.1377214887	-0.158250397	-0.1633072671	-0.0636724413	-0.0198581265	-0.1054770596	-0.023637624	-0.104482698	0.0504894838	-0.0580386084	0.0842354719	0.1143315537	-0.2106562647	-0.1365522757	0.1414324772	-0.1402297491	0.1671005623	-0.0330947928	-0.0508390989	0.1542351423	-0.0182383912	-0.0272319848	0.3218001092	-0.0702485443	0.0080045313	0.1285045195	0.097542957	0.0913090689	0.1330948584	0.0742936614	0.2973310919	-0.0614467354	-0.1254088147	0.2657901533	0.0394845635	-0.0795346007	0.1482303605	0.0293573948	-0.1576011494	-0.016165859	0.1053135704	0.053041632	0.2031778847	0.012506773	-0.0415029112	0.1131919653	0.1064475877	0.0955030384	2.7537e-05	0.0001043353	7.58286369e-10	1.088585482609e-08	0.0537914	0.0296166	0.00289351471396	0.00087714299556	-0.180617	-0.1235501	0.0152646272100099	0.032622500689	0.00475732	0.00306411	9.3887700921e-06	2.26320935824e-05	-0.000509577	0.000490643	2.4073055344900005e-07	2.59668718929e-07	-5.83899e-05	0.0003755341	1.4102586026281e-07	3.40938042201e-09	0.0	0.0
