global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
2679.95671144031	n/a	n/a	7182167.975193961	3077.820530854839	n/a	n/a	9472979.220151562	2952.6510628444	n/a	n/a	8718148.298916163	2988.291120149164	2265.674479616768	n/a	n/a	n/a	n/a	-0.0946502727	-0.037786101	0.0348085962	-0.074454891	0.1536196845	0.0852911604	0.1793087979	-0.1093166958	0.0861107262	-0.0103457822	0.1056184153	0.1441629832	-0.0136071362	0.0028121824	-0.0754323957	-0.1469578824	-0.0616814602	0.1531075857	-0.1061033419	0.0350289057	0.0794326707	-0.015281646	0.0273040198	-0.0736892621	0.014334777	-0.1488664477	0.051329058	-0.0487587776	0.1218151277	0.0507061462	-0.0839328662	0.02969559	-0.0064492335	0.023143281	-0.0038908923	0.1406355183	-0.0878642769	0.173265509	-0.0140240636	0.0854106814	-0.0563994001	0.046825132	-0.1375765422	0.1273226127	-0.1506722518	0.0387980892	-0.00765938	0.0809742402	-0.0824649302	0.0608581077	-0.0091352725	0.010180506	-0.0903698684	0.0518845848	-0.161235329	0.0335345335	-0.0328351653	0.005203209	-0.0605955328	0.1687408983	-0.048552427	0.004305066	-0.0641157464	0.0279040387	-0.0375095454	0.0578972571	-0.0598847949	0.1599657071	-0.0940812647	0.2178488779	-0.0699145935	0.0236000342	-0.0767894248	0.0558203772	-0.0585594026	0.0003519462	-0.0847216914	0.0981320322	-0.1300831849	0.0573861627	-0.0525408068	0.075415754	-0.0043546145	0.0671767587	-0.0390189629	0.0287633014	-0.0291010628	0.0460355144	-0.0048087943	-0.0417925702	-0.0031327431	0.0039457307	0.1154637225	0.1154447293	0.1154130763	0.000393485	n/a	1.54830445225e-07	n/a	0.033617	n/a	n/a	0.001130102689	0.160473	n/a	n/a	0.025751583729	-0.00137924	n/a	n/a	1.9023029776e-06	-0.00218246	n/a	4.763131651600001e-06	n/a	0.000573895	n/a	3.293554710250001e-07	n/a	0.0
2679.227937485452	-0.7287739548578429	0.5311114772791412	7178262.341002549	3078.173845453956	0.3533145991168567	0.1248312059491051	9475154.222836794	2949.6667042739045	-2.98435857049526	8.906396077288512	8700533.666302077	2989.697168454771	2284.359124551436	0.94428	17.498466	0.1238401849999999	0.0683675	-0.0820839962	0.0821889616	0.0695998401	-0.0795565254	0.1360525423	0.1060306346	0.1784016648	-0.1109769877	0.0073653788	0.1574202137	0.0275936778	0.0360447021	0.0715450413	-0.0376442626	-0.055330712	-0.1213022813	0.0110281713	0.1295642251	-0.0166934328	0.0808067635	0.0500137137	0.1460207126	0.0143995819	-0.137478283	0.0765171305	-0.1067089114	0.0154906559	0.0115984527	0.0844566638	0.0820142678	-0.154061492	-0.1156932057	0.0039043666	-0.0746250054	0.051638392	-0.0027075075	-0.0601277484	-0.025610768	0.0544764579	0.1284561056	-0.0932481603	0.0780222946	-0.1309811087	-0.0043585625	-0.1798556441	0.0533857531	0.0789159995	-0.0451034554	-0.0235982316	0.0327265616	-0.1025054043	-0.009262157	-0.0631232816	0.0508342951	-0.2203352519	-0.0321438377	-0.0079846306	-0.0043186808	-0.0610976029	0.0874102253	-0.0642888372	-0.0605122875	-0.0195294563	-0.0346138079	0.0098414784	-0.038913234	-0.1013072644	-0.0908460692	-0.1011973187	0.2335631592	-0.0994531841	-0.0042204506	-0.0330550689	0.0582350292	0.0534662673	-0.0924716115	0.0530133286	0.0656574789	-0.0350989014	0.1181612954	-0.1007199105	0.0863263937	0.0557329449	-0.0387972765	0.0376916571	0.115008992	-0.0177620083	0.0061281495	-0.0431422233	-0.014897758	-0.0523627995	-0.0038105732	0.1154130763	0.1152422001	0.1149575937	-0.0209979	-0.021391385	0.00044091180441	0.0004575913522182	0.0216819	-0.0119351	0.00014244661201	0.00047010478761	0.222495	0.0620219999999999	0.0038467284839999	0.049504025025	-0.00100368	0.0003755599999999	1.410453135999999e-07	1.0073735424e-06	-0.00218246	0.0	4.763131651600001e-06	0.0	0.0007681689999999	0.0001942739999998	5.900836125608464e-07	3.7742387075961136e-08	0.0
2668.766878473876	-10.4610590115758	109.43375564367122	7122316.651639197	3073.664201827036	-4.509643626920024	20.336885641820388	9447411.625593027	2941.5946605980644	-8.072043675840177	65.1578891046714	8652979.147259042	2973.6911293896483	2300.2507315625817	0.995382	18.445446	0.10835523	0.0629074	-0.1493509702	0.0739489961	-0.0917717498	-0.0400655284	-0.0204109416	0.0858690731	0.2218372222	0.0046275974	-0.0828686741	0.0270756826	0.0563537081	-0.0161141377	-0.0435765906	-0.08366149	-0.21772724	-0.0587123523	-0.0059754879	0.2293268763	-0.0434601167	0.048854235	0.040477122	0.1108849804	-0.0162159528	-0.1035595216	-0.0837015835	-0.0329692906	-0.0035744893	-0.1189188199	-0.1028563982	0.0252511643	-0.0824507318	-0.1276818853	0.035133984	0.0274783813	0.0176179064	-0.0340159291	0.0919403692	-0.0956645729	0.046212675	-0.0338433098	0.1546649214	-0.0735774272	-0.0491776455	0.0486060308	-0.1877134193	-0.0387718817	-0.0026073931	0.0456373312	0.100217516	0.0049530252	-0.1211540185	0.1231788539	-0.064698931	-0.0210161602	-0.136688627	0.1100042752	0.0327763262	-0.0566462074	0.1163701621	0.0806994403	-0.2092907373	0.0623914968	0.1863677265	-0.1026460883	-0.0458549052	-0.0293859807	0.0923406789	-0.0111793307	-0.1202076	0.2280174998	-0.1163033358	-0.0080678765	-0.1622545532	-0.1169991027	0.0303692421	-0.1177552063	0.0783315313	0.0371390761	-0.0988869243	0.0701891127	0.0109976865	0.180794029	0.0607702531	-0.0915711431	0.0833774411	0.1022621149	-0.0396717955	0.0857164313	0.0355002015	0.0328518534	-0.0561220819	-0.0442344353	0.1153118061	0.1148374968	0.1140484259	-0.00314354	0.01785436	9.8818437316e-06	0.0003187781710096	0.00315608	-0.01852582	0.0003432060066724	9.9608409664e-06	0.222465	-3.0000000000002247e-05	9.000000000001347e-10	0.0494906762249999	-0.00199606	-0.00099238	9.848180643999998e-07	3.9842555236e-06	-0.00218246	0.0	4.763131651600001e-06	0.0	0.00121469	0.0004465210000001	1.4754717961e-06	1.993810034410893e-07	0.0
2678.455416032455	9.6885375585789	93.867760023994	7174123.415673592	3075.946247210947	2.282045383911281	5.207731134230788	9461445.31573111	2947.5809327894704	5.986272191405988	35.83545474960064	8688233.355344044	2981.9458498447184	2263.8815662862103	1.024016	18.976053	0.09325752	0.0575435	-0.1140193923	-0.0564075177	-0.0481346649	-0.0583122916	0.1216635923	0.0839036725	0.1114132438	-0.0722565384	0.0663019928	-0.107518558	0.0480697119	0.1420057876	-0.0807243446	-0.0113570602	-0.10066814	-0.1154161225	-0.0524412034	0.0418419733	-0.063849575	-0.0006762218	0.0141189941	0.1099923309	0.0773480968	-0.0654405752	0.0486161	0.1022727679	-0.0421738375	0.115564281	0.0349464778	0.2194393191	0.026872522	-0.0756513944	0.0538827325	-0.0057072831	-0.0660425356	-0.0213684199	-0.0556064496	0.1815773147	0.0345194456	0.0648354956	0.1460483684	-0.1072820076	-0.1098109458	0.0968823044	-0.0384501053	-0.0139353388	-0.0704887292	0.0252447201	0.0687467874	0.051757911	-0.0342193432	0.0328078113	-0.0245783384	0.0259638884	-0.2113141296	-0.1791968166	0.1657147562	-0.0509300154	0.0046132605	-0.038579757	0.0169011255	-0.0239970319	0.0317419039	0.0631599531	-0.0919885919	0.019528796	-0.1051690811	0.1675144362	-0.1250019434	0.1797470875	-0.0714507028	0.0515931705	-0.1532915682	0.0267085095	-0.0521872684	-0.030779839	0.0204323794	0.0937863127	-0.0076972884	0.0795168939	-0.168693238	0.0407462932	-0.0665635221	-0.0458472744	-0.0398077814	0.039920679	-0.0359215589	-0.0328700097	0.0279706214	-0.0331740376	-0.0098443995	0.0378648596	0.1151599564	0.1142313295	0.112689161	-0.00320604	-6.250000000000006e-05	1.02786924816e-05	3.906250000000007e-09	0.0264256	0.02326952	0.0005414705610304	0.00069831233536	0.222489	2.3999999999996247e-05	5.759999999998199e-10	0.049501355121	-0.00106175	0.00093431	8.729351761000001e-07	1.1273130625e-06	-0.00185935	0.00032311	3.4571824225000003e-06	1.0440007210000009e-07	0.00107408	-0.00014061	1.1536478464e-06	1.97711721e-08	0.0
2676.363315320197	-2.0921007122578885	4.3768853902299645	7162920.595591717	3076.0332442730414	0.0869970620942695	0.0075684888130341	9461980.519872932	2945.3811499336616	-2.199782855808735	4.839044612710033	8675270.118384538	2979.8735518717385	2284.881870979831	0.906213	16.793047	0.13759959	0.0906232	-0.0993184976	0.0070872409	-0.0007662919	0.047493824	0.1409194538	0.0574047744	0.0812839008	-0.1148693309	-0.0032977096	-0.0326317474	0.0631624062	0.0434099851	0.0356193335	0.0425687925	-0.1903758195	-0.0998604025	-0.0323244095	0.0891851148	-0.0474880733	-0.0206773639	0.0566896006	0.0214082482	-0.0320706075	-0.0366329285	0.0201726536	0.0721397026	-0.0945450947	-0.0183893902	0.1106107316	-0.0490351133	0.0423882226	0.0866965317	-0.0595721378	-0.0031826175	-0.0265198442	0.0753689179	0.1088678234	0.0179026635	-0.0528598058	0.0955848395	0.0246437811	-0.0271642242	-0.0867122419	0.0835952455	-0.0818894801	-0.0322587741	-0.0413807585	0.04119527	-0.0610965935	0.0333601011	-0.0576100483	-0.0033029328	-0.0183329496	-0.007542663	-0.0343629555	-0.0542211738	0.0920775266	-0.0631428389	-0.0755761603	0.0216008651	0.0121952116	-0.0292957383	-0.0105583093	-0.0988990426	0.0511686734	0.2080055237	-0.0193901594	0.0335184535	-0.0965495346	0.1405446187	-0.0416049025	0.0375201805	-0.0245137572	-0.0605821438	0.038134733	-0.0270616936	-0.0757978783	0.0696924048	0.0245179821	0.0706439842	-0.0027507073	0.0299625381	-0.0625873994	0.0472172667	-0.0179067079	0.0862018556	0.095214157	0.0167047929	0.0430629028	-0.0837970056	0.0881499953	-0.0294034324	0.1149575937	0.1134247617	0.1108851636	-0.00337713	-0.00017109	1.14050070369e-05	2.9271788100000016e-08	0.0337015	0.0072759	5.2938720810000026e-05	0.00113579110225	0.145833	-0.076656	0.005876142336	0.0212672638889999	-0.000943016	0.000118734	1.4097762756e-08	8.89279176256e-07	-0.000908152	0.000951198	8.247400551039999e-07	9.047776352040002e-07	0.00107408	0.0	1.1536478464e-06	0.0	0.0
2669.723933828632	-6.639381491565018	44.08138659053613	7127425.882857427	3051.936833523214	-24.096410749827555	580.637011024405	9314318.4358157	2935.9675917459126	-9.413558187749004	88.61507775413631	8619905.699782293	2973.784885754526	2270.9331526427127	0.902805	16.729887	0.05988864	0.0318032	-0.0842127724	0.0179369678	0.102737615	0.0866903619	0.0639298825	-0.0261612555	0.1065284446	-0.0650389488	0.0286718818	0.0459818102	0.0215733945	0.0241153293	-0.0934113749	0.0191025611	-0.1428563899	-0.0258144692	-0.0769613424	0.0446689888	0.0360205154	0.0567471872	-0.0273557255	-0.0494417608	0.0696941934	-0.0763919008	-0.0064631307	-0.0583430317	0.044547207	-0.0736896657	-0.0035811686	-0.0855700239	-0.1383044128	-0.1036612239	-0.0564404686	-0.0062420087	-0.0332321392	-0.0677445974	0.1150932322	-0.0670228627	0.0158383345	0.0208256724	0.043795233	-0.1056905349	-0.0356022951	0.0524392894	-0.0506475645	0.0711634478	0.0922875821	0.0068493105	-0.0056989364	0.0147108346	-0.0510269758	0.0386000467	0.0402367956	0.1335787864	-0.0512330216	-0.0280770372	-0.1395080179	-0.004906066	0.0369109921	0.0518936245	-0.1370316716	0.0271858327	0.0736851791	-0.0840116755	0.0157510715	0.1197063877	0.0338216665	-0.0718286545	-0.0844292894	0.0810139024	-0.1183653232	-0.0828942439	0.003731842	-0.0265343423	0.0055912574	-0.1267021603	-0.122406913	0.1592652819	0.009148299	-0.0019896509	0.0346274894	0.0057270502	-0.0251766231	-0.0230090828	0.0071683653	0.0406203748	-0.0128316213	-0.03303915	-0.1005166396	-0.148025679	0.0026477333	0.0210757012	0.1147048067	0.1124192083	0.108643553	-0.00344877	-7.163999999999998e-05	1.18940145129e-05	5.132289599999998e-09	0.0181856	-0.0155159	0.00024074315281	0.00033071604736	0.148921	0.003088	9.535744000000044e-06	0.022177464241	-0.0008895459999999	5.347000000009998e-05	2.8590409000106917e-09	7.91292086115822e-07	-0.000547046	0.0003611059999999	2.992593261160001e-07	1.3039754323599996e-07	0.000664394	-0.000409686	4.41419387236e-07	1.6784261859600006e-07	0.0
2665.382971018054	-4.340962810578276	18.843958122823643	7104266.382193028	3062.040920877861	10.104087354647165	102.0925812703407	9376094.60113054	2933.442172350544	-2.525419395368772	6.377743122504773	8605082.978524677	2969.9655397019383	2246.0217857406265	0.963532	17.855219	0.1482892499999999	0.0818601	0.0104065088	-0.0023328224	0.0837864102	0.1155431115	0.0117935096	-0.0117855425	-0.0433624628	-0.1541571008	0.0160875107	-0.0561891067	-0.054736232	-0.0328704973	-0.0631488454	0.0697432616	-0.0601384542	-0.0251798112	-0.0330768439	-0.0701531289	0.1201412182	-0.0460059639	0.0030903121	-0.044680903	-0.0013578093	0.0748725516	-0.0308353377	0.1446655878	0.0688111562	-0.0599133859	0.0134920983	0.0598416157	-0.0330232476	-0.0508659964	0.0792714973	0.0613725742	-0.0334549775	0.0694797597	-0.0930982725	-0.0510867101	0.0956260435	0.0843357388	-0.0514277844	0.0821361018	-0.0255833698	-0.0017675768	0.0865660526	0.0051782754	0.0670934232	-0.0257387824	0.013905845	-0.0783273623	-0.0356593674	-0.0406886052	0.086620485	0.0321298778	0.0645994081	0.0714906666	0.024007431	-0.2136666287	0.0306343998	-0.0148511057	0.042778291	-0.005404785	-0.0128936632	0.0084370995	-0.0303014867	-0.0053553541	-0.0467756025	0.0101340081	0.0406582717	0.0653992647	-0.0274278692	-0.0197007226	0.1291435946	-0.1354497705	-0.0829794599	-0.0854200671	0.0921958932	0.016841621	-0.1533077545	0.258248372	-0.0037012862	-0.0077922276	-0.0082104373	0.0586183176	0.0348573686	0.0152322828	0.0433630011	0.0774682264	0.0503057844	-0.0519299446	0.0918209197	-0.1158604607	0.1144017065	0.1112164334	0.105973176	-0.00330557	0.0001432	1.09267930249e-05	2.050624e-08	0.00752428	-0.0106613199999999	0.0001136637441423	5.661478951840001e-05	0.121355	-0.0275659999999999	0.0007598843559999	0.014727036025	-5.52344e-05	0.0008343115999999	6.960758458943932e-07	3.05083894336e-09	-0.00176004	-0.001212994	3.0977408016e-06	1.471354444036e-06	0.000513325	-0.0001510689999999	2.6350255562500004e-07	2.2821842761e-08	0.0
2661.106828101841	-4.276142916212848	18.28539823987732	7081489.550570241	3068.073308999803	6.032388121941949	36.38970645374632	9413073.829397	2930.954563832991	-2.4876085175528715	6.1881961366015945	8590494.655253438	2970.06434791532	2187.958210231107	1.182007	21.903784	0.347822445	0.207302	0.2371412601	-0.013911077	-0.0312070108	0.1696191219	0.0237162749	0.0064462134	-0.1249777263	0.0550867825	-0.0199660789	0.1405767238	0.0831744752	0.1621118348	0.0775743011	0.0468796895	-0.0326161356	-0.0114955238	0.1550850972	-0.0832239241	-0.051105546	-0.0241919245	-0.0445428406	-0.0668275518	-0.1154181216	-0.0259694987	-0.2118200293	0.2226324852	0.0388854094	-0.1897781686	0.0738213806	0.0400217372	0.0656587754	0.0334621869	-0.0116661988	0.1143083913	0.070754408	0.0028542188	-0.0471957156	-0.1061557699	-0.1153746901	-0.0611961042	-0.1280320393	-0.0168762374	-0.0296664032	-0.2085954126	0.0989686319	-0.0041301972	-0.0953477333	0.1065194702	-0.0292041543	-0.1034929344	-0.0719134563	0.1716546384	-0.0215824688	0.0786577788	0.1687122998	0.0091388693	0.095962813	-0.2022239851	-0.0659173347	0.0370554854	0.0689601931	0.0444043722	-0.0158820804	0.1550157719	-0.037108563	-0.0114733434	0.0262964429	0.0190898256	0.183478559	0.1600386808	0.163304607	0.0338271863	0.1385302532	-0.2551698249	-0.03962259	0.2084387335	0.0545547701	-0.0472227722	-0.0720200379	0.0271756733	0.0716696739	-0.0307779765	0.0349568063	-0.0055265709	-0.1167281423	0.1499727613	0.0153756208	0.0690492547	0.0131220337	0.0499088593	0.0769814167	0.0504638134	0.1140484259	0.1098185471	0.1028845713	-0.0267728	-0.02346723	0.0007167828198399	0.0005507108838728	-0.0214906	-0.02901488	0.0008418632614144	0.0004618458883599	-0.0705453	-0.1919003	0.03682572514009	0.00497663935209	0.000393692	0.0004489264	2.0153491261696001e-07	1.54993390864e-07	-0.000637829	0.001122211	4.06825833241e-07	1.2593575285210005e-06	1.56617e-05	-0.0004976633	2.4528884688999997e-10	2.4766876016689005e-07	0.0
2659.9742938426384	-1.1325342592026573	1.2826338482677118	7075463.2439036425	3062.7108574376603	-5.362451562142724	28.755886756326937	9380197.796266528	2926.8140797994715	-4.140484033519442	17.14360803182943	8566240.657712428	2961.5525775216784	2239.474740713023	1.190781	22.066378	0.210417801	0.130793	0.014132085	-0.041707244	-0.1064555838	0.0684959826	-0.0013806172	0.0142523127	0.0557605609	0.1573840995	-0.0758447849	0.0128045103	0.0906552086	0.0541053552	-0.0555166679	0.1555103611	-0.0701268145	0.0296390031	0.0368102476	0.056611289	-0.1766210971	-0.1603940552	-0.0536177297	-0.1515109289	0.0153192137	-0.0583179795	-0.1063649766	-0.0338488411	0.0728507094	0.1063407748	0.1839560521	-0.0769158285	-0.0277580261	0.0884688225	0.0398928217	-0.1456189789	-0.0932857258	-0.049566584	-0.0890471755	-0.0858685241	-0.1036694028	-0.0385204337	0.0706491439	0.0319176761	0.0275485076	-0.0011062554	-0.0376975917	-0.0534782189	-0.1759181273	0.1098094946	-0.1487474447	-0.0365057622	0.1277697528	0.0980705448	0.092675404	0.1407033693	0.0287596978	0.0181328581	0.0161572719	0.2053690753	-0.126351362	0.1165628086	0.1330154652	-0.0315130687	0.075656923	-0.0172776626	-0.0413102459	-0.0286247392	-0.0993271758	0.0226065381	0.0438747245	0.0191871001	0.0076248356	0.032691758	-0.087464108	-0.0435260452	0.0779411018	0.0332520239	-0.0960867281	0.1373527769	0.016347631	-0.1542764929	-0.0234671851	-0.0300974528	0.1625718255	-0.1486484696	-0.1171109397	-0.0367958095	0.0411604698	-0.0944193956	-0.0037814198	0.1432679428	-0.0844295831	0.1832584553	0.1136451198	0.1082280018	0.0993899282	0.000957436	0.027730236	9.16683694096e-07	0.0007689659886156	-0.0246627	-0.0031721	1.0062218410000004e-05	0.00060824877129	0.0229265	0.0934718	0.00873697739524	0.0005256244022499	-0.00117154	-0.001565232	2.449951213824e-06	1.3725059716e-06	-0.000637829	0.0	4.06825833241e-07	0.0	0.000171303	0.0001556413	2.9344717809000005e-08	2.422421426569e-08	0.0
2656.09403077944	-3.880263063198527	15.056441439622814	7054835.500342173	3054.0496193169283	-8.661238120731923	75.01704578401986	9327219.077249875	2927.6422537712324	0.8281739717608616	0.6858721275021604	8571089.1660667	2961.079486767684	2207.6517933386563	1.05919	19.627863	0.232525266	0.120114	0.0651311987	-0.0761402899	-0.0138173661	0.0076416813	-0.0461657476	-0.0580131157	-0.0617910743	0.021082313	0.0312614261	-0.0061220299	0.0009967545	0.0629997094	-0.0271481652	0.0230767658	0.0514485526	0.0169245956	0.0182300983	-0.022777616	-0.0043101606	-0.071287856	-0.0142440615	-0.0761843876	0.0802075493	0.0210087575	-0.0214607156	-0.0154135771	-0.0037116577	-0.0517911029	0.029065701	0.0002404213	-0.0032897769	-0.0648125131	0.0878049876	-0.0312009256	0.114519937	-0.0644268912	0.0942235381	-0.0158012793	-0.0306860881	0.0755477914	0.0339718697	-0.1680878102	0.0277783956	0.0094109668	0.0747434247	-0.0532061313	-0.0454659444	0.0483293939	-0.033907411	-0.0217631592	0.0640896123	0.0157986478	-0.0182137539	0.0877766648	-0.0550928598	0.0423845986	-0.0609067765	-0.1137157276	0.0048084611	-0.0538611206	0.0424910516	0.0124151032	0.0656310517	-0.0771218498	-0.0016591601	-0.0213960263	0.047716767	-0.0156428077	0.0485557357	-0.0489688683	-0.0224703512	0.0450295377	0.0341236278	0.0239689265	-0.1269196262	-0.050727079	0.0136124517	0.0502602611	-0.0709155519	-0.0247330041	-0.0263102549	-0.1154600987	0.0286829443	-0.0180183063	-0.0963165794	-0.1017481306	0.0581360925	-0.0786231831	-0.0464175009	-0.0221677185	0.0506069821	-0.1198121006	0.1131919653	0.1064475877	0.0955030384	-0.0138972	-0.014854636	0.00019313216784	0.0002206602106924	0.00119873	0.0258614299999999	0.0006688135616448	1.4369536129e-06	0.106939	0.0840125	0.00705810015625	0.011435949721	0.000400973	0.001572513	2.472797135169e-06	1.60779346729e-07	-0.00122125	-0.0005834209999999	1.4914515624999998e-06	3.403800632409999e-07	0.000171303	0.0	2.9344717809000005e-08	0.0	0.0
