global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
6957.086794372331	n/a	n/a	48401056.66442987	7469.208760991304	n/a	55789079.51526926	n/a	7717.951718783742	n/a	n/a	59566778.733476914	7783.022902049158	4927.809857342221	n/a	n/a	n/a	n/a	-0.0610824568	-0.0879095068	-0.0794452084	0.027343205	0.0512897033	-0.1590954229	-0.1636320905	-0.1352291683	-0.1248499949	-0.1193451875	0.0085218577	-0.0712787212	0.0973486099	-0.0618587226	0.0456604729	-0.2851698154	0.1536421398	-0.1412122312	0.1698472988	-0.1185311788	0.0260404014	-0.0557210119	0.0709656527	-0.0297956667	0.0506449987	-0.0710001597	0.0651161329	-0.098293573	0.0244995548	-0.1112003242	0.0718913451	-0.0523776212	0.0395733689	-0.0266261951	0.0541700244	-0.0842975848	0.0657460718	-0.0266180186	-0.1075479023	-0.119980138	0.011006173	-0.0565774777	0.1151820683	-0.0825288341	0.2486183064	0.1680837967	-0.0274969353	0.070237603	-0.0083707551	0.0297685634	-0.2874711205	0.0036892754	-0.1172082694	0.0683653815	-0.0373767029	0.0279772875	-0.0325851138	0.0141006894	-0.1015171115	0.0037227843	-0.0657372293	0.0822661436	-0.0131809195	0.0818003718	-0.0180636531	0.0023659432	-0.0202737104	-0.1365935819	0.1499687692	-0.3487241445	0.0715299802	-0.0731135033	0.0189549298	0.1033572402	-0.1392259415	0.014244462	-0.1480384615	0.0482165577	-0.0687717966	0.0213621474	-0.0603694857	0.1026165167	-0.0128152023	0.1505352503	-0.0758636526	0.0191889219	-0.1588642919	-0.0281724997	0.0652056632	-0.0530471649	0.1154637225	0.1154447293	0.1154130763	0.019795	n/a	0.000391842025	n/a	0.0202897	n/a	n/a	0.00041167192609	-0.257913	n/a	n/a	0.066519115569	0.00445104	n/a	1.98117570816e-05	n/a	-0.000322344	n/a	1.0390565433600003e-07	n/a	0.000866187	n/a	7.50279918969e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0
6989.707661294886	32.62086692255525	1064.1209587790593	48856013.19036442	7479.864888381958	10.656127390653635	55948378.74844924	113.5530509658387	7726.536460438475	8.58474165473308	73.69778927850925	59699365.67448512	7790.038899284019	4966.839380802365	0.948082	15.835999	0.0627600999999999	0.0345355	-0.0337283814	-0.0551473581	-0.0155271519	-0.0439324436	0.0861844642	-0.1682174061	-0.121047827	-0.2268886048	-0.1122521609	-0.068687308	-0.1123344871	-0.0378121853	-0.0748940659	-0.0672068695	0.1304588411	-0.2641629407	0.1524986748	-0.0626163056	0.0258190375	-0.044322279	0.0306671136	0.0193959367	0.0372905903	0.061054988	0.0545389435	0.0583570506	-0.0365256046	-0.0844547074	0.0222163846	-0.0164309883	0.0331366874	0.0398603038	0.0298165849	-0.046728009	0.0056865154	-0.0355182552	0.0077988661	-0.0628256528	-0.094595211	-0.080137644	-0.1228221344	-0.0100793377	-0.065568354	-0.099306359	0.2951963295	0.0873838622	0.0732406688	0.0224002733	-0.0576240813	-0.0508128493	-0.153399745	0.0142346521	-0.0964260699	5.08391e-05	0.0217257201	-0.0196173341	0.0221330591	-0.1183960967	-0.0717089595	-0.0500784781	0.030588626	0.0676988108	0.0115514956	0.0706121034	0.0093634324	-0.0617862606	-0.0330910418	-0.1250044084	0.1941780195	-0.3035895977	0.1116223995	0.1111472415	0.0170285198	0.0391253702	-0.1655654331	-0.0298940056	-0.0959456535	0.0902810733	-0.1194390413	0.1555974991	-0.0163868179	0.1132699845	-0.1055905368	0.1001524824	-0.1048395007	-0.0027592019	-0.0898555821	0.1950355023	0.0943542129	0.0311554745	0.1154130763	0.1152422001	0.1149575937	0.0150402	-0.0047548	0.00022620761604	2.260812304e-05	0.0362351	0.0159454	0.0002542557811599	0.00131298247201	-0.262574	-0.0046609999999999	2.172492099999973e-05	0.0689451054759999	0.00382907	-0.0006219699999999	1.46617770649e-05	3.868466808999999e-07	-0.000412133	-8.9789e-05	1.6985360968900004e-07	8.062064521e-09	0.000902406	3.621899999999999e-05	8.143365888360001e-07	1.311815960999999e-09	0.0	0.0	0.0	0.0	0.0	0.0
7011.573429068088	21.86576777320261	478.1118003116256	49162161.95121364	7582.212935530621	102.34804714866276	57489952.99972787	10475.122755144896	7739.699530764574	13.163070326098932	173.26642040982625	59902948.826517366	7806.568038297238	5185.220315176412	1.075898	17.970934	0.1397256999999999	0.0665726	0.0719351896	0.0016808562	0.0671285103	0.045576219	-0.0221682779	-0.1776524368	-0.1268940194	-0.1405208589	-0.0309469569	-0.073828563	0.0192160524	-0.1558166707	-0.0351323317	-0.0980448258	0.1045784783	-0.2503994836	0.1150209033	-0.1680405767	0.1424666521	-0.0988283032	-0.0358331111	-0.054331942	-0.0369304561	0.0763183923	0.0294725735	0.1066572466	0.0777922555	-0.0434485359	0.1106768082	0.007907154	0.0330974447	0.0890157271	-0.076592829	0.0386729675	-0.0071318732	-0.0248985611	-0.0676598414	0.0334833861	-0.0133409362	-0.0680723812	0.0171717609	-0.1405041724	-0.0153727429	-0.1328198477	0.236968476	0.0713440612	0.0363179386	0.0285044895	0.0150973191	-0.0807333929	-0.2368463572	0.113871137	0.0349644527	0.0875121942	-0.0626203095	-0.0035029952	-0.0078732284	-0.0779032227	-0.0429937058	-0.1051642357	-0.1194791118	0.0631012874	0.0019826915	-0.0710194221	0.0016221689	-0.0065534858	-0.0131922405	-0.1319632629	0.125116753	-0.2039488994	0.0283654029	-0.0596587733	-0.0958576479	0.2373571286	-0.1153136822	-0.0424995065	-0.0576630172	0.0588601708	0.0262505876	-0.0454494075	-0.0965601124	0.1149877763	0.2079864053	0.0172309444	0.0590526742	0.0585131188	-0.1510536354	-0.0307260249	0.1011083745	-0.064641451	0.1153118061	0.1148374968	0.1140484259	0.0310009	0.0159607	0.00096105580081	0.00025474394449	0.053794	0.0175589	0.00030831496921	0.002893794436	-0.227737	0.0348369999999999	0.0012136165689999	0.051864141169	0.00318168	-0.0006473899999999	1.01230876224e-05	4.191138120999998e-07	-0.000985701	-0.000573568	9.716064614010002e-07	3.28980250624e-07	0.00110883	0.000206424	1.2295039689000005e-06	4.2610867776000034e-08	0.0	0.0	0.0	0.0	0.0	0.0
6984.56299480768	-27.010434260408147	729.5635589358302	48784120.22843684	7519.937032102502	-62.27590342811891	56549452.96678658	3878.288147788393	7743.355323956283	3.655793191709563	13.364823860549992	59959551.67304212	7807.127811056152	5100.537786903731	1.149655	19.2029	0.27447785	0.13106	-0.0061626761	0.0345814388	-0.0318256381	0.0194107305	-0.0092444548	-0.1723624621	-0.007982593	-0.0880380911	-0.0303978357	-0.0090342667	-0.0490505121	0.0437769408	-0.0082264961	-0.161787201	-0.0094478137	-0.0989086709	-0.0760993311	0.0166593866	0.0658506782	-0.1861078789	-0.1580531239	-0.2061661021	-0.0473000354	-0.0818614563	-0.2404937694	-0.1432974719	-0.0466364108	0.0806831272	-0.0893935278	0.0303553451	-0.0734392386	-0.0729027253	-0.0767423519	-0.1157435052	0.1251302082	0.0267796456	-0.0408924939	0.0445847187	-0.0277589209	-0.0013835196	-0.0344308811	0.0820488033	0.0143166344	-0.1416891723	0.058317653	0.0635073095	-0.0482630505	0.0300898822	-0.0153542476	0.169728951	-0.0370737052	0.1064879371	0.218554777	0.2435664447	-0.1374585735	0.1000401547	-0.0400507496	0.1336668144	0.0959985749	0.2005668088	0.0591439432	-0.0338867267	-0.045349669	-0.0806235394	0.0351102408	-0.070112665	0.0143068916	-0.1719534578	0.0667126192	-0.0631930216	-0.0667361678	0.0178446245	0.0404240602	0.0686397151	0.1525914826	0.0545652603	-0.0816599221	-0.0413720277	0.116494042	0.1338521941	-0.1596158606	0.0164280155	0.1078272749	-0.2367159723	-0.0078489366	-0.1591108436	-0.1661373405	-0.2504992687	-0.1223169843	0.0255585796	0.1151599564	0.1142313295	0.112689161	0.0951494	0.0641485	0.00905340832036	0.00411503005225	0.0527646	-0.0010293999999999	1.0596643599999997e-06	0.00278410301316	-0.148595	0.0791419999999999	0.0062634561639999	0.022080474025	0.00443752	0.00125584	1.9691583750400003e-05	1.5771341056000007e-06	-0.00156603	-0.0005803289999999	2.4524499609e-06	3.3678174824099984e-07	0.00187582	0.00076699	3.5187006724e-06	5.882736601e-07	0.0	0.0	0.0	0.0	0.0	0.0
6994.811608773066	10.24861396538563	105.03408821149736	48927389.44222645	7534.571203969873	14.634171867371151	56769763.227692015	214.15898624375723	7736.376713756162	-6.978610200121693	48.70100032524254	59851524.657148585	7803.083448932045	5044.621768102734	1.056072	17.639778	0.2114791	0.113054	-0.0160839789	0.0007956968	0.0062692354	-0.0567969417	-0.0115593331	-0.0794877895	0.0010951266	-0.0519044216	-0.0794025877	0.0161563762	-0.011863238	-0.1254744772	-0.1098484672	-0.0325612358	-0.087728081	-0.0254947173	-0.0826587396	-0.0321281285	-0.0439798897	0.0774991109	-0.1333662008	-0.0791146001	-0.0480618039	-0.0384866823	0.002847858	0.031717759	0.0402257153	0.1467161688	-0.0694860565	0.1153540001	-0.0338173314	0.0132693642	-0.0522381103	0.0937570721	0.0028877025	-0.164233179	-0.1041332116	0.1064326843	-0.0758035529	0.0011120176	-0.0149798183	-0.1007821452	-0.1104891152	-0.0668894617	-0.0123867626	0.0905283699	0.1052803396	0.0154173392	0.0593560234	-0.0739387006	0.0781254304	-0.0202057364	0.1405389764	0.045523919	-0.1043819703	0.0719356127	0.0316861216	0.1104444083	0.0245047242	-0.0757003936	0.0738096683	-0.1226735976	0.2097353574	0.0016234686	0.0943669055	0.0496320593	-0.0043401208	-0.1117011483	0.0755434887	-0.010826034	0.0587050818	0.0234453345	-0.0718237164	-0.0256586795	0.1118454713	-0.0348337248	0.1160518229	-0.0578313284	0.0022417945	0.2191803462	-0.0029548485	0.1323420762	-0.0463051188	-0.1479830867	-0.018851674	-0.0439316463	0.1121801594	0.1095898316	-0.052049607	0.2016208382	0.1149575937	0.1134247617	0.1108851636	0.0593631	-0.0357862999999999	0.00352397764161	0.0012806592676899	0.0485732	-0.0041914	1.756783396000004e-05	0.00235935575824	-0.152734	-0.004139	1.713132100000003e-05	0.023327674756	0.00290598	-0.00153154	8.444719760399999e-06	2.3456147716000017e-06	-0.000497772	0.0010682579999999	2.47776963984e-07	1.1411751545639997e-06	0.00112837	-0.00074745	1.2732188569000002e-06	5.586815025e-07	0.0	0.0	0.0	0.0	0.0	0.0
7000.228039034031	5.416430260965171	29.337716771899235	49003192.59847824	7527.708986091614	-6.862217878258889	56666402.57928444	47.090034208695926	7741.570128646618	5.193414890456552	26.97155822441584	59931908.05675362	7805.919042395111	5148.698039557956	0.962555	16.077736	0.0435688999999999	0.0298991	0.0313418277	0.0235835324	-0.0271675402	0.0099946275	0.0067935287	-0.029526645	-0.1023644249	0.097782111	-0.0375498464	0.0056211846	-0.0761563383	0.0336866078	0.0988911482	-0.0384653663	0.0523122254	0.098271924	-0.0083404765	0.0165004059	-0.0780797747	0.0489478813	-0.0384784602	-0.0091165351	0.1021057452	-0.0914004615	-0.2121929234	-0.054436299	0.1610375409	0.2248244893	0.0311493714	0.0976733518	-0.018955262	0.1267701981	-0.0791573975	-0.0426498922	-0.0072320933	-0.2197448797	-0.0057136647	-0.0197655835	-0.0403343535	-0.0068004752	-0.0759121312	0.0357057521	0.0966117878	-0.0252640112	-0.0519718464	-0.1107217509	0.0239214827	-0.0167124376	0.0045135813	0.073836236	0.0561287724	-0.0715517038	-0.0318385605	0.0810367981	-0.0570885392	-0.0414673643	-0.0415333229	0.1895890872	0.0676586565	-0.1479939921	-0.0235920578	-0.1295088731	0.0656965072	-0.0987200873	0.1626521248	-0.0763395281	-0.0017661713	-0.0828892106	0.0485029036	-0.0425878623	-0.0818488563	-0.0091401704	0.0111782125	-0.0778457764	0.0801292293	0.0381334836	0.0070125004	-0.0290218302	0.1343217487	0.0587407094	0.0437880767	0.1040344353	0.2473822026	0.003057512	-0.0426613425	-0.0191973989	0.1281550326	0.0139354159	-0.0730924045	0.0275447442	0.1147048067	0.1124192083	0.108643553	0.061805	0.0024418999999999	0.0038198580249999	5.962875609999984e-06	0.0418017	-0.0067715	4.585321225e-05	0.0017473821228899	-0.159417	-0.0066829999999999	4.466248899999992e-05	0.025413779889	0.00235253	-0.00055345	5.534397400899999e-06	3.063069025000001e-07	-0.000497772	0.0	2.47776963984e-07	0.0	0.00112837	0.0	1.2732188569000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6994.821612072005	-5.406426962025762	29.22945249571911	48927529.3847096	7510.0848999521	-17.624086139513565	56401375.20448855	310.6084122529942	7749.193293645751	7.623164999132314	58.11264460399597	60049996.70228428	7811.952796864331	5061.485502339285	1.019445	17.027987	0.19084745	0.0986886	-0.0109117174	0.0417991452	-0.0084957213	-0.087109819	0.0443822469	-0.0691573214	0.0343653155	0.1185577364	-0.0287420844	0.0845456012	-0.0443580118	-0.0280237612	-0.0931865853	0.022999105	0.0132287307	-0.0458998511	-0.1301093579	-0.0450198847	0.0769311998	0.0226135998	-0.0792104079	0.0449176488	0.0079507034	-0.0512552786	0.0189731238	-0.0096025314	-0.0484719148	-0.0318404398	0.0493767793	0.0021944977	0.1366494154	-0.1550155778	0.0845109632	-0.0843765634	0.0658726953	0.0194778335	0.1094683316	0.1251958797	-0.0413462445	0.0692006261	-0.0550680964	-0.0241216935	-0.0867380277	0.0331426692	0.037448671	0.026583913	-0.1137178582	0.0593569997	0.0823239533	-0.0188554834	0.0220090372	0.0030668055	0.0126236197	0.026386835	-0.0457355906	0.047364854	-0.0174736355	0.054854809	0.0631404773	-0.0333868306	0.0539181395	0.0163250972	0.1804293479	0.0506568169	-0.1138408645	0.0925424317	0.0293166423	-0.0067967007	-0.0128222941	0.0157980266	0.0208183572	0.0367003383	-0.0827059955	0.0014075648	0.1159232578	0.000917919	-0.0854841559	0.0195108958	-0.0806794552	-0.0365171137	0.0049637685	-0.0641056572	-0.0659140246	-0.0079147837	0.0156264411	0.0064882244	0.1175833795	-0.0708871454	-0.0937714159	0.2429941873	0.1144017065	0.1112164334	0.105973176	0.0312839	-0.0305210999999999	0.00097868239921	0.0009315375452099	0.0403856	-0.0014160999999999	2.00533920999999e-06	0.00163099668736	-0.081967	0.07745	0.0059985025	0.006718589089	0.00189383	-0.0004586999999999	3.5865920689e-06	2.1040568999999987e-07	0.000246692	0.000744464	6.085694286400001e-08	5.54226647296e-07	0.000702329	-0.000426041	4.93266024241e-07	1.8151093368100005e-07	0.0	0.0	0.0	0.0	0.0	0.0
6998.67867624906	3.857064177054781	14.876944065919274	48981503.213383295	7552.133304081793	42.04840412969224	57034717.44262137	1768.06828985392	7756.753579827858	7.56028618210712	57.15792715535986	60167226.098172285	7822.021139897798	5124.454898842978	0.971363	16.224855	0.06998475	0.0400448	-0.004290755	0.0566190463	-0.0033616982	0.0101956008	-0.0400627027	0.0100022729	0.119777876	-0.0280135774	0.0435735652	0.0404972235	0.0801284261	-0.0155995518	0.0953865444	-0.0098345119	-0.0026642454	0.0316932373	0.0661130333	0.0311359826	-0.0425196471	0.0291964379	0.01530414	0.005934758	0.1616412542	-0.0545761802	0.0067520341	-0.0051518231	-0.0176210973	-0.0873830667	-0.1871730487	0.1092037126	0.0814382552	0.003744668	0.1533764876	0.16085448	-0.0738080447	0.0881383938	0.1544790674	-0.0577160686	0.0357677959	0.0530911012	0.0705495073	-0.0085592901	0.0941109753	-8.58796e-05	-0.0215400131	-0.0215975592	0.070777149	-0.1135266003	-0.0222108622	-0.0486513853	0.0637205257	-0.0898012278	-0.0677124929	0.0845640673	0.0106145543	-0.0658173302	0.0388940444	-0.0091944224	0.0701975296	0.1410781723	-0.0842067893	0.0070861936	0.0473440874	0.1193970404	-0.1157130261	0.056982095	0.0429054819	0.0153643829	-0.0175133504	0.0196224425	-0.0482113396	-0.0712843265	0.0288445021	-0.04930404	-0.041114121	0.0129424298	0.1515320791	0.0494971172	-0.0548866023	-0.0177765606	-0.0689779751	-0.0531895937	0.0689364129	-0.0968941951	-0.0124931198	0.0783994531	0.0765786868	0.1269666052	-0.0300704605	0.1176587393	0.1140484259	0.1098185471	0.1028845713	0.0205909	-0.010693	0.0004239851628099	0.000114340249	0.0161883	-0.0241973	0.00058550932729	0.00026206105689	-0.0846837	-0.0027167	7.380458890000013e-06	0.00717132904569	0.00138328	-0.00051055	1.9134635584e-06	2.606613025e-07	0.000240822	-5.870000000000023e-06	5.7995235684e-08	3.4456900000000275e-11	0.000571194	-0.000131135	3.26262585636e-07	1.7196388225e-08	0.0	0.0	0.0	0.0	0.0	0.0
6994.741970669543	-3.9367055795173655	15.497650819803155	48926415.23624604	7538.868294176848	-13.265009904944236	56834535.15694495	175.96048777826869	7761.934418954909	5.180839127051513	26.841094060387885	60247625.92415688	7825.965559490462	5064.03346370557	0.996361	16.642408	0.0977609	0.0512334	-0.0151119544	-0.01795598	-0.0310108713	0.027052534	-0.0296420818	0.0838993	-0.0815487794	-0.0911404281	0.0618015037	0.013167852	-0.0130744713	0.0644850272	-0.0803912119	-0.0616800078	-0.069006979	0.0114083447	-0.0111825428	-0.0017141772	-0.0712003511	-0.0028647703	-0.0012641881	-0.1374948446	-0.0056341603	-0.0599874421	-0.03270874	-0.046512922	0.0102034685	-0.0573864321	0.0788456533	-0.037082685	-0.0229119321	0.0418288395	-0.0357987686	0.0818108342	-0.0845806068	0.1141776598	0.0471043212	-0.0902620962	0.0548401316	0.0227730935	-0.0019936937	0.0749713716	-0.0776658799	-0.043321274	-0.0738981273	0.0338273167	0.0431513836	0.08435944	-0.0084756965	0.1049851169	0.015927514	-0.0321104887	0.0239839113	0.0039076989	-0.0223429304	0.0501557733	-0.075318502	-0.0117312101	-0.0401017928	0.0052997961	-0.0811266998	-0.0749376066	-0.1357036798	0.0021213657	-0.0510818925	-0.0129167678	-0.0082495667	-0.0222388184	0.0013299191	0.0472862109	0.0189782946	0.1081035627	-0.0123545945	-0.1211418386	0.1244216751	0.0676578703	-0.0405596891	-0.0659567173	0.0528632449	-0.0293988405	0.1035936019	0.1432537776	0.0754331931	0.0646522122	0.0278297874	-0.0011934723	0.0028345928	0.0467807233	0.0122764013	-0.1623282989	0.1136451198	0.1082280018	0.0993899282	0.0496145	0.0290236	0.00246159861025	0.00084236935696	0.0161924	4.099999999999937e-06	1.6809999999999484e-11	0.00026219381776	-0.111394	-0.0267103	0.00071344012609	0.012408623236	0.00126333	-0.0001199499999999	1.5960026889e-06	1.438800249999999e-08	-0.000366291	-0.0006071129999999	1.34169096681e-07	3.6858619476900004e-07	0.000684589	0.0001133949999999	4.68662098921e-07	1.2858426024999992e-08	0.0	0.0	0.0	0.0	0.0	0.0
6992.020085219374	-2.721885450168884	7.4086604038410675	48888344.87211114	7496.741495953435	-42.12679822341306	56201133.05715015	1774.667128556158	7748.806260449606	-13.128158505302965	172.34854574035853	60043998.46198301	7811.169020419014	4983.714014722666	0.989942	16.535192	0.0516455	0.0265849	-0.0492300638	0.0055410133	-0.0217148175	-0.057090503	0.0798015991	0.0013823282	0.1211653325	-0.0447614603	-0.0196511758	0.0637071694	0.0665276418	-0.0883105752	0.0800538126	-0.0150652694	-0.057991587	-0.0116759082	-0.074513492	0.0611904196	0.0102716843	0.0299325465	-0.1692532671	0.0961146455	0.104831063	-0.168441764	0.0609101402	0.0911122294	0.1044571512	0.1352247536	0.1109206456	-0.108866075	-0.113636771	-0.049896425	-0.0229072285	0.0447653386	-0.0237451351	-0.0834081053	-0.0267802455	-0.1406968399	-0.0321658365	0.0577358659	0.0509280709	-0.0815205326	0.0807422608	-0.0109671318	0.0228492815	0.0710376842	-0.090138542	-0.0640893524	0.0246175872	-0.029307917	0.1693102006	-0.0929159892	-0.0103648341	0.0468737761	0.0198281609	0.1024829359	-0.0435130464	0.0949879092	0.0011717236	-0.2276908411	-0.0375500552	-0.0605683316	-0.2083418263	0.0247211077	-0.0171547407	0.0403998076	0.0016292691	-0.0240519277	0.0129984695	0.0450549844	-0.019457541	-0.1201817063	-0.0042641355	-0.1155603181	0.0948054569	-0.0479042271	0.0442212917	-0.0497714652	-0.107769106	0.0751327307	0.0765579754	-0.0547343341	0.0389392002	-0.1452978483	0.1724054059	0.1115755939	-0.0836569574	-0.1130131042	0.0749378784	-0.159226697	0.1131919653	0.1064475877	0.0955030384	0.044868	-0.0047465	0.002013137424	2.2529262250000006e-05	0.0379996	0.0218072	0.00047555397184	0.00144396960016	-0.122147	-0.0107529999999999	0.0001156270089999	0.014919889609	0.000994498	-0.000268832	9.89026272004e-07	7.227064422400005e-08	-0.000348347	1.794399999999999e-05	1.21345632409e-07	3.2198713599999963e-10	0.000684589	0.0	4.68662098921e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
