global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
7670.232942659081	n/a	58832473.39465259	n/a	8979.04558141498	n/a	n/a	80623259.55312786	8415.243788353722	n/a	n/a	70816328.01742591	8489.505594361666	5657.308271445747	n/a	n/a	n/a	n/a	-0.0907831909	-0.0738301412	0.150704926	-0.0754193017	0.0670976392	0.1282930191	0.0073556966	-0.1124685979	-0.008058268	0.092779144	-0.0701797336	0.0873983389	-0.0606987086	0.2059193938	0.1057735651	-0.09047402	0.0128944278	-0.1064973234	0.1213563454	-0.0317386453	0.0705694101	-0.0544963711	0.0808538885	-0.0332446716	0.0866469517	-0.0766034655	0.0887676436	-0.0524196581	0.0350545701	0.0259774245	-0.0854731955	0.0038624533	-0.1078545402	0.0512744642	-0.0571129689	0.0481026364	-0.0111160673	0.1214763096	-0.0979779141	0.0418025306	-0.1391748309	0.0801700792	-0.0754708351	0.1436082299	-0.0006746903	0.0522449111	-0.1052417014	0.0912799326	-0.1158846223	0.0272589107	-0.0171283748	0.0549925543	-0.0026857155	0.1488454081	-0.0334695348	0.08191188	-0.0739600016	0.0883023424	-0.0971117503	0.0674370411	-0.1180493785	-0.0319349019	0.0895658785	-0.033380877	0.1541258153	-0.0557158097	0.0885311358	-0.0152825719	0.0149813646	-0.1189378509	0.0621527793	-0.0422227217	0.0320658814	-0.088210379	0.0053832287	-0.0803140481	0.0680778256	-0.0846983637	0.0380010148	-0.0025508468	0.0919335044	0.0881980177	-0.0421859675	0.1252465633	-0.0080472065	0.1102269082	-0.1945968869	0.0670873521	-0.1059144328	0.0942994935	-0.0565223711	0.0644176812	-0.0617631939	0.0909307832	-0.1789452503	-0.0162156892	-0.0627830094	0.1154637225	0.1154447293	0.1154130763	0.05996	n/a	0.0035952016	n/a	-0.0682486	n/a	0.00465787140196	n/a	-0.152069	n/a	n/a	0.023124980761	-0.00360338	n/a	1.29843474244e-05	n/a	-0.0	n/a	0.0	n/a	0.000735683	n/a	5.412294764889999e-07	n/a
7678.220778763795	7.987836104714006	58955074.327440105	63.80552563577263	8956.24445110496	-22.80113031001929	519.8915434144803	80214314.66794838	8405.063772033614	-10.180016320107825	103.63273227766166	70645097.01195194	8465.383226654938	5646.831905808967	0.939016	18.107882	0.16686013	0.109658	-0.0061944907	-0.0742562811	0.124967327	-0.0264875602	-0.0872882543	0.0219347206	0.0545947717	-0.063976457	0.0392431779	0.0350993173	0.115339028	-0.0299732923	-0.0029976929	0.2543348528	-0.0052197077	0.1004994502	0.0575544647	-0.1461611825	-0.0286374052	-0.0827939717	0.0902201619	-0.0445234543	-0.1425258028	0.0156271277	0.0656997623	-0.0030772127	-0.0158263536	-0.0386938015	0.0081929537	0.0348002787	0.1396759192	-0.085859987	0.0083391631	0.0510644015	-0.1234139393	0.1976269699	-0.028399421	-0.0332516841	-0.0558973872	0.0162999866	-0.0493290542	0.0250200432	-0.0851064163	0.062647716	0.05422562	-0.1053289233	0.0953679327	-0.0336477811	-0.1468421069	0.1100616685	-0.0632870495	-0.0587623824	0.0346130475	0.0909110918	-0.1731984887	-0.0603128481	-0.0013808106	0.0983501873	-0.0676912977	-0.057184594	-0.0888270527	-0.1192211357	0.1070212172	0.0696702376	-0.056805253	-0.0031169656	-0.0731360982	-0.1317745967	-0.028137284	0.0226482036	0.0210124788	0.0320846806	0.0104518654	-0.0314763128	0.0043904942	0.0838135949	0.1202068254	-0.1000274007	-0.0467153471	0.0967116134	0.0071625386	-0.0402345671	-0.0893797629	0.1151063495	-0.0505665067	0.1099069389	-0.1952705019	-0.0073213946	-0.1424572619	0.0353921458	-0.0859897543	-0.0641169449	-0.0811124161	0.0621528336	-0.1201259996	-0.0105281094	-0.0967637242	0.1154130763	0.1152422001	0.1149575937	0.0599717	1.1700000000003374e-05	0.00359660480089	1.3689000000007895e-10	-0.0925158	-0.0242671999999999	0.00855917324964	0.0005888969958399	-0.0655543	0.0865147	0.00748479331609	0.00429736624849	-0.00450231	-0.0008989299999999	2.02707953361e-05	8.080751448999993e-07	-8.028459999999998e-05	-8.028459999999998e-05	6.445616997159997e-09	6.445616997159997e-09	0.000593567	-0.0001421159999999	3.523217834890001e-07	2.019695745599999e-08
7692.106726308742	13.885947544946248	59168505.88892419	192.81953922099876	8977.8931878393	21.648736734339764	468.6678021927519	80602566.0922513	8420.598059663522	15.53428762990734	241.31409216869216	70906471.68240906	8489.24617585215	5665.259311737426	0.925972	17.856337	0.04878083	0.0257275	0.0050110973	-0.1428250198	0.0651037918	-0.1023561868	-0.0335705408	0.0398600816	0.0522259947	0.0066494259	-0.134519264	0.0582015417	-0.0115286065	-0.098974437	-0.072703079	0.1911051454	-0.0292920254	-0.0708700106	0.0680295313	-0.0087105348	-0.0088154138	-0.0769516805	0.0892611469	-0.0579269256	0.0069176625	0.0376325724	0.0678196915	0.0504272234	0.1906096915	0.0597986329	-0.0427969835	0.0593003093	-0.0810073209	-0.0457929593	-0.0787262634	0.1137011353	0.0383436791	-0.0923972708	-0.1006665929	-0.0463659874	0.0076668623	0.0501036014	-0.0041735638	-0.1149625613	-0.1036806401	0.1115685249	-0.044843949	-0.0490683677	-0.0475991389	0.064631823	-0.0091994058	0.0924757345	-0.0849459	0.0012225204	-0.0258145972	0.1104063899	-0.0691716461	0.0864384949	0.0454828611	0.0643657137	0.0581317373	0.0587557719	-0.0995961235	-0.0397005711	0.0224282817	-0.0538435177	0.1274627008	-0.1275376426	0.0211195847	-0.1007857326	-0.0083521438	-0.0070934756	0.0997993457	0.1190355886	-0.123363549	0.006545321	0.0977146331	-0.0663217598	0.018831087	-0.1131707758	-0.0565009382	-0.0809208189	0.0291127756	0.0197612651	-0.041502538	0.0339034086	-0.0067206808	0.2485387056	-0.0899643224	0.0189778434	0.0427091384	0.0392989681	-0.0696619547	0.1150751934	0.0360375629	0.0240124571	-0.1766253832	0.1077384136	-0.0961723451	0.1153118061	0.1148374968	0.1140484259	0.0599609	-1.080000000000525e-05	0.00359530952881	1.166400000001134e-10	-0.0745401	0.0179756999999999	0.0055562265080099	0.0003231257904899	-0.0716581	-0.0061038	3.725637444000008e-05	0.00513488329561	-0.00458023	-7.792000000000042e-05	2.09785068529e-05	6.0715264000000655e-09	-0.0	8.028459999999998e-05	0.0	6.445616997159997e-09	0.000929173	0.000335606	8.633624639290001e-07	1.1263138723600001e-07
7706.683667659498	14.576941350755988	59392973.15336964	212.4872191433798	8991.726116563412	13.832928724112207	191.34991708636855	80851138.55528854	8436.307125361962	15.7090656984401	246.7747451179073	71171277.91343302	8503.144833446286	5692.122604970532	0.919213	17.725996	0.131914705	0.0841595	-0.0121317442	-0.0955147888	0.0165745223	-0.03190129	-0.0996158092	0.0355925762	0.0511707158	0.0241149486	-0.0430892417	0.0543140059	0.0721017062	0.0131000149	-0.035769895	0.1605823834	-8.87666e-05	0.101146625	-0.0736849057	-0.0488790258	0.0573459604	0.0133234024	0.1061426412	0.0867198947	0.0005690467	0.0931478028	-0.0366669852	-0.0225926073	0.1715941072	-0.0480550009	0.0399366731	0.1478491616	-0.0256358539	-0.0175954751	0.1581005713	-0.0182570605	-0.0082329731	-0.0307073613	-0.0182870619	0.1252934901	0.1024742547	-0.0991008376	0.1451231201	-0.0953707436	-0.0312050736	0.0302434526	0.0251881275	0.062125235	0.0569691239	-0.0700035372	-0.0806093314	0.0720064973	-0.0291613824	0.0630478378	0.0515558317	-0.0595704412	-0.0227685881	-0.0792129737	0.0789383836	0.111244274	0.0238679301	0.1528562241	-0.0010511965	0.0641662863	0.1266513511	0.0590553857	0.1070614942	-0.0103285524	0.0968083163	0.0710751656	0.0061350327	0.1142848579	0.0068703806	-0.0196176522	-0.0616254949	-0.0511661612	-0.0034706564	-0.0003484095	0.1299026984	-0.0245597105	-0.0609223806	0.0722837521	-0.0207111604	-0.0151433433	-0.0423257144	0.09583317	0.0382167439	0.071088801	-0.0818264724	0.1197229215	-0.0307942336	0.0599899547	-0.0104391739	-0.028439336	0.0214964918	0.0712556377	-0.116594676	-0.0243448265	0.0063981404	0.1151599564	0.1142313295	0.112689161	0.0541667	-0.0057941999999999	0.0029340313888899	3.357275363999999e-05	-0.0485432	0.0259968999999999	0.00235644226624	0.0006758388096099	-0.0977392	-0.0260810999999999	0.0006802237772099	0.00955295121664	-0.00326873	0.0013115	1.06845958129e-05	1.7200322500000004e-06	-5.67381e-05	-5.67381e-05	3.2192119916099996e-09	3.2192119916099996e-09	0.000816561	-0.000112612	6.667718667210001e-07	1.2681462544e-08
7711.712038252226	5.028370592728606	59470502.56092431	25.28451081781784	8993.955199027316	2.2290824639039784	4.968808630884231	80891230.12211049	8434.182378694877	-2.1247466670847643	4.514548399287815	71135432.39708717	8502.552257604344	5723.537214420323	0.949235	18.304956	0.090981305	0.0549489	0.0107604655	-0.0713544148	0.1342734345	0.0910923411	0.0853998445	-0.0296050007	0.0337330231	0.0293644079	0.0206321538	-0.1630793723	-0.024313543	-0.1107448821	-0.135817132	-0.0147656726	0.032705764	-0.026573349	0.1268004575	0.0305412951	-0.020767076	0.0277143328	-0.0009287009	-0.0466881007	0.0089788536	0.2152663194	0.0192307722	0.1141250378	0.015585215	-0.0562848254	0.0785723671	0.0396306659	0.0420465292	0.0539909937	-0.1061103208	0.0483195092	0.0034459196	-0.0090892742	-0.0048460959	-0.1425907389	-0.0295920002	0.0193219032	0.0151385381	-0.0252921325	0.0295255627	-0.2031963942	0.096212209	-0.0932189017	0.0005796653	0.0871241565	0.0407032142	0.051568388	0.0463553984	-0.0646479765	-0.0237908376	0.0686640193	0.0657824944	-0.103152089	0.1592508696	-0.0324466691	0.0626572425	0.0844252336	-0.0824048993	-0.0490522742	-0.0045377794	0.0829585172	0.0584929039	-0.0479598175	-0.0957699754	-0.0044282852	-0.0115299223	-0.0032022884	0.0200556644	0.0746005719	0.1021453723	0.0123003491	0.1221308649	-0.0036312072	-0.0143170239	-0.1142906954	0.0314752578	0.099641666	-0.0020295083	0.0238904065	-0.0671970126	-0.0158815167	0.0224964097	0.0727842643	-0.1302143993	-0.0394786321	-0.0320627296	-0.0115824275	-0.1116213118	-0.0380574536	-0.1304657613	0.0413357954	0.0843418455	0.0592625669	-0.0399997157	0.1149575937	0.1134247617	0.1108851636	0.0458448	-0.0083219	0.00210174568704	6.925401961e-05	-0.0532723	-0.0047291	0.00283793794729	2.236438681e-05	-0.056949	0.0407902	0.00166384041604	0.003243188601	-0.00378734	-0.00051861	1.43439442756e-05	2.689563321000001e-07	-2.81505e-22	5.67381e-05	7.924506502499999e-44	3.2192119916099996e-09	0.000649107	-0.000167454	4.21339897449e-07	2.8040842116000013e-08
7696.103268543088	-15.60876970913796	59230005.520079605	243.6336918329027	9026.603546460892	32.64834743357642	1065.914590143516	81479571.58498035	8446.81283513081	12.6304564359325	159.52842977998876	71348647.07173058	8525.228722488344	5680.481447505786	0.990961	19.109577	0.0747753499999999	0.0414963	-0.0344612267	-0.1639336739	0.0377207619	-0.0449290975	0.0006621031	0.0931863792	-0.085455312	0.0287955412	-0.050209197	-0.2089338907	-0.0900404826	0.0464204372	-0.0399148377	0.004717461	0.0451859971	0.0337696029	-0.1202480718	0.0892541721	0.0417473885	-0.1912028246	-0.0121055389	0.0431631294	0.0406590802	0.1831236245	-0.0859365981	-0.0277762709	-0.0290200119	-0.0303190771	0.0238228679	0.0355373596	-0.1462881594	0.0944759873	-0.027753453	0.0390985349	0.0039408425	0.0631942038	-0.0203764596	0.0617350733	-0.1333482903	0.1008378225	-0.0688830666	0.0272133577	-0.014079525	0.0696778257	0.0115207596	0.1367782261	0.0114502789	-0.0430192033	0.0694347196	0.0250613826	-0.1372260082	-0.0779461866	0.1169535089	0.1010816682	0.1745405979	-0.1283626387	0.0324638761	-0.0025300756	-0.0656050127	-0.0075835503	0.0078536995	-0.0548989967	0.0466123216	-0.0329485305	-0.0154848565	-0.1300745021	0.0541359481	0.0334160903	-0.1454355221	-0.0919601173	0.083639943	-0.0751630192	-0.0063799276	-0.0336358629	0.1089411179	-0.0972406236	0.1005087477	0.0969055139	-0.0742123224	0.0678120169	-0.0803385271	-0.0753020489	-0.0142128465	-0.0486036059	0.0141615581	0.0821561866	-0.0872012226	0.0006124033	0.0746654539	0.0651353892	-0.0419395588	0.038318041	-0.0426487358	0.0929501815	-0.0686411782	0.0271899216	0.1763272759	0.1147048067	0.1124192083	0.108643553	0.0399061	-0.0059386999999999	0.00159249681721	3.5268157689999976e-05	-0.0322978	0.0209745	0.00104314788484	0.00043992965025	-0.0673495	-0.0104005	0.00010817040025	0.00453595515025	-0.00323329	0.0005540499999999	1.0454164224100002e-05	3.069714025e-07	3.66153e-22	6.47658e-22	1.3406801940899998e-43	4.19460884964e-43	0.00084429	0.000195183	7.128256041000001e-07	3.8096403489000014e-08
7701.983155602876	5.879887059787507	59320544.52919043	34.57307183585657	8992.164923362909	-34.43862309798351	1186.0187608849633	80859030.00895827	8438.292243055477	-8.520592075332388	72.60048931421709	71204775.97921024	8513.931579450677	5636.003655852684	0.979343	18.885544	0.1036457499999999	0.0619726	-0.0106858837	0.0358521484	0.132823365	-0.0884880908	0.0403375734	0.0317344344	-0.0038455338	0.0291339916	0.0064721937	-0.1083294724	0.0775318571	-0.0373899529	0.0987657616	-0.0782865289	-0.1517321077	0.0508351772	0.0926013073	0.0540922061	0.0334516234	0.0104439183	0.0106902975	-0.1230915242	0.1291253866	-0.0296422551	-0.1055378896	-0.0183693213	-0.0453770964	-0.0874895907	-0.0770020456	0.0349398664	-0.0255754736	-0.0395285128	0.0274876102	0.0262726545	0.0340546292	-0.0168293707	0.039908659	0.0255867911	0.0003481552	0.000264951	-0.0699267269	0.032331077	0.0055472351	0.0368474661	0.0266131575	0.0069630425	0.0840464812	0.0922000458	0.0488678819	0.007838329	0.0306547667	0.0005059012	-0.09554089	0.0415100936	0.1561136135	-0.0246318572	-0.0183559161	0.024958961	-0.129347318	-0.0289987172	0.0503606554	0.0043595951	-0.0479371398	-0.0339443848	0.0246561012	0.0904214682	0.0455918235	-0.0904759126	-0.0219491911	-0.0389061102	-0.0419528405	-0.0095565871	-0.1127325664	-0.0197317284	0.107283081	0.0716528543	0.0201212539	-0.0067385728	0.0478972136	0.0985068052	0.0990428842	-0.0056931735	0.0853948128	0.0228210595	0.1064321896	-0.0639704166	-0.077655673	0.0674670831	0.1224590725	-0.0242411228	0.0553270896	-0.0333585365	0.0530217164	0.0055073901	-0.0955095478	-0.0779836543	-0.0066216587	0.1144017065	0.1112164334	0.105973176	0.0412582	0.0013521	0.00170223906724	1.8281744100000047e-06	-0.0363967	-0.0040988999999999	0.0013247197708899	1.6800981209999964e-05	-0.117746	-0.0503965	0.0025398072122499	0.013864120516	-0.00278041	0.00045288	7.7306797681e-06	2.051002944000001e-07	0.00024414	0.00024414	5.960433960000001e-08	5.960433960000001e-08	0.000585345	-0.000258945	3.4262876902500004e-07	6.705251302500001e-08
7723.690569334239	21.707413731362976	59655396.010822654	471.2118109045659	9038.092433751264	45.92751038835559	2109.33621047251	81687114.84103185	8428.22380092672	-10.068442128756942	101.37352690012764	71034956.43850765	8493.70737463822	5763.458860703226	1.004739	19.375288	0.2148099	0.11668	0.0256246083	-0.1062523585	0.1171826147	0.1237486724	0.0593387953	-0.0869795006	-0.0351954101	0.0511108549	0.0684244702	-0.1113419465	0.0040776413	0.0234414182	-0.1579502407	0.0685749006	0.0842219685	-0.0925969364	-0.0684826404	-0.0939183036	-0.0218581826	-0.0446913785	0.0720975248	-0.0937192717	0.0177526647	-0.0316053746	-0.0752110067	-0.0032909493	0.0978841207	-0.0516201453	-0.2326947962	-0.0014954065	0.0508901243	-0.076583308	0.0038262078	-0.0716137072	0.0001998316	0.0408776153	-0.0703943142	0.001353307	0.0914516727	0.0623316468	-0.048389064	-0.0421177302	0.1737103422	0.0043031778	-0.078294585	-0.0288292681	-0.127774176	-0.0553713316	-0.0612546755	0.1082131167	-0.0276068064	-0.0437169716	-0.0408404526	0.0618236782	0.0338754369	-0.0177774588	-0.055197722	0.1658199221	-0.0923044211	0.0016852017	0.0755272303	-0.1461181367	-0.0661908831	0.0015773848	0.0057618645	0.0885312959	0.1188095752	-0.0395715492	0.0893132983	-0.0466175348	-0.0421490757	-0.0012917444	0.0358180974	-0.0022141715	0.0365760484	-0.1460360636	0.1159302585	-0.0712047248	0.0033367876	0.0946714657	-0.0120332863	-0.000353359	-0.0472512038	-0.0465918305	-0.0090381362	-0.1299135558	-0.1009599142	-0.1158146605	0.0383302117	-0.0904560908	0.1186146254	-0.1857574924	-0.1325253223	-0.0784844884	-0.1017049917	0.0313595861	-0.0729811679	0.1140484259	0.1098185471	0.1028845713	0.0266712	-0.014587	0.0007113529094399	0.000212780569	-0.0659891	-0.0295923999999999	0.0043545613188099	0.0008757101377599	-0.0581585	0.0595875	0.00355067015625	0.00338241112225	-0.00427082	-0.0014904099999999	1.82399034724e-05	2.2213219680999997e-06	-0.0	-0.00024414	0.0	5.960433960000001e-08	9.9035e-05	-0.00048631	9.807931225000001e-09	2.364974161e-07
7712.886892578689	-10.803676755549532	59488624.21771215	116.71943143840126	8990.91579601993	-47.17663773133427	2225.635147633552	80836566.8511207	8426.809452940404	-1.4143479863159882	2.000380226396091	71011117.55616575	8494.266856851806	5694.471827184096	0.987552	19.043839	0.0518696999999999	0.02826	-0.0341189737	-0.1159053023	0.0779033159	-0.0344054303	0.0991852495	0.0619693135	0.0117212551	0.071140772	-0.1272334128	-0.1834059598	-0.1283306523	-0.0624001581	-0.0607525746	0.1431472975	0.0683736153	0.0828911032	0.0498038398	0.0631636958	0.0249923019	-0.1458826951	0.1401106682	-0.0627907768	-0.0133751294	-0.0820451149	0.0068970398	0.0583146143	-0.1721753921	-0.0221666936	0.0220929202	0.1827412591	0.0132499708	0.000132762	-0.0302757348	-0.1123501445	0.1548938904	-0.0513331644	-0.1016551477	0.0248489549	-0.0210229101	0.0828243888	0.0902667016	0.0364408768	0.0287715897	0.0631025367	0.0124309378	0.002159349	0.0871550074	0.0224141788	0.0222014931	0.1324629433	-0.1557403629	-0.0140282791	-0.0541968626	0.0183413134	-0.0377584406	0.0722165827	0.0205383384	-0.0684584071	-0.1444011647	-0.0411820217	0.1354138488	0.0768055072	0.1086415309	0.2211055419	0.035917302	0.0801346457	0.0194240181	-0.0332040255	-0.0595533385	-0.129660461	0.0488851223	0.0964979893	-0.0987836974	-0.0027422997	0.141192939	0.0764935965	0.1038498522	0.0457403558	-0.044469229	0.1225807804	0.0688315622	-0.0346481017	0.0472121279	-0.0692892404	-0.0132793686	0.0163495027	0.0002901544	0.0083886684	0.029525077	0.0246255063	0.0911030309	0.0424315497	-0.0430903154	-0.0671348767	0.0073158653	0.1183990988	-0.0034000079	0.1136451198	0.1082280018	0.0993899282	0.0258907	-0.0007804999999999	0.00067032834649	6.0918025e-07	-0.0479313	0.0180577999999999	0.00229740951969	0.0003260841408399	-0.0732974	-0.0151388999999999	0.0002291862932099	0.00537250884676	-0.00412313	0.0001476899999999	1.70002009969e-05	2.181233609999994e-08	-0.0	0.0	0.0	0.0	0.000309195	0.00021016	9.5601548025e-08	4.41672256e-08
7728.805850258584	15.918957679894447	59734439.870991305	253.4132136142704	8969.841854134773	-21.073941885157183	444.1110265789823	80458062.88818794	8451.555383200746	24.745930260341996	612.3610644497095	71428788.39530951	8512.16851084748	5722.3859442222	1.050897	20.265377	0.13138263	0.0779046	-0.0364180526	0.0245141656	0.1423486383	0.0929228389	0.0438348255	-0.0208402351	0.078426856	0.0741360544	0.1080442443	-0.0360981818	-0.0972072044	0.0545612048	0.0498939511	0.0541700981	-0.0281788685	-0.0980071427	0.0104236722	-0.0658776257	0.0837713717	0.1743315029	0.0312992464	-0.1403968197	-0.0314128239	-0.0877770595	0.1009728426	0.0366212599	0.1302061276	-0.0266445553	0.1087941033	-0.0156603156	-0.0167553162	0.0450799328	0.048138839	-0.1574116182	-0.115971365	0.0317024694	-0.0181462818	-0.0607780911	-0.0387844441	-0.129312059	0.0188554413	0.0871773617	0.1054316559	-0.0594696478	-0.0502839162	-0.0078931482	-0.0945738909	0.0356596619	-0.0832415049	0.0397326505	0.1465062902	-0.0121190775	-0.1541039261	-0.0040554315	-0.1148263661	0.0790888519	0.0449574531	-0.0239666502	-0.0083488967	0.2061245789	0.1071153157	0.0962524424	-0.0517726858	-0.0276987819	-0.1124005014	0.0087699852	-0.0182960849	0.0491349923	-0.0271226246	0.0954288963	0.0736309082	5.97149e-05	-0.0268477253	-0.040961445	0.0222797437	-0.0829907346	0.0337055412	-0.1162879052	0.0868423302	0.0234502026	0.1117548414	0.0987013793	0.0064204491	0.0551924971	0.0205513155	-0.020525393	-0.0442120934	0.0010697689	0.1324184503	-0.0896487351	0.1004177762	0.1159748187	0.1976312882	0.0591528666	0.1346642312	-0.1697694167	-0.0621349891	0.1131919653	0.1064475877	0.0955030384	0.00993512	-0.0159555799999999	9.87066094144e-05	0.0002545805331363	-0.0660535	-0.0181221999999999	0.00436306486225	0.0003284141328399	-0.14144	-0.0681426	0.00464341393476	0.0200052736	-0.00384908	0.00027405	1.48154168464e-05	7.510340250000005e-08	-0.0	0.0	0.0	0.0	0.0	-0.000309195	0.0	9.5601548025e-08
