onset	duration	BIDS_Subject	BIDS_Session	Run	SubTrial	Condition	Stimulus.ACC	ResponseCheck	Result	stimrt	Cue.OnsetTime	Cue.Duration	Fix.OnsetTime	Fix.Duration	Probe.Duration	Feedback.OnsetTime	Feedback.Duration
n/a	n/a	sub-79	ses-1	1	1.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	0.03	2.0	2.03	2.0	235.0	4.313	1.715
n/a	n/a	sub-79	ses-1	1	2.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	6.04	2.0	8.04	2.0	235.0	10.323	1.715
n/a	n/a	sub-79	ses-1	1	3.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	12.051	2.0	14.051	2.0	235.0	16.334	1.715
n/a	n/a	sub-79	ses-1	1	4.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	18.062	2.0	20.062	2.0	235.0	22.345	1.715
n/a	n/a	sub-79	ses-1	1	5.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	24.072	2.0	26.072	2.0	235.0	28.355	1.715
n/a	n/a	sub-79	ses-1	1	6.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	30.083	2.0	32.083	2.0	235.0	34.366	1.715
n/a	n/a	sub-79	ses-1	1	7.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	36.094	2.0	38.094	2.0	235.0	40.377	1.715
n/a	n/a	sub-79	ses-1	1	8.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	42.105	2.0	44.105	2.0	235.0	46.388	1.715
n/a	n/a	sub-79	ses-1	1	9.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	48.115	2.0	50.115	2.0	235.0	52.398	1.715
n/a	n/a	sub-79	ses-1	1	10.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	54.126	2.0	56.126	2.0	235.0	58.409	1.715
n/a	n/a	sub-79	ses-1	1	11.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	60.137	2.0	62.137	2.0	235.0	64.42	1.715
n/a	n/a	sub-79	ses-1	1	12.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	66.147	2.0	68.147	2.0	235.0	70.43	1.715
n/a	n/a	sub-79	ses-1	1	13.0	SmallReward	0.0	No Response Detected	You did not earn $0.20!	n/a	72.158	2.0	74.158	2.0	235.0	76.441	1.715
n/a	n/a	sub-79	ses-1	1	14.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	78.169	2.0	80.169	2.0	235.0	82.452	1.715
n/a	n/a	sub-79	ses-1	1	15.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	84.179	2.0	86.179	2.0	235.0	88.462	1.715
n/a	n/a	sub-79	ses-1	1	16.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	90.19	2.0	92.19	2.0	235.0	94.473	1.715
n/a	n/a	sub-79	ses-1	1	17.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	96.201	2.0	98.201	2.0	235.0	100.484	1.715
n/a	n/a	sub-79	ses-1	1	18.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	102.212	2.0	104.212	2.0	235.0	106.495	1.715
n/a	n/a	sub-79	ses-1	1	19.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	108.222	2.0	110.222	2.0	235.0	112.505	1.715
n/a	n/a	sub-79	ses-1	1	20.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	114.233	2.0	116.233	2.0	235.0	118.516	1.715
n/a	n/a	sub-79	ses-1	1	21.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	120.244	2.0	122.244	2.0	235.0	124.527	1.715
n/a	n/a	sub-79	ses-1	1	22.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	126.254	2.0	128.254	2.0	235.0	130.537	1.715
n/a	n/a	sub-79	ses-1	1	23.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	132.265	2.0	134.265	2.0	235.0	136.548	1.715
n/a	n/a	sub-79	ses-1	1	24.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	138.276	2.0	140.276	2.0	235.0	142.559	1.715
n/a	n/a	sub-79	ses-1	1	25.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	144.287	2.0	146.287	2.0	235.0	148.57	1.715
n/a	n/a	sub-79	ses-1	1	26.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	150.297	2.0	152.297	2.0	235.0	154.58	1.715
n/a	n/a	sub-79	ses-1	1	27.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	156.308	2.0	158.308	2.0	235.0	160.591	1.715
n/a	n/a	sub-79	ses-1	1	28.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	162.319	2.0	164.319	2.0	235.0	166.602	1.715
n/a	n/a	sub-79	ses-1	1	29.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	168.329	2.0	170.329	2.0	235.0	172.612	1.715
n/a	n/a	sub-79	ses-1	1	30.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	174.34	2.0	176.34	2.0	235.0	178.623	1.715
n/a	n/a	sub-79	ses-1	1	31.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	180.351	2.0	182.351	2.0	235.0	184.634	1.715
n/a	n/a	sub-79	ses-1	1	32.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	186.361	2.0	188.361	2.0	235.0	190.644	1.715
n/a	n/a	sub-79	ses-1	1	33.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	192.372	2.0	194.372	2.0	235.0	196.655	1.715
n/a	n/a	sub-79	ses-1	1	34.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	198.383	2.0	200.383	2.0	235.0	202.666	1.715
n/a	n/a	sub-79	ses-1	1	35.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	204.394	2.0	206.394	2.0	235.0	208.677	1.715
n/a	n/a	sub-79	ses-1	1	36.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	210.404	2.0	212.404	2.0	235.0	214.687	1.715
n/a	n/a	sub-79	ses-1	1	37.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	216.415	2.0	218.415	2.0	235.0	220.698	1.715
n/a	n/a	sub-79	ses-1	1	38.0	Triangle	1.0	Correct Response!	No money at stake!	n/a	222.426	2.0	224.426	2.0	235.0	226.709	1.715
n/a	n/a	sub-79	ses-1	1	39.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	228.436	2.0	230.436	2.0	235.0	232.719	1.715
n/a	n/a	sub-79	ses-1	1	40.0	LgReward	0.0	No Response Detected	You did not earn $5!	n/a	234.447	2.0	236.447	2.0	235.0	238.73	1.715
n/a	n/a	sub-79	ses-1	1	41.0	LgPun	1.0	Correct Response!	You keep $5!	n/a	240.458	2.0	242.458	2.0	235.0	244.741	1.715
n/a	n/a	sub-79	ses-1	1	42.0	SmallPun	0.0	No Response Detected	You lose $0.20!	n/a	246.468	2.0	248.468	2.0	235.0	250.751	1.715
n/a	n/a	sub-79	ses-1	1	43.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	252.479	2.0	254.479	2.0	235.0	256.762	1.715
n/a	n/a	sub-79	ses-1	1	44.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	258.49	2.0	260.49	2.0	235.0	262.773	1.715
n/a	n/a	sub-79	ses-1	1	45.0	SmallReward	1.0	Correct Response!	You earn $0.20!	n/a	264.501	2.0	266.501	2.0	235.0	268.784	1.715
n/a	n/a	sub-79	ses-1	1	46.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	270.511	2.0	272.511	2.0	235.0	274.794	1.715
n/a	n/a	sub-79	ses-1	1	47.0	LgReward	1.0	Correct Response!	You earn $5!	n/a	276.522	2.0	278.522	2.0	235.0	280.805	1.715
n/a	n/a	sub-79	ses-1	1	48.0	Triangle	0.0	No Response Detected	No money at stake!	n/a	282.533	2.0	284.533	2.0	235.0	286.816	1.715
n/a	n/a	sub-79	ses-1	1	49.0	LgPun	0.0	No Response Detected	You lose $5!	n/a	288.543	2.0	290.543	2.0	235.0	292.826	1.715
n/a	n/a	sub-79	ses-1	1	50.0	SmallPun	1.0	Correct Response!	You keep $0.20!	n/a	294.554	2.0	296.554	2.0	235.0	298.837	1.715
