global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
6621.429011773783	n/a	n/a	43843322.157959536	6799.782867616309	n/a	46237047.04672828	n/a	7201.929634029509	n/a	n/a	51867790.453512415	7168.501615096114	4836.570480985315	n/a	n/a	n/a	n/a	-0.0616118029	0.0701014614	-0.0671690314	0.1099115558	-0.0028982977	0.0231965762	-0.0052405731	0.0716605551	-0.0952890453	0.059569989	-0.1241079966	0.0545166937	-0.0984756439	0.0866499777	-0.2045711022	0.0399832596	-0.0246441286	0.0695831448	-0.0110182857	0.0295625772	-0.0927399741	0.030777346	-0.0886097139	0.0968440468	-0.0032103682	0.0340355097	-0.1032404348	0.0603713657	-0.1459059307	0.0164966274	-0.1509940291	0.0953662673	0.1748431516	-0.0421251982	0.0424174571	-0.0059754373	0.0179641076	-0.0221280057	0.0082402891	-0.0593424672	-0.01306994	0.0800180245	-0.0923612647	0.2408191786	-0.0150269608	0.0243147761	-0.0573963031	0.0006657818	-0.0647518078	0.0583600247	-0.1051915111	0.1427411392	-0.1438492318	0.0121818333	-0.0217569525	0.0257328875	-0.1092961717	0.0815322994	-0.1026141975	0.070637524	-0.0580573639	0.0740086144	-0.0317782402	-0.0182351163	0.1154637225	0.1154447293	0.1154130763	0.0430201	n/a	0.00185072900401	n/a	0.0704642	n/a	n/a	0.00496520348164	0.531543	n/a	0.282537960849	n/a	0.00285191	n/a	8.1333906481e-06	n/a	-0.00378906	n/a	n/a	1.43569756836e-05	0.00153379	n/a	n/a	2.3525117641e-06	0.0	0.0	0.0	0.0	0.0
6615.426670013901	-6.002341759882256	36.02810660242642	43763870.02633121	6807.689031561038	7.906163944729087	46344629.95043647	62.5074283209342	7200.010036319657	-1.9195977098515868	3.684855367667457	51840144.52310379	7164.435948107741	4831.017757478461	0.785587	17.077478	0.1291653	0.0752259	-0.0608302457	0.0416263902	-0.1461581806	0.1641231048	-0.0137545964	-0.0522368017	0.0238026946	-0.1179592186	-0.0216566283	0.1068479991	-0.1846813812	0.0702414215	0.0014327981	-0.0178235892	-0.1227224937	0.0146883366	0.1010523265	-0.027641419	0.0450091548	0.0167686375	0.0222829132	-0.0323704364	0.1193572374	-0.1130311677	0.0279504363	-0.1327215719	0.0149540927	0.1117534988	-0.1956167505	0.0261104308	-0.0424273581	-0.0225552175	0.1160998789	0.0293171685	-0.0713789886	-0.0978852036	-0.0574705829	-0.008222907	-0.0412955023	0.0104221878	-0.0184007986	0.0621690138	-0.0959537629	0.2567755818	-0.0429475529	-0.0100937795	0.0936859731	-0.0091998402	-0.0170334353	-0.0771701889	0.0694428829	0.1823035908	-0.0073929894	-0.0838794389	0.1270984396	-0.004442614	-0.0524019791	-0.0348423047	-0.1003757495	0.0429474383	0.0034794573	0.0042359556	-0.0615305073	0.0194223078	0.1154130763	0.1152422001	0.1149575937	0.0434031	0.000383	0.00188382908961	1.4668900000000108e-07	0.0679699	-0.0024943	6.221532490000024e-06	0.00461990730601	0.586022	0.054479	0.343421784484	0.002967961441	0.00246929	-0.00038262	6.0973931041e-06	1.4639806440000014e-07	-0.00461047	-0.00082141	6.747143881000005e-07	2.12564336209e-05	0.00130164	-0.0002321499999999	5.389362249999999e-08	1.6942666895999998e-06	0.0	0.0	0.0	0.0	0.0
6638.525380610757	23.098710596856108	533.5504312373126	44070019.22901319	6812.924271008798	5.23523944776025	46415937.12250076	27.40773207538505	7204.528244636863	4.51820831720579	20.414206397667577	51905227.22777031	7171.3239575411935	4844.584215563954	0.914858	19.887627	0.2344662	0.151039	-0.0489952023	0.0388649791	-0.04980925	0.0422443664	-0.047055121	-0.0156780905	0.0151844549	0.1174043607	-0.0028992771	0.0626947113	-0.1201264201	0.069386322	-0.0499402624	0.1139591891	-0.074336508	-0.0138155221	0.0765595301	-0.1415641243	-0.1014375883	-0.0537055164	-0.0171843068	0.0136823188	0.0052221446	-0.0405282018	0.0141848036	0.1041939149	-0.0341980651	0.0610422968	-0.1440481343	0.0094333846	-0.0511188688	0.1175941546	0.032753522	0.0614399095	-0.0034775188	-0.1010562066	0.0277204424	0.0595519991	0.1158515762	0.0323078007	-0.0069666284	0.0968900508	-0.0769941471	0.1305784071	0.054393799	0.0250510275	-0.0769771627	-0.0418399775	0.0088344171	0.0914781019	-0.0577747167	0.1245814006	-0.0263392841	-0.0209632786	-0.0259712823	-0.0298127499	-0.0888837982	0.0952575599	-0.0359763561	0.0722889917	-0.0826145862	-0.05061381	-0.0333845872	0.032505225	0.1153118061	0.1148374968	0.1140484259	0.0285969	-0.0148061999999999	0.00081778268961	0.0002192235584399	0.0792994	0.0113295	0.00012835757025	0.00628839484036	0.461881	-0.124141	0.2133340581609999	0.015410987881	0.00370265	0.00123336	1.37096170225e-05	1.5211768896000003e-06	-0.00418364	0.00042683	1.8218384890000042e-07	1.7502843649599998e-05	0.00127804	-2.3599999999999923e-05	5.569599999999964e-10	1.6333862416e-06	0.0	0.0	0.0	0.0	0.0
6661.293754264878	22.76837365412121	518.3988388536807	44372834.48060827	6861.276675313711	48.35240430491285	47077117.61520398	2337.955002065755	7215.678860520317	11.15061588345452	124.33623458034825	52066021.41815978	7177.717070027187	4928.213940580669	0.874974	19.020617	0.11448235	0.0656905	-0.0421321072	0.0156755355	-0.1221944251	0.1048885443	-0.133593349	-0.1275287214	0.0129634482	-0.1048498047	-0.072270487	0.0509876013	-0.0846835708	0.1365341573	-0.0411501407	-0.0389841744	-0.0444145354	-0.086185551	0.0264466907	-0.0152392731	-0.0614928816	-0.0883017317	0.1007386436	0.1070126907	0.1845675247	0.1218268432	0.0265295685	-0.1371180576	-0.0349042115	0.05089436	-0.132309883	0.1110614545	-0.0814456339	0.002857245	0.0308302832	0.0101600902	-0.0760924649	0.0525876728	0.0363638739	0.1693924156	-0.012879158	0.0892493948	-0.0094254712	0.0581345912	-0.0861401243	0.2030857826	-0.0868615872	-0.0522705856	0.0634448118	0.0538978495	-0.0701904585	-0.0319435603	0.0216259536	0.1325092501	-0.1324080299	-0.067297412	0.0729886209	0.0735927229	-0.103460526	-0.018744896	-0.0158705668	-0.0348927684	-0.0071286559	0.0198699039	-0.0618683961	-0.0148521184	0.1151599564	0.1142313295	0.112689161	0.0202443	-0.0083526	0.00040983168249	6.976592676000003e-05	0.0746922	-0.0046072	2.122629184000005e-05	0.00557892474084	0.500958	0.039077	0.250958917764	0.001527011929	0.00287521	-0.00082744	8.2668325441e-06	6.846569536e-07	-0.0041076	7.603999999999944e-05	5.782081599999915e-09	1.6872377760000002e-05	0.000932609	-0.000345431	1.19322575761e-07	8.69759546881e-07	0.0	0.0	0.0	0.0	0.0
6642.534164530606	-18.759589734271685	351.9222069981916	44123260.12695632	6856.644135167024	-4.632540146687461	47013568.79632034	21.460428210671083	7216.672008429338	0.9931479090209904	0.9863427691927656	52080354.87724754	7184.298196403095	4883.484775312755	0.913613	19.860571	0.0886258499999999	0.0487013	-0.0496321403	0.0300447644	-0.0576893703	0.0379189317	-0.0888473776	0.0023291709	-0.0062382591	0.0527303865	0.076710676	0.0691326231	-0.1000490166	0.0716048448	-0.0522081895	0.1329551658	-0.0815449483	-0.1423459693	0.1518618721	0.0173115336	-0.0859465449	0.0245591159	-0.1072721965	-0.0741530615	0.0157342159	-0.0593076116	-0.0034783567	0.0657675036	0.0612836816	0.0731625473	-0.1156359752	0.0050670794	-0.066643926	0.1441230766	0.1063159921	0.0626335464	-0.153003335	-0.0008730436	-0.0567616344	0.0429991735	0.1172621196	-0.0763802815	-0.0098497685	0.0869061819	-0.0688327064	0.1437813869	0.06098627	0.0215235599	-0.015290399	-0.0978760952	0.1298590715	0.0932945149	-0.0593112539	0.1776392345	0.0341486332	-0.0766153992	0.0094742638	-0.0750052741	-0.0747317195	0.0641897412	0.0146928605	0.0775131919	-0.099196645	-0.1903062835	0.0364166267	-0.0352295457	0.1149575937	0.1134247617	0.1108851636	0.0250906	0.0048463	0.00062953820836	2.348662369000001e-05	0.0746902	-2.000000000002e-06	4.000000000008001e-12	0.00557862597604	0.522295	0.0213369999999999	0.272792067025	0.0004552675689999	0.0029487	7.348999999999984e-05	8.69483169e-06	5.400780099999977e-09	-0.00477565	-0.0006680499999999	4.4629080249999995e-07	2.28068329225e-05	0.00143988	0.0005072709999999	2.573238674409999e-07	2.0732544144e-06	0.0	0.0	0.0	0.0	0.0
6649.395529136743	6.861364606136704	47.07832425834548	44214460.902903706	6856.882940550468	0.2388053834447419	47016843.66041204	0.0570280111621902	7209.794779571848	-6.877228857490081	47.296276758294326	51981140.76354148	7176.402893484517	4912.5799620969465	0.8945849999999999	19.446936	0.2846990599999999	0.156654	-0.0523541247	0.0348006701	-0.0237479449	-0.0073553174	-0.0347163813	0.0007609773	0.0304824585	-0.0481508305	-0.1023838027	-0.0044152384	-0.0829731667	0.1240196227	-0.1003068248	-0.0074987149	-0.0961608687	-0.0920647835	-0.0586530363	0.0958921268	0.0666014388	0.0829978508	-0.0046904764	0.1207802421	-0.0868621254	-0.0025599529	0.0366503693	-0.0725121377	-0.077806822	-0.0066049273	-0.0979202753	0.0878189125	-0.1347572149	0.0292417265	0.0568717072	0.0431479283	-0.0069951231	0.0818170584	-0.0077943611	0.0183139246	-0.1188208035	-0.0797589187	-0.0196154289	0.103302265	-0.0964798022	0.1118816505	-0.0113300459	-0.0193319455	-0.036218928	0.0663094539	-0.1370394864	0.0079646263	-0.0515664148	0.0794584733	-0.094638917	-0.0471801832	0.0028290432	0.0065638732	-0.0437203212	-0.0012548949	-0.0173891828	-0.0123739701	0.0040241967	0.039872895	0.0312191352	0.0358719386	0.1147048067	0.1124192083	0.108643553	0.00815309	-0.01693751	6.64728765481e-05	0.0002868792450001	0.0928459	0.0181556999999999	0.0003296294424899	0.00862036114681	0.412929	-0.1093659999999999	0.1705103590409999	0.0119609219559999	0.00457951	0.00163081	2.09719118401e-05	2.659541256100001e-06	-0.00424551	0.00053014	2.810484196000002e-07	1.80243551601e-05	0.000796033	-0.0006438469999999	4.145389594089999e-07	6.33668537089e-07	0.0	0.0	0.0	0.0	0.0
6658.453419803946	9.057890667203536	82.04538333901294	44335001.94369887	6807.740204143205	-49.14273640726333	46345326.68710777	2415.0085415937647	7208.11398724544	-1.680792326408664	2.8250628445142487	51956907.25312335	7173.292661439557	4926.214593338648	0.917435	19.943649	0.1205415499999999	0.0622886	-0.0280427478	0.0086757976	-0.0296277074	0.0516352101	0.0217780801	-0.0661696715	0.0106316748	-0.0364516311	0.1109470131	0.1136239734	-0.1212569751	0.0914921727	0.0794425062	0.0402633343	0.0171290316	-0.0541890182	-0.0042412797	-0.0075670371	0.0688760916	0.1177042662	-0.0646452013	-0.0305836034	0.1023716699	-0.0016682263	0.0128594204	-0.0161811899	0.1146370559	0.1106269617	-0.1412869683	0.0514339987	0.0612914073	0.0346737305	0.0167775763	0.0580302465	-0.0351796998	0.0447363965	-0.0551509829	-0.1417941693	-0.0136770268	-0.0696189502	-0.0027843352	0.1049599231	-0.0360721532	0.08642329	0.0253403095	0.0329380918	0.0625248368	-0.036730185	0.1397941978	-0.0841469705	0.0711037298	0.0191862771	-0.0127243226	-0.0066516562	0.058026479	-0.0109660675	-0.0876090879	0.1337849408	0.1135464927	0.1297822445	0.0238620388	-0.0916709329	-0.0055258621	-0.0324058254	0.1144017065	0.1112164334	0.105973176	0.00165109	-0.006502	2.7260981881e-06	4.2276004e-05	0.0954406	0.0025947	6.732468090000028e-06	0.00910890812836	0.393822	-0.0191069999999999	0.155095767684	0.0003650774489999	0.00355198	-0.00102753	1.26165619204e-05	1.0558179009e-06	-0.00366196	0.00058355	3.405306025e-07	1.34099510416e-05	0.00103171	0.0002356769999999	5.5543648328999956e-08	1.0644255240999998e-06	0.0	0.0	0.0	0.0	0.0
6664.774753794866	6.321333990919811	39.95926342475818	44419222.51882142	6880.983805290291	73.24360114708543	47347938.12866725	5364.625108993334	7211.221072842297	3.10708559685736	9.653980906198456	52001709.36140481	7178.599092055581	4930.963591214412	0.895576	19.46846	0.08332699	0.0414837	-0.0421465548	0.0070465723	-0.0038179577	-0.0249655549	-0.1220403777	-0.0421551416	0.0353655339	0.0279473946	-0.1121957569	-0.0234366117	-0.0653222693	0.1048941385	0.0211632418	0.1628205784	0.0272152401	-0.0086113859	-0.0715942895	0.072091428	0.0403130422	-0.0804629014	-0.0687800371	-0.0100655572	-0.0012148072	-0.0346779691	0.0414730448	-0.0125397801	-0.1110582124	-0.0284510792	-0.0862773353	0.0502584759	0.0108467373	0.1430263919	0.0033479546	0.009814568	0.1035559794	0.0565271718	-0.0903585246	0.069241056	-0.000100046	-0.0017770557	-0.0147030695	0.1037040504	-0.0571912513	0.0325953738	-0.0328397376	-0.0843798721	-0.0728841099	0.0136506479	0.0292106311	0.1010192627	-0.0887180108	0.0679380282	0.0035226429	-0.0615105538	-0.0767161896	0.0078794995	0.0195531865	-0.1642685201	-0.0407792973	-0.0002331714	-0.0208741885	-0.0057778993	0.0449205825	-0.0355289064	0.1140484259	0.1098185471	0.1028845713	-0.0131392	-0.01479029	0.00017263857664	0.0002187526782841	0.0855950999999999	-0.0098455000000001	9.693387025000204e-05	0.0073265211440099	0.397035	0.003213	0.157636791225	1.0323369000000138e-05	0.0042036	0.0006516199999999	1.767025296e-05	4.2460862439999995e-07	-0.00399079	-0.00032883	1.0812916890000001e-07	1.5926404824100003e-05	0.000902596	-0.0001291139999999	1.6670424995999986e-08	8.14679539216e-07	0.0	0.0	0.0	0.0	0.0
6675.129404046332	10.3546502514655	107.21878183017456	44557352.56076393	6886.86580931821	5.88200402791972	47428920.67555617	34.59797138446381	7220.583394742613	9.362321900315692	87.65307136513083	52136824.560432754	7186.236169313777	4950.411678384959	0.834557	18.142008	0.20647215	0.128922	-0.0487644328	-0.0265152751	0.0557307978	-0.1317902239	-0.0186385988	0.0323445212	0.0254350807	-0.0862678709	0.0957746491	0.005518788	-0.0354677796	0.0694509357	-0.0518395038	0.1025178004	-0.0197409946	0.070768678	-0.0235951641	-0.1158522566	0.0376512586	0.0364359251	0.1082519866	-0.0317295438	0.093933607	0.0040695311	0.0297707778	-0.0541282332	0.1137368738	0.0026258388	-0.0421804369	0.0406180048	-0.0441335535	0.0759697603	-0.0073340993	0.0346556324	0.0786192836	-0.1267342941	0.0116537017	-0.0924554202	-0.0344397108	0.058113782	-0.0228399993	0.1430508732	-0.0456888239	-0.0176033703	0.084994195	0.0030446996	0.0710908679	0.0025578299	-0.0428505694	-0.0067203327	0.0618008637	-0.0308840665	0.0170490224	0.0433299473	0.0758387955	-0.015839984	-0.0055409111	0.0306228989	0.0252723542	0.02998869	-0.0377071347	0.0748956981	0.087924939	0.094790645	0.1136451198	0.1082280018	0.0993899282	-0.0133514	-0.0002121999999999	0.00017825988196	4.5028839999999664e-08	0.0909001	0.0053050000000001	2.8143025000001077e-05	0.00826282818001	0.318303	-0.078732	0.101316799809	0.006198727824	0.00584418	0.00164058	3.41544398724e-05	2.6915027364e-06	-0.00333631	0.00065448	4.283440704000004e-07	1.11309644161e-05	0.000753197	-0.0001493989999999	2.2320061200999982e-08	5.673057208090001e-07	0.0	0.0	0.0	0.0	0.0
6666.927464696548	-8.20193934978397	67.2718090975347	44447921.81952514	6832.308729425605	-54.55707989260554	46680442.57418532	2976.474966408144	7216.681947755265	-3.901446987347299	15.221288595081315	52080498.33505673	7182.144679759367	4961.263569098383	0.8115909999999998	17.642757	0.0784253	0.0386615	-0.0334173927	0.0002368807	0.0587480827	-0.0584057693	0.0379370205	-0.0346419645	0.0146751964	0.1112660872	-0.0256075869	0.0125059839	-0.0382158716	0.0840419403	0.0585470765	-0.0224413987	-0.0242269783	0.0827031147	0.0291659258	-0.1422103681	0.025680402	-0.0231232392	-0.0852494045	0.0745702424	-0.1218945586	-0.009781106	0.0134403528	0.0875003279	-0.0603967177	0.0022186583	-0.0690497965	0.0808895409	0.0413028132	-0.0405041233	-0.0095827472	0.0258901991	0.0984495556	-0.1456634198	0.0484489718	0.0197584647	0.0092288481	-0.0635525978	-0.015738121	0.1065005268	-0.0381707471	-0.0344961272	-0.0305134313	0.006599835	-0.1348159427	0.0245907748	0.0224842637	-0.0739083707	-0.0517741739	-0.0424969374	0.0455069768	-0.0062877241	-0.1461419911	-0.0116326619	-0.0111820917	-0.0331431681	-0.0121903466	-0.0358701255	0.1176839804	0.0041345582	0.0600831117	-0.0020177848	0.1131919653	0.1064475877	0.0955030384	-0.0102901	0.0030612999999999	0.00010588615801	9.371557689999996e-06	0.116221	0.0253209	0.00064114797681	0.013507320841	0.308329	-0.0099739999999999	0.095066772241	9.948067599999966e-05	0.00532151	-0.00052267	2.83184686801e-05	2.731839289000003e-07	-0.00331582	2.0489999999999745e-05	4.1984009999998945e-10	1.09946622724e-05	0.000494975	-0.000258222	6.6678601284e-08	2.450002506250001e-07	0.0	0.0	0.0	0.0	0.0
