global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
8486.095187474339	n/a	72013811.53087513	n/a	9765.85888503542	n/a	95371999.76242527	n/a	8966.655316219929	n/a	n/a	80400907.55989511	9166.132327767167	6776.164808175611	n/a	n/a	n/a	n/a	-0.0268491388	-0.0926863228	0.0097457609	-0.0643666486	0.0760261072	0.0239462561	-0.1400968623	-0.0680485993	0.0678822594	0.0106007364	0.0349682733	0.0997452617	-0.0180139743	0.1009452061	-0.0866753073	0.0855133618	-0.1147652845	0.1011881118	-0.029670247	0.0982470336	-0.0031562787	0.0830265747	-0.0565281769	0.0800591131	-0.0413689213	0.03322401	-0.0824132221	0.1310622508	-0.1829778737	0.0096283403	-0.1642236039	0.0130573049	-0.0944725864	0.1467460092	-0.0802673803	0.0105693228	-0.1162059056	-0.0053734656	0.0934016684	-0.112420772	0.129259307	-0.0231186428	0.0017243022	-0.0005446034	0.0665142709	0.0245484563	-0.1809764923	0.0337426809	-0.0106473449	0.0607218328	-0.0239745326	0.0602634514	-0.0036932974	0.058293908	-0.1202911016	0.0741833432	0.0796518477	-0.0181426118	0.1470889788	-0.0068188287	0.0920116112	-0.0819563202	0.067210299	-0.0968935469	0.0012505892	-0.0475662958	0.0668735095	-0.0635988355	0.0177067385	-0.0096528129	0.0834438675	-0.0029635064	0.0413949258	-0.0055495307	0.0825352458	-0.0121539776	0.0091264912	0.0152610744	-0.1713416612	0.0208147603	0.1154637225	0.1154447293	0.1154130763	0.0498243	n/a	n/a	0.00248246087049	-5.00079e-05	n/a	n/a	2.50079006241e-09	-0.120698	n/a	0.014568007204	n/a	0.000431121	n/a	n/a	1.8586531664100006e-07	-0.0008530789999999	n/a	n/a	7.277437802408294e-07	0.0	n/a	0.0	n/a	0.0
8475.971271394677	-10.123916079661283	71842088.9935079	102.49367678802432	9800.752921014824	34.89403597940327	96054757.8187806	1217.59374693189	8964.34802697059	-2.3072892493382824	5.323583680112015	80359535.54865152	9163.141784752155	6803.665205654438	0.915714	15.182711	0.2003645421	0.151581	-0.0356083993	-0.0164895696	0.0998539856	0.0197761628	0.0002764912	0.0577694296	-0.0186454743	-0.0125045994	-0.085470887	-0.1472214632	0.1017655628	0.0585700143	0.0994932099	0.0265195392	0.0991630828	-0.0572644572	0.0103389656	0.0122147791	-0.0950266471	0.0594072869	0.0355237298	-0.0327413568	-0.1805129589	-0.0147167235	-0.0312132067	-0.0137593621	-0.0210671451	0.0935818689	0.0595499596	-0.028068565	-0.1518441055	0.0578855442	-0.0604336331	0.1066569672	-0.0372039987	-0.0517657892	-0.0247041352	-0.1050790241	0.0105876048	-0.0248455698	-0.1039591337	0.0923247957	0.0061806714	-0.0434389898	-0.0264735228	0.0999271547	-0.1356214744	-0.1056798786	-0.071817104	0.1159959067	0.0667402451	-0.0136727819	-0.0342163635	0.0770361035	0.0494805801	0.1292803423	-0.0478172558	0.0140742157	0.0844509581	0.0928459515	-0.0953456258	0.014068083	-0.0680354783	0.0082127849	-0.0612293739	-0.0335030239	-0.0165667489	-0.1054280548	0.0515632733	-0.010028016	-0.0352360309	-0.1223230656	-0.088541335	0.0481913827	0.0613863154	0.0032502187	-0.0180056041	0.0128859792	-0.1113492051	-0.0298437645	0.1154130763	0.1152422001	0.1149575937	0.0446337	-0.0051906	2.6942328360000035e-05	0.00199216717569	-0.0190065	-0.0189564921	0.0003593485927373	0.0003612470422499	0.0242518	0.1449498	0.00058814980324	0.0210104445200399	0.000101799	-0.000329322	1.08452979684e-07	1.0363036401000002e-08	-0.00114911	-0.0002960310000001	8.763435296105923e-08	1.3204537921e-06	0.0	0.0	0.0	0.0	0.0
8473.737840005579	-2.2334313890987687	71804232.9811424	4.988215769811656	9766.947369468691	-33.80555154613285	95393260.9179714	1142.815315338245	8973.261376515256	8.913349544665834	79.44780010539463	80519419.73126048	9167.699866165904	6640.245812141522	0.8647789999999999	14.338205	0.19859815	0.103098	-0.1051758516	0.0503676536	0.0283450979	0.0098805757	0.0271470816	0.0092711417	-0.0494527807	-0.0263067408	-0.0215036167	0.0087656287	-0.1078855693	0.049728997	-0.0291561418	-0.0414862337	-0.0987895552	-0.0776402412	-0.0108206047	0.0073591587	-0.023903728	0.0201654315	0.051070387	0.0874215838	0.0022473455	0.0642536486	-0.0970625347	-0.090402851	0.0213043734	-0.0213136306	0.008876699	-0.0723586692	0.1430221266	0.0224963639	0.0970247889	-0.0965225683	-0.0032456823	-0.0397221521	0.0153348605	0.0133239055	-0.0463854308	0.05033907	0.0889198201	0.0645916689	-0.0051128043	-0.0280691027	0.0478339611	0.0188448548	0.0134233705	-0.0147692026	-0.0273646939	-0.0258042379	0.0184032354	0.0819860368	0.1530553783	-0.1480939312	-0.1010839748	-0.0244094127	0.0681032109	0.0038960917	0.060596528	-0.0458859427	-0.0710342101	-0.0761137152	0.0100532328	-0.0240174046	-0.0261320372	-0.0661932952	-0.0377597992	-0.0909664599	-0.1410897903	0.0144926477	-0.0370458196	-0.0959388689	0.0187905501	0.0687434204	-0.0456197297	-0.035725296	0.0199190987	0.0202293349	0.02252944	0.1124164675	0.1153118061	0.1148374968	0.1140484259	0.0242749	-0.0203588	0.00041448073744	0.0005892707700099	0.0269541	0.0459606	0.00211237675236	0.00072652350681	-0.0500124	-0.0742642	0.00250124015376	0.00551517140164	0.00095464	0.000852841	7.27337771281e-07	9.113375296e-07	-0.00145656	-0.0003074499999999	9.452550249999996e-08	2.1215670336e-06	0.0	0.0	0.0	0.0	0.0
8515.016925607717	41.279085602138366	72505513.2433859	1703.9629081486669	9811.557643513152	44.61027404446031	96266663.39198136	1990.0765503218493	8981.217829478279	7.956452963022457	63.30514375278884	80662273.70053853	9201.360224991044	6950.330314551487	1.092309	18.110703	0.0635192	0.0327631	0.0381904186	-0.110951269	0.08094942	-0.0579234055	-0.0232296918	-0.0485135179	-0.0184152263	-0.0101008373	0.1000206547	-0.0303846901	0.0971151659	-0.0188340044	-0.0014449899	0.0754092479	0.1125475243	0.0965535745	-0.026345238	-0.0149703861	-0.047061053	0.032208088	-0.1592918536	0.1355556682	0.0934621401	-0.0089313673	0.0223317875	-0.0586019169	-0.0067652294	0.1184066698	0.0352609919	0.0970505066	0.0168179277	-0.1275010163	-0.0668060642	0.0583447898	0.0368387693	-0.012392383	-0.0172575983	-0.04011223	0.1086681153	-0.0765241961	-0.0837038171	-0.1001720561	-0.0580318744	-0.0953934129	-0.0414618744	-0.0659716257	0.0179690254	0.194703426	0.0842632241	-0.0004588299	-0.0957694938	0.0119058071	0.0917106076	0.0106287443	0.0485979085	-0.0442507017	-0.032900577	0.0433656814	0.1115779186	0.1258736421	0.1039428422	-0.0037160513	-0.0144099109	-0.0132938715	0.0207279308	-0.0216788636	0.0126310551	-0.123752555	-0.0078477232	0.0188660144	0.005676164	0.1282998722	0.0263837118	0.1038130963	-0.0646611867	0.0629704237	-0.031349904	0.0977742324	0.0531284455	0.0617329099	0.1151599564	0.1142313295	0.112689161	0.0363747	0.0120998	0.00014640516004	0.00132311880009	0.0269272	-2.690000000000331e-05	7.23610000000178e-10	0.0007250740998399	-0.0381235	0.0118889	0.0014534012522499	0.00014134594321	0.00120799	0.0002533499999999	6.418622249999999e-08	1.4592398401e-06	-0.00139281	6.375e-05	4.064062500000001e-09	1.9399196961e-06	0.000472972	0.000472972	2.23702512784e-07	2.23702512784e-07	0.0
8478.702485633521	-36.31443997419592	71888395.83988805	1318.7385506394787	9845.18340947964	33.62576596648796	96927636.36629312	1130.69213683302	8969.304309133076	-11.913520345202414	141.93196701555186	80448419.78983317	9197.24754360081	6960.097850937329	0.99348	16.472099	0.10361275	0.0502507	0.0754108584	-0.1291449415	0.0259421041	0.0670018214	0.0564005946	-0.0539749402	-0.1281969974	0.1466656708	-0.0183339983	-0.0638413766	-0.0315850694	-0.0490937146	0.0279416266	-0.0963742006	-0.0934670109	-0.0125343782	0.0555019884	0.1684992124	0.0493523245	-0.0500524764	-0.195914242	0.0792159181	0.0680915883	-0.0101081273	0.0558888283	0.0670386293	0.0156752588	0.0639723048	-0.0897531837	-0.1514444675	-0.0792835729	-0.1105850033	-0.0306543523	0.1155673895	0.0162206625	0.0103214412	-0.0071044143	0.0710476833	-0.10133403	-0.1583135353	0.0501687691	0.0778355066	0.0356084212	-0.0399695536	-0.0495492811	0.0515038155	0.0243368855	0.0608111829	0.1257427449	-0.0559667095	-0.0731288943	-0.0074497427	-0.036178268	-0.0045955916	0.0073902995	0.0655961115	0.0897626932	-0.0885268	0.0252032179	0.0743935749	-0.0542156962	-0.058033911	0.0873132415	-0.0420524547	-0.0415876897	0.086617514	0.0155944407	-0.1541932483	-0.0351427732	-0.03849022	0.0815816693	0.057989304	0.0848330716	-0.0643531864	0.1380510688	-0.0868576716	0.0399089013	-0.0864660286	0.0635162848	0.060976889	0.1149575937	0.1134247617	0.1108851636	0.0329851	-0.0033895999999999	1.1489388159999996e-05	0.00108801682201	0.0269499	2.2700000000000498e-05	5.152900000000225e-10	0.0007262971100099	-0.0204219	0.0177015999999999	0.00041705399961	0.0003133466425599	0.00184891	0.00064092	4.107784464000002e-07	3.4184681881e-06	-0.000856725	0.000536085	2.87387127225e-07	7.339777256250001e-07	0.0	-0.000472972	0.0	2.23702512784e-07	0.0
8451.393068088559	-27.309417544962344	71426044.79133534	745.804286645097	9740.159318101889	-105.02409137775066	94870703.54200706	11030.059769722122	8963.779573555754	-5.5247355773226445	30.522703199334572	80349344.24329537	9155.855259485768	6675.734559656368	1.082556	17.948986	0.18465225	0.0894121999999999	-0.1040192407	0.0035942909	0.0322794876	0.047329944	-0.0084178818	0.1205582612	-0.0404617618	0.1432402972	-0.0236018899	0.0726380931	0.1115845421	0.0048191032	-0.0640677847	0.1254393226	0.0075731442	-0.1015819039	0.1441063305	-0.0428302587	0.0086379587	0.0338917557	-0.0877390729	-0.0096388957	-0.1096774633	-0.0819668983	0.0830516759	0.0517916161	0.065152086	0.095726855	-0.0190609569	-0.1256106198	0.022295049	-0.0062512362	-0.0159423488	-0.0293006678	0.0117060104	-0.0745999655	-0.0952167298	-0.0156501492	0.1436858994	0.0377129811	-0.0061470876	0.1046930513	0.0465365246	-0.0379549913	-0.1583818822	0.0738407897	0.0444838571	-0.1208975468	-0.0778172856	-0.0258303298	0.0009345664	0.014163488	-0.023080705	0.0462917741	0.0400231351	-0.0834890867	0.0288003783	0.079059408	0.0922285969	0.0515702177	-0.0157805826	-0.0713644008	-0.148245012	0.0525455228	-0.1162115208	0.0228705181	-0.0389328427	-0.0694323274	-0.1705027214	-0.0585623358	-0.1272586829	-0.0238001064	0.0078965256	-0.0667562869	0.1048614935	0.0216768921	-0.0670564507	0.0452983977	0.040629	-0.237566284	0.1147048067	0.1124192083	0.108643553	0.0192662	-0.0137189	0.00018820821721	0.00037118646244	0.0119564	-0.0149934999999999	0.0002248050422499	0.00014295550096	0.0336932	0.0541151	0.00113523172624	0.0029284440480099	0.00136374	-0.00048517	2.353899289000001e-07	1.8597867876e-06	-0.0018093	-0.000952575	9.07399130625e-07	3.27356649e-06	0.00059875	0.00059875	3.585015625e-07	3.585015625e-07	0.0
8458.261333505048	6.868265416489521	71542184.7858666	47.17306983134598	9719.339366302796	-20.81995179909245	94465557.71736324	433.47039291653294	8958.141147295462	-5.638426260291453	31.791850692744266	80248292.81486806	9155.0714902864	6567.459869406565	0.979907	16.247046	0.05378718	0.0292559	-0.1544306088	-0.0035761773	-0.055847272	-0.0272229095	0.1130834384	0.0813725858	0.0037743329	-0.0265805745	0.0266027736	0.0019408224	-0.0664802806	-0.0678568197	0.1535541258	-0.0123864422	-0.0340278186	0.0143754737	-0.0369605764	0.026185254	-0.0370241315	-0.0116948076	0.0536642561	-0.0429299101	-0.0592995748	0.0603318554	-0.0196623494	0.0779897761	0.0572348338	-0.0179080937	-0.0047334278	0.0363365928	0.0473803587	-0.0255657754	0.1004072616	-0.0518049775	0.1850627122	0.0395506145	-0.0930978294	-0.1346707086	-0.0660236763	-0.044874582	0.0121327968	0.0032168615	-0.0017925833	0.0069958016	0.0391695924	-0.0318306283	-0.0081365417	-0.0766114711	-0.0666815201	-0.0520977074	0.0315235078	-0.0581554386	0.0119981405	0.0418304748	-0.0564031678	0.1163356415	-0.0277787037	-0.1506970783	-0.0079906941	0.0980521542	-0.0967050529	-0.0155411073	0.0034733597	-0.0303755618	0.0173940625	-0.1590025222	0.011339069	-0.0031908623	-0.1402669692	0.0329046789	-0.0458484022	-0.0373814176	0.0752458091	-0.0573337716	0.0593439465	-0.0054025257	-0.0248390479	-0.099023472	-0.1040316006	0.0161283412	0.1144017065	0.1112164334	0.105973176	0.0368542	0.0175879999999999	0.0003093377439999	0.0013582320576399	0.00544207	-0.00651433	4.2436495348900005e-05	2.9616125884900003e-05	0.0245552	-0.009138	0.00060295784704	8.3503044e-05	0.00136374	0.0	0.0	1.8597867876e-06	-0.00142086	0.00038844	1.508856336000001e-07	2.0188431396e-06	0.000576253	-2.249700000000001e-05	3.32067520009e-07	5.061150090000005e-10	0.0
8517.979118303921	59.71778479887325	72555968.25986165	3566.213821284537	9828.11941294222	108.78004663942374	96591931.19505171	11833.098546875206	8984.62981319712	26.48866590165744	701.6494212496297	80723572.8801905	9194.876009700783	6896.936015977105	1.14049	18.90955	0.16913498	0.104887	0.0421392282	-0.1285330556	-0.0219949499	-0.0679651108	0.0152500704	-0.0785789144	-0.0929515886	-0.0492209526	0.0608345557	-0.0047976917	0.0338678104	0.1114918941	-0.0820013784	0.0509920857	-0.0695347544	0.082155623	-0.1454301548	0.0626878995	0.0310931761	0.0528200497	-0.116069491	-0.0745692864	-0.0799942315	0.0707562472	0.0265006323	0.0207257615	0.1307719009	-0.0556876061	-0.0103194771	-0.0317713655	-0.0243425089	0.0712325734	0.0808880972	0.0275458067	0.0551862198	0.0785040495	-0.0277052766	0.0510473098	0.0898988126	-0.0851782208	0.1037775299	-0.109614491	-0.0699563732	-0.0305946802	0.0583908713	0.0666448574	0.0446679176	0.1098218663	-0.0674059862	0.0148867413	0.0520738019	-0.0709006077	-0.0613856234	0.0402168031	-0.1288997872	0.0850327142	0.0789575706	-0.000596377	0.0422852173	0.0129955853	0.1440106842	-0.1248399906	0.0516488324	-0.008440787	-0.0183400532	-0.0255478552	0.0462128629	-0.0329265434	-0.0783958294	0.0830543705	0.024329717	-0.0262295524	0.0552490117	-0.0286393001	0.0472346126	-0.0358547377	-0.0028899467	0.0539544576	-0.0313957621	-0.0502895003	0.1140484259	0.1098185471	0.1028845713	0.0270994	-0.0097547999999999	9.515612303999996e-05	0.00073437748036	0.030664	0.02522193	0.0006361457529249	0.000940280896	-0.0713976	-0.0959528	0.00509761728576	0.00920693982784	0.00136374	0.0	0.0	1.8597867876e-06	-0.00113185	0.0002890099999999	8.352678009999997e-08	1.2810844225e-06	0.000101154	-0.000475099	1.0232131716e-08	2.2571905980100003e-07	0.0
8496.399067952301	-21.58005035162023	72188797.12190074	465.6985731784644	9820.447258750064	-7.672154192156086	96441184.36189164	58.8619499482182	8980.869809665417	-3.7600035317027514	14.137626558417155	80656022.53815974	9195.333208400416	6969.236028333963	0.932987	15.469113	0.18325292	0.111981	0.1021119337	-0.151604909	-0.0143983364	-0.0473781537	0.033841317	-0.0323864179	-0.0024791371	0.0370959754	0.03973297	-0.1600075923	0.0236646623	-0.0607740347	0.0697595076	-0.0780337397	0.0795624586	0.097575074	0.0001037904	-0.0014600705	0.0713107131	0.1231563506	-0.0435556532	-0.1316541069	-0.0060617371	0.026404271	-0.001739237	0.0436832556	-0.0977086855	-0.1513709198	-0.0476494509	-0.1342813709	0.1241558253	0.1422140001	0.0606939108	0.0348508934	-0.1126480062	-0.0141803509	0.0961472935	0.009042423	-0.0564954838	-0.1420885205	-0.0933149076	-0.0697354245	-0.0391912266	0.0426882709	-0.0851530762	0.0545634093	-0.0429388219	0.0654148733	-0.0437375807	0.0305695653	0.0317297355	-0.0449033179	-0.0605580405	-0.1001750462	-0.0919729026	0.1592167737	-0.08524296	-0.0970369736	-0.0215827499	0.1715217092	0.0057110655	-0.0322178986	0.0654987532	-0.0206826333	-0.1474508863	0.0167084149	-0.0060448455	-0.0176713015	-0.0010505148	0.1473887782	-0.0047537511	0.0334901357	0.1163513994	-0.0798545496	0.0094882933	-0.0638485857	-0.0053493351	0.0482208706	0.0198126604	0.0294176614	0.1136451198	0.1082280018	0.0993899282	0.0239727	-0.0031266999999999	9.776252889999998e-06	0.00057469034529	-0.00136022	-0.03202422	0.0010255506666083	1.8501984484000005e-06	0.0199984	0.091396	0.00039993600256	0.008353228816	0.00058204	-0.0007817	6.110548899999999e-07	3.387705616000001e-07	-0.00148427	-0.00035242	1.241998564e-07	2.2030574329e-06	0.000101154	0.0	1.0232131716e-08	0.0	0.0
8475.779592088325	-20.619475863975826	71838839.69366094	425.1627849050815	9749.24044406494	-71.20681468512339	95047689.23619156	5070.410457601504	8980.891284572199	0.0214749067818047	0.0004611716212872	80656408.26530488	9178.859306868528	6735.174446143075	1.042925	17.291893	0.1709237699999999	0.0960523	-0.0560954794	-0.098921693	-0.000674891	-0.0110618784	-0.0399806572	0.0658479568	-0.0961591254	-0.0341652944	0.0513119244	-0.0456707845	-0.0394706853	0.0517655013	-0.0647123063	-0.0282445048	-0.0676234492	-0.0031109013	-0.0603659806	0.0295692834	0.0462947191	0.0482948627	-0.0372508792	0.0591071435	-0.0514613451	0.0580816633	-0.0295973428	-0.0253732941	-0.0173454478	-0.0389984389	-0.0765303679	0.0132789122	0.0520387972	0.0703922757	-0.061590305	-0.1044450929	0.0152371718	-0.1291631437	-0.0435469245	0.0541038194	0.0285038554	-0.0834349095	0.0985869734	0.0506901444	-0.0904731458	-0.0047598333	-0.0261137355	-0.0306554555	-0.0281067197	-0.0312101308	-0.0170606124	0.0929023928	-0.0002654952	0.145181923	0.0005660188	0.0017352316	-0.0939274703	0.0045632201	0.0730796196	0.0017619466	0.0089978363	0.0397064875	0.0122478434	-0.1456509041	0.0004642246	-0.0173103953	0.0460729498	-0.0323682274	0.0352819994	-0.0464556718	0.0602071779	0.0385303456	-0.010755671	0.0745203833	0.1332668888	0.1316497212	-0.0162019941	-0.0595650335	0.0605227859	0.0687138261	0.047006185	0.0485212598	0.1131919653	0.1064475877	0.0955030384	0.0227536	-0.0012191	1.4862048100000018e-06	0.00051772631296	0.0251736	0.02653382	0.0007040436037924	0.00063371013696	-0.0315649	-0.0515633	0.00099634291201	0.00265877390689	0.00174246	0.00116042	1.3465745763999995e-06	3.0361668516e-06	-0.000812539	0.000671731	4.51222536361e-07	6.602196265210001e-07	0.000101154	0.0	1.0232131716e-08	0.0	0.0
