global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
2701.207373680556	n/a	n/a	7296521.275626207	4220.546744967077	n/a	n/a	17813014.82645219	2924.2668519693334	n/a	8551336.621526636	n/a	3204.760066065276	2186.9062744877283	n/a	n/a	n/a	n/a	-0.0238760611	0.0592666959	-0.0055077406	0.033395194	-0.1441703342	0.113424314	-0.0341574672	0.158379647	-0.0025713832	0.0183749631	-0.0474824836	0.2428896643	-0.0971503697	0.0951106707	-0.1053354927	0.2565354162	-0.0092659666	0.0761316457	-0.0290555956	0.009609887	-0.1492564931	0.0409349651	-0.0892450968	0.0017104182	-0.1146496548	0.1923648929	-0.0897506986	0.1188414679	0.0278759882	-0.0222187772	0.0172630744	-0.0036683041	0.1248318326	-0.164156876	0.0690399779	-0.0173575864	0.0428611819	-0.0315006737	0.042720195	-0.008323415	0.0841690772	-0.0331382123	0.0230253967	-0.0029741902	-0.0064226504	0.0175648798	0.0250317537	-0.0736000918	0.0214293697	-0.0383161613	-0.0544248072	0.1171137342	0.1163275911	-0.0044115685	-0.1353498469	0.00994073	-0.1794441796	-0.0005557835	0.0777464517	-0.1014065923	0.0378977946	-0.0503253425	0.0923427163	-0.0812946174	-0.0729003249	0.0417403169	-0.0124674153	0.1588578928	-0.0537832851	0.2905807924	-0.0945510736	-0.0507365209	0.0676580262	-0.0758724176	0.036036653	-0.0590856386	0.0644985263	-0.0867249871	0.1119335707	-0.0395322611	0.1114472037	-0.0518203002	0.0620138128	-0.0712760288	0.0305829142	-0.014123011	-0.1476643902	0.0201745681	-0.1143887393	-0.050895323	0.129729644	-0.0160188719	0.0120520079	-0.0400140599	0.0975588885	-0.0012611997	0.1811098287	-0.2405909798	0.1252329268	-0.0837492294	0.0157482927	-0.0513026323	0.1812745336	-0.0178107249	0.0164100824	-0.075494147	0.0177784258	-0.0674680613	0.0730897543	-0.0364529509	-0.0917748733	-0.0621436261	0.1675619787	-0.0116311668	0.1154637225	0.1154447293	0.1154130763	-0.00514983	n/a	n/a	2.65207490289e-05	-0.0235637	n/a	0.00055524795769	n/a	-2.06238e-05	n/a	4.2534112644e-10	n/a	-0.000353662	n/a	1.25076810244e-07	n/a	-0.000521138	n/a	2.71584815044e-07	n/a	0.000140653	n/a	n/a	1.9783266409e-08
2709.237743205704	8.030369525148217	64.48683471042919	7339969.149210338	4234.885890026141	14.339145059064322	205.6110810248888	17934258.5015425	2928.403767633006	4.136915663672426	8575548.626287183	17.114071208338267	3224.153920748802	2163.416020402065	1.085034	17.203424	0.1020364061999999	0.0522	0.0376801437	0.1251272174	0.1061434465	-0.096860683	-0.0969545185	-0.1177997256	0.1611732725	0.0169326578	0.0850722102	-0.0091497509	-0.1085062685	0.0454378299	-0.0585975758	0.081383769	-0.0325042509	-0.0157724911	0.028105643	0.0346299499	0.0908117755	0.1337578998	-0.1019859928	0.0438436334	0.12632317	0.0499336988	0.0376828095	0.257158365	-0.0812327898	0.1243149368	-0.0262072532	0.0970593069	-0.010453018	0.0045140494	0.0063162127	0.0155894879	-0.1484828436	0.0364517149	0.0721067933	-0.1257340246	-0.0694389752	0.0464298455	0.0470241012	0.0084427588	-0.0288185662	0.0586943118	0.0617560265	-0.0103500651	-0.0756932015	0.033356071	-0.0031530336	0.0963806082	-0.0167994416	0.159755081	0.013369672	-0.0179893544	0.107519164	0.0020909966	0.0987526507	-0.0547934811	-0.0668604348	-0.0864982867	-0.1522561799	-0.1709938999	-0.0179641416	-0.0190512908	-0.03286177	0.0755276519	0.0922373404	0.2874302963	0.1323488639	-0.0134322042	-0.0042079505	-0.0347755679	-0.0205426949	-0.0542387005	0.0530906384	-0.0950738797	0.1852458181	-0.1444439131	0.0132599032	0.095379166	-0.062505544	-0.0567588946	-0.0322424537	0.0131934328	0.0679099683	-0.0371115946	-0.0564269276	-0.1297932662	0.0050173669	-0.0429049508	-0.0028734459	0.1165637683	0.1549056434	-0.0632489577	0.049757795	0.0206213617	0.2383165148	-0.1349241204	0.1529218364	-0.0928543709	0.0364742069	-0.0091543559	-0.0264041885	-0.0605406894	0.0120883499	-0.0882653134	0.0541661099	0.0392537182	0.1218715072	0.0745013424	0.1119124904	0.1116393638	0.1666562608	0.0957011766	0.1154130763	0.1152422001	0.1149575937	0.007759	0.01290883	0.0001666378919689	6.0202081000000006e-05	-0.0212892	0.0022744999999999	0.00045323003664	5.173350249999994e-06	-0.0322127	-0.0321920761999999	0.0010376580412899	0.0010363297700666	0.000247327	0.0006009889999999	6.1170644929e-08	3.611877781209999e-07	-0.000771138	-0.00025	5.946538150439999e-07	6.25e-08	0.000382884	0.000242231	5.8675857361e-08	1.46600157456e-07
2724.377059718918	15.139316513213998	229.1989044872741	7422230.363522698	4233.689047088192	-1.196842937949441	1.4324330181194491	17924122.947434522	2931.988303467091	3.5845358340852727	8596555.411667831	12.848897145841402	3220.5872021952523	2230.515749293323	1.132444	17.955116	0.05742766	0.0318895	-0.0397554206	-0.0168666502	-0.1353897589	0.0119019461	0.0344384327	-0.0270167616	0.0265938018	0.1139315336	-0.027669026	-0.0835049099	-0.0299494754	0.0968712487	-0.0473144412	-0.028929596	0.1814106121	-0.1104145889	-0.0494881331	-0.0225155769	0.093113821	0.15325224	-0.0707181552	-0.0616211591	0.036274683	-0.0368270484	-0.1898447952	-0.0125487938	-0.001258579	-0.0249651061	-0.1006722353	0.0950173399	-0.082878616	0.2034323293	-0.1593582382	0.0046990798	0.0909606968	0.0041955184	-0.042047238	0.1236329608	-0.0363505459	-0.0226482491	-0.1339293406	0.1448560799	0.0490179218	0.0008633934	-0.0171065396	0.0523734021	-0.0924918557	-0.0400438791	0.1480157957	0.0236351946	0.0151655799	-0.0540055075	-0.0951668433	-0.1141453553	0.0045784999	0.1748838236	0.0070556434	0.0666561156	0.1401915263	-0.0389553718	-0.0114128272	-0.1960459892	-0.0421919462	0.0418346389	-0.014337656	0.1436729575	0.0387519788	-0.0072884463	0.0689717614	0.0137970362	0.0471423197	0.023316058	0.0040655404	0.1648843983	0.0080906302	0.005558839	0.0909637001	0.0131916555	-0.0776340355	0.0420241252	-0.11593974	0.1194564967	0.0967147221	0.0067279033	0.0203574809	0.0734767297	0.1205499844	0.0139188691	-0.0854806213	0.0598169979	-0.135708106	0.0341551693	0.1035570602	0.0750024669	0.1388048202	0.128389212	0.2096918174	-0.1483321318	0.0398516584	-0.0456936076	-0.1776974686	0.0326628832	-0.0302601504	0.0199424573	0.022082344	0.0972469445	0.0491289971	0.0983875792	-0.0172330654	0.0825844814	0.0866655413	0.1161602802	-0.0105118648	0.0508558588	0.1153118061	0.1148374968	0.1140484259	0.00730844	-0.00045056	2.0300431360000006e-07	5.34132952336e-05	-0.0215443	-0.0002550999999999	0.0004641568624899	6.507600999999884e-08	-0.0610752	-0.0288625	0.00373018005504	0.00083304390625	4.4087e-05	-0.0002032399999999	1.943663569e-09	4.130649759999999e-08	-0.000521138	0.00025	2.71584815044e-07	6.25e-08	0.000486834	0.00010395	1.0805602500000002e-08	2.37007343556e-07
2727.032561506426	2.655501787508001	7.051689743458189	7436706.5915163	4223.044275272218	-10.6447718159734	113.31116701414165	17834102.950909454	2937.025348822379	5.037045355287773	8626117.899625216	25.37182591122613	3223.658913241508	2256.3194345138854	1.095529	17.369831	0.04066676	0.0209325	-0.2244126316	-0.1206470501	0.0513477656	0.0956515701	0.0645313222	0.0910838985	0.0810237957	0.007483182	0.0261019137	-0.1857219921	0.0659258904	-0.0494356208	0.1988828516	-0.0408444651	0.1587580093	0.0465044256	-0.014531545	-0.1107087821	0.3026541081	0.0466839767	-0.0833381547	0.0780220776	0.0538061427	0.1584571136	0.0635129227	-0.0603304765	-0.1493266311	0.0946982577	0.0948852217	-0.0875972445	0.0569203071	-0.0238857781	-0.1069462502	-0.0225175603	0.0194364607	-0.0718658253	-0.1986799069	0.1989238751	0.0100747723	-0.1221214362	0.0154345246	-0.0192684485	0.140515194	0.0263314755	-0.0600766423	0.0823656554	-0.0410553046	-0.0257832834	-0.0013643371	-0.031687566	0.0252908992	0.0404107347	-0.0748069622	0.0653804314	0.0091137538	-0.01253895	0.0152004268	-0.0557080889	0.0295847959	0.1106599236	0.04371233	-0.3210570135	-0.0504288642	0.2109615011	0.003355944	-0.1348224051	-0.0477778611	-0.0510549742	-0.0718332368	0.0756039848	-0.0530530648	-0.0909369116	-0.1457594711	-0.1967574588	-0.092987182	-0.0571432762	-0.0340224476	0.076579257	-0.0719573903	-0.0358941952	-0.0195052994	0.032072797	0.120444695	-0.0107975242	-0.1838904501	0.0645193886	0.0818701136	-0.0488971128	-0.036641686	0.1741762346	-0.0481428885	-0.1280056688	0.1668371671	-0.14065241	0.1369096121	0.0719626398	0.2138762643	0.0330993068	-0.0980942383	0.0263697394	0.0241208826	0.1442754976	0.0842287637	0.0416482699	0.0367228171	0.0006175729	-0.0306802352	0.0411899172	-0.0431647396	-0.0165200913	0.0054831656	0.0489401844	-0.0897866098	-0.028529551	0.1151599564	0.1142313295	0.112689161	0.012709	0.0054005599999999	2.91660483136e-05	0.000161518681	-0.00666075	0.0148835499999999	4.43655905625e-05	0.0002215200606024	-0.0516423	0.0094329	0.00266692714929	8.897960241000002e-05	-0.000119005	-0.000163092	1.4162190025e-08	2.6599000463999995e-08	-0.000521138	0.0	2.71584815044e-07	0.0	0.000430931	-5.5903e-05	3.1251454089999996e-09	1.85701526761e-07
2721.204970439257	-5.827591067169124	33.960817646149366	7404956.491143318	4251.480899783125	28.436624510906768	808.6416135743036	18075089.841220733	2938.7401237339554	1.7147749115765691	8636193.514843864	2.9404529973724305	3224.937109330826	2273.3191416251043	1.148313	18.20673	0.080088379	0.0443392	0.0210955343	-0.2472686875	-0.0096463995	0.1695944934	0.0200617049	-0.0466775512	-0.1583986769	-0.0044483017	0.0839375746	0.0182658471	0.0722653573	-0.1736854869	0.1487076756	-0.0863667504	0.0374489989	0.1283075863	-0.1074188552	-0.2604777711	0.0049103891	-0.067333567	0.0160168835	-0.1134080087	-0.0856477752	-0.1477376117	-0.0532221329	0.1753525339	0.0618234071	-0.0034879828	0.1014550095	-0.067143351	-0.0468046358	-0.0033304079	-0.0567353836	0.1061916617	0.0251498137	-0.0466179807	-0.0972611985	0.0807175056	-0.030538182	-0.1150948063	0.1417902181	-0.0696663109	-0.1463008951	0.0241262012	-0.0135067457	-0.0542703079	-0.0303641193	0.1756006074	-0.1504736026	-0.088400834	-0.0093313975	0.0151279996	-0.0554298853	0.0341236998	0.0217305911	-0.0450015306	-0.0730756703	0.1662958244	-0.1131250737	0.0923788164	0.1546461952	-0.0010026876	-0.1425156374	0.0744382114	0.0102156842	-0.0383216191	-0.0715996838	-0.0131215411	0.1303836486	0.2188515974	0.019229603	0.1539139801	0.0441249456	0.0422296755	-0.0476702538	-0.1251183643	0.1841355899	-0.0119565046	-0.0498987329	-0.0937521466	0.0530947729	0.0367820653	0.0303588002	-0.0045515191	-0.0473977864	-0.0818323778	0.0156650397	0.1178369319	0.2088485257	-0.0096958239	0.0911595272	-0.0366137783	0.0614164473	0.0893503722	0.0661347698	0.0288834374	0.1973117739	0.0742306087	-0.2249715394	-0.1116678316	0.1545274964	0.0368899577	-0.047352944	-0.0014634875	0.0220697766	0.1744447858	-0.1458988991	-0.0289788682	0.0284110897	-0.010546517	0.0149197217	-0.0161470941	0.2513635801	-0.0767052629	0.1149575937	0.1134247617	0.1108851636	6.261e-06	-0.012702739	0.0001613595781021	3.9200120999999997e-11	0.00311024	0.00977099	9.673592857599998e-06	9.54722455801e-05	-0.0116742	0.0399681	0.0001362869456399	0.00159744901761	0.000110097	0.000229102	1.2121349409e-08	5.2487726404000006e-08	-0.000521138	0.0	2.71584815044e-07	0.0	0.000307102	-0.000123829	1.5333621241e-08	9.431163840400003e-08
2712.4768131246865	-8.72815731457058	76.18073010789193	7357530.461739056	4234.720791740019	-16.7601080431059	280.90122161658314	17932860.183995213	2933.91400465292	-4.826119081035358	8607851.386698535	23.29142538433357	3227.54002107666	2201.479671386231	1.266971	20.088078	0.04580769032	0.0221433	-0.008313561	0.1030126781	0.0415321723	0.1160800192	0.1920554176	0.0974586421	0.170375927	-0.1063790304	-0.0225795385	0.1138851785	0.1397136841	-0.1765120037	0.0125567581	-0.0714118839	-0.0063123253	0.1420919454	0.0467561397	-0.1588043484	-0.0413966574	0.0049419237	0.1040146135	0.209813012	0.0603214297	-0.1169757515	-0.0661287165	0.2273008768	-0.0103739376	0.0247093067	0.0531761896	-0.022100465	-0.0377315252	0.0228071716	0.0495542775	0.0121301121	-0.0151899024	0.0898850043	0.0394796247	0.053120232	0.1671494216	-0.0556326292	-0.1203251008	-0.0695569423	-0.058948049	-0.1248819162	-0.0289690089	0.0815881522	-0.0337107626	0.0236319375	0.0920744688	-0.1081801335	-0.1541533239	-0.0556975713	-0.0697387907	0.046789799	-0.0224944197	-0.0241661473	0.1002170105	-0.1880239126	-0.1058188649	-0.0274656853	0.1956543448	0.1007169018	-0.1276226153	-0.0144623182	-0.0227702729	-0.0159100724	0.0969465993	0.1316921303	0.2118114358	0.1315435482	0.0549395551	0.0756689279	-0.0039107088	-0.0838716704	-0.0101113761	-0.1187284135	-0.0158509381	0.0120294064	0.0170051248	-0.01374325	0.0241108824	0.0048841849	-0.0139875697	0.0057515037	0.0837889915	0.0362470551	0.0911988392	-0.0016261036	-0.0276876658	0.0490625975	-0.0202650197	0.1111133635	-0.0618165839	-0.0857535969	0.1471587282	-0.0251094091	0.1121499589	-0.003149094	-0.14458382	-0.1097856829	0.0686584255	-0.1361384392	0.0943386234	-0.0043285937	0.0308543972	-0.0475797675	0.1443489227	0.0561493097	0.0284923828	-0.0128927845	-0.0111464255	0.0566087746	-0.0893005025	-0.0488145251	0.1147048067	0.1124192083	0.108643553	0.0103933	0.0103870389999999	0.0001078905791875	0.0001080206848899	6.63868e-06	-0.0031036013199999	4.40720721424e-11	9.63234115350574e-06	-0.0186212	-0.006947	0.00034674908944	4.826080900000002e-05	0.000310396	0.000200299	9.6345676816e-08	4.0119689401e-08	-0.000521138	0.0	2.71584815044e-07	0.0	0.0	-0.000307102	9.431163840400003e-08	0.0
2712.2676904553905	-0.2091226692959935	0.0437322908134814	7356396.024688218	4244.288357057262	9.567565317242952	91.53830609971024	18013983.657851834	2933.894873567196	-0.0191310857239841	8607739.129143873	0.0003659984409784	3231.4506131445414	2214.9360767133107	1.09906	17.425806	0.06440334009	0.0412587	0.0832779079	-0.0433216609	0.0998467665	-0.021628975	0.1349917647	-0.0679565484	0.005774114	-0.1026642909	-0.1079276386	-0.0132011438	-0.0359283955	-0.0173078201	0.0452719968	-0.0456153348	0.0363073166	0.2413161955	0.029726286	-0.1334176547	0.0461972697	0.0559909262	-0.0228441942	-0.0294616114	0.1360915554	-0.0709697021	0.0046163837	-0.1196323597	0.0998114135	0.1383336559	0.0067397415	-0.1135755136	-0.0633776613	0.0393801488	0.0172030863	-0.0647448047	-0.0332755536	0.1213227539	0.0410469771	-0.0849016339	0.0793361678	0.035553759	-0.0326712207	-0.1179812674	-0.1145280322	0.0083795213	-0.0537303154	0.026070576	-0.0429469033	-0.0351549451	0.0766862193	-0.027975023	0.0354421376	-0.0285446509	0.0538038092	0.0635074493	0.0887990834	0.0763891014	0.1461865833	0.0397964063	-0.0326130862	0.0916440115	0.0392376337	-0.0620408609	-0.0914671634	-0.0552019874	-0.0028460748	0.0376361287	-0.1438110587	0.1047392778	-0.1177926801	0.1038691322	0.0124677931	0.0719600915	-0.0426714769	-0.0074424392	0.1080520076	-0.0627802522	-0.1060335206	0.1314210507	0.0283480473	0.1244326992	-0.0643531778	-0.0160275866	-0.1393271986	-0.0610567478	-0.0348246692	-0.0538637429	0.0540026356	0.0726700334	-0.0989495852	-0.003656127	-0.0856719375	0.0438261991	0.1779672527	0.0807176908	0.0642893796	-0.1321224	0.0768473095	0.0588970898	0.0069028173	0.0998847508	0.1815409243	-0.1320751877	-0.1683958747	0.1432026651	0.0527124922	-0.0820855053	0.0167500536	0.1262026762	0.0144803381	-0.0476077139	-0.0854973791	0.0576426878	-0.2482430119	0.208078779	0.1144017065	0.1112164334	0.105973176	0.00737429	-0.0030190099999999	9.114421380099992e-06	5.438015300410001e-05	1.80859e-06	-4.83009e-06	3.2709977881000004e-12	2.33297694081e-11	-0.0523637	-0.0337424999999999	0.00274195707769	0.0011385563062499	0.000682987	0.000372591	4.6647124216900004e-07	1.38824053281e-07	-0.000521138	0.0	2.71584815044e-07	0.0	0.000180149	0.000180149	3.2453662201e-08	3.2453662201e-08
2714.799300489341	2.5316100339505283	6.409049363998995	7370135.241937416	4248.707727122022	4.419370064760187	19.530831769298462	18051517.35050638	2928.8057625988604	-5.089110968335717	8577903.195032293	25.899050448034902	3222.077357157647	2219.689190495232	1.163461	18.446909	0.13585235513	0.0841649	-0.0858966118	-0.0540552351	-0.1085653788	0.0957717466	-0.024718309	-0.0222481473	-0.1270081407	0.0358985804	-0.1137419763	-0.0140210098	-0.0273751508	-0.024048803	-0.0990602429	0.1067173933	0.0661817698	-0.0557275267	0.0846295523	-0.0050774003	-0.0175058085	0.075500215	0.020704848	0.0073806834	-0.0170669816	-0.0729710936	-0.1321558367	-0.0174145755	-0.0736559924	-0.1225503618	0.1427949935	0.0649643683	0.1768239006	-0.1019971336	-0.0747481078	0.1082155782	0.074948871	0.0261091592	-0.0108244003	0.0953377228	0.065650594	0.0972936095	-0.0223735881	0.0177355595	-0.0878640067	-0.1181048672	-0.013857758	0.0868066073	-0.0466995819	-0.0310624294	-0.0322555823	0.0094049957	0.048411457	0.0548557736	0.0500103426	0.0446628592	-0.0329583598	-0.0336742573	0.0157409016	0.1003407807	0.1026595221	0.039853749	0.0284871696	0.0060947579	0.0127842117	0.0146892686	0.0400988182	0.1016540899	7.11281e-05	0.080543558	0.0339345359	-0.0001319149	0.0978530445	-0.0322058553	-0.1282773536	0.0811591546	-0.1521950502	0.0125677462	-0.0490024182	-0.0531262602	0.0487268311	0.0134514979	0.1100497095	0.0211787927	0.1119376494	-0.0648791838	-0.0103736487	0.0840935251	-0.0039701484	0.0464553382	-0.0102825762	-0.1224199258	-0.0191580411	-0.0931818559	-0.0226949017	0.0793902266	0.1219193616	0.127344504	-0.0201996802	-0.1511728307	0.0637414414	-0.0375178915	0.0148452126	-0.0208115123	0.086134601	0.1384768713	-0.001601875	0.1364598523	-0.0250793063	0.0761164117	-0.0407103864	-0.0456877601	0.0756387459	0.0376007281	-0.0162557237	0.000918811	0.1140484259	0.1098185471	0.1028845713	7.21477e-06	-0.00736707523	5.427379744447957e-05	5.205290615290001e-11	-9.52131e-06	-1.13299e-05	9.06553441161e-11	1.2836663401000002e-10	0.0116894	0.0640531	0.00013664207236	0.00410279961961	-0.000235568	-0.000918555	5.5492282624e-08	8.43743288025e-07	-0.000580097	-5.895900000000003e-05	3.36512529409e-07	3.4761636810000034e-09	0.000491052	0.0003109029999999	9.666067540899999e-08	2.41132066704e-07
2706.204781787897	-8.59451870144403	73.86575170947118	7323544.320971679	4237.022118284841	-11.685608837181462	136.55345389561347	17952356.43083496	2923.5652981042244	-5.240464494635944	8547234.052279243	27.46246811953996	3214.186284470224	2216.7173636242183	1.208835	19.166317	0.08233753282	0.04856	0.0014731527	0.0668841547	0.1088776679	0.113364596	-0.0953446641	-0.0165734927	0.0162926664	0.00428124	0.0983590142	-0.014294716	-0.0638632976	-0.0888201186	-0.1194918202	-0.0289939335	-0.0447471239	0.0828527158	-0.1036498575	0.0770598916	-0.0427150137	-0.1102486354	-0.1842325738	0.1388766069	0.1137655709	-0.0068184166	-0.0519223155	0.006126501	0.0386348989	0.0845384392	0.002312742	-0.1023149423	-0.0058738335	0.0721706875	-0.0298480881	-0.0486349945	-0.0097250486	0.0488828205	0.0296229111	-0.0640892539	-0.1321926964	-0.0642441669	0.0208527549	0.0745708839	0.0766741139	0.0132517697	0.0133917984	0.0059613253	-0.0746175067	0.1184198276	-0.0794292203	0.2209601651	0.1574201028	-0.0032475803	-0.0162343698	0.1075684733	0.1622391191	-0.1051455463	-0.0517912032	-0.0297365132	-0.098427672	-0.0201080564	-0.039476321	-0.0063858713	0.1071425373	-0.0532060553	-0.1674068801	0.0605071594	-0.182079423	-0.0127908859	-0.0708879637	0.0806932062	0.1751790153	-0.1280896125	0.0751242523	0.0134541008	0.0662006103	-0.0866942907	0.0959782327	-0.0518532118	0.0003977189	0.0639065589	-0.1215039223	0.021762628	0.0784030212	-0.0080923624	0.0096273395	-0.0756926451	0.0761851119	-0.1416923184	0.0015385923	0.0200128856	0.1399566735	0.0445702961	0.1127837358	-0.1131133148	0.0197316831	0.1246848186	-0.0394903086	0.0075019479	-4.3184e-06	-0.0091059693	0.0528930037	-0.1023193102	0.0884660648	-0.0222244279	-0.076056984	0.0741106949	-0.0769471747	-0.0102106379	0.0201907859	-0.0054396604	-0.1103733419	0.0484290279	-0.0540264542	0.0571772333	0.1136451198	0.1082280018	0.0993899282	-4.32034e-06	-1.153511e-05	1.3305876271210004e-10	1.86653377156e-11	4.0864e-06	1.360771e-05	1.6698664960000004e-11	1.8516977144410003e-10	-0.00730974	-0.01899914	5.3432298867600006e-05	0.0003609673207396	0.000310396	0.000545964	9.6345676816e-08	2.9807668929600004e-07	-0.000521138	5.895900000000003e-05	2.71584815044e-07	3.4761636810000034e-09	-0.00017029	-0.000661342	4.37373240964e-07	2.89986841e-08
2701.8496630011164	-4.355118786780622	18.96705964696952	7299991.601459246	4234.149886652064	-2.872231632776675	8.249714552322963	17928025.26263569	2926.790702291103	3.225404186878677	8566103.815017648	10.4032321687345	3218.08377243467	2197.700385467284	1.067	16.9175	0.05137325839	0.0236203	0.1701008724	0.058229269	-0.0888160195	0.0790643084	-0.090090807	-0.1167507198	0.0410416535	0.0784409677	-0.0555263051	-0.0869750141	0.1331544125	0.0505507126	-0.1049050548	0.0071403462	-0.0449008695	0.0645043232	0.1511758468	-0.0043182234	-0.0861921128	0.1398733487	-0.0729614272	-0.0171515996	-0.1421623317	0.2044300195	0.0136731953	0.0650812357	0.0213877675	-0.0458324764	0.1495342871	0.043086045	0.0349126068	0.0320912378	0.0124398597	-0.0653888954	-0.1521178391	0.0517711599	0.0563942879	-0.1016847858	-0.0386945423	-0.0143730294	0.1070875479	0.0526328867	-0.0990227097	-0.03071642	-0.0101777649	-0.0642712831	-0.0238118455	0.0611156853	0.076416227	0.0509161524	0.0121921795	-0.1003405494	-0.0231764114	-0.1017881663	0.0192895199	0.0852649507	0.0382835838	0.0759177694	0.0396000738	-0.161974341	-0.0261462772	0.0269539525	-0.0189594235	0.1569429328	-0.0741463404	0.0282732894	0.0429009872	0.0498723491	0.0245010245	-0.1164707009	-0.0730320646	-0.0818972806	-0.0318995165	-0.0447665778	0.0155212429	-0.052893212	0.0124423271	-0.049090737	0.0581804897	-0.0727443487	-0.1154160971	-0.0436136211	-0.0946265063	-0.0532446911	-0.0246846788	0.045270399	-0.1608916849	-0.0102565804	0.0561172907	-0.089605279	0.0968960591	0.1421057285	-0.0318259042	0.1150588495	0.0268781015	0.0958117687	0.0737874795	0.0856761081	0.109585804	-0.0708725042	0.0725029061	-0.0703870026	0.0510920936	0.0069037145	-0.0697070059	-0.0356965381	-0.0481040887	-0.0918121222	0.0705024223	-0.0260359575	-0.0732296785	0.0061130609	0.0175975133	-0.0042265796	0.1131919653	0.1064475877	0.0955030384	3.89445e-06	8.21479e-06	6.748277474410001e-11	1.51667408025e-11	0.0031527	0.0031486136	9.93951729e-06	9.91376760210496e-06	0.00611259	0.01342233	3.73637565081e-05	0.0001801589426289	0.000585988	0.0002755919999999	3.43381936144e-07	7.595095046399998e-08	-0.000771138	-0.00025	5.946538150439999e-07	6.25e-08	0.0	0.00017029	2.89986841e-08	0.0
