global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
3262.224314426876	n/a	n/a	10642107.4776379	3585.4811298179925	n/a	n/a	12855674.932280907	3539.830948500886	n/a	n/a	12530403.143964682	3538.612935307155	2585.967880936156	n/a	n/a	n/a	n/a	-0.0381284461	0.0206253341	0.0587324056	-0.032630657	0.0599491356	-0.0277288639	0.0574285	-0.1067769182	0.0196707331	-0.006880241	0.0972809659	0.1310931754	-0.0669197455	0.0846621193	-0.1301651501	0.0605168278	-0.0496639381	0.20778313	-0.0424851867	0.0053025303	-0.0255350292	0.0171172671	-0.1837349563	0.0214646271	-0.0176962439	0.0082854512	-0.0323077013	0.0078801866	-0.0273182813	0.0136924872	-0.0165057368	0.0681486546	-0.0278367315	0.0104770763	-0.0946574901	0.0128768634	-0.1761945044	0.0156151514	-0.0273768392	0.0697032068	-0.1477766744	0.0610912549	-0.1435775916	0.0145566185	-0.1854900781	0.0866132446	-0.1458696667	0.025639739	-0.0432232807	-0.173796388	0.0923197575	-0.0018378387	0.0292403037	-0.0716572851	0.0429712851	-0.0800474652	-0.134036136	0.1226998681	-0.0276317832	0.0432802986	-0.0017665381	0.0303024671	-0.1176247243	0.0155881377	-0.1058533411	0.0850076747	-0.0146735614	0.0791757345	-0.0030929737	-0.0074107734	-0.0784326813	0.0939009856	0.1154637225	0.1154447293	0.1154130763	0.0619022	n/a	n/a	0.00383188236484	-0.104419	n/a	0.0109033275609999	n/a	-0.0440616	n/a	n/a	0.00194142459456	-0.00616759	n/a	n/a	3.803916640809999e-05	0.00347763	n/a	1.2093910416899998e-05	n/a	0.00135821	n/a	n/a	1.8447344041e-06	0.0	0.0	0.0	0.0	0.0
3266.8265534281427	4.602239001266753	21.1806038247808	10672155.730183195	3596.380425773327	10.89929595533431	118.79465232196684	12933952.166885536	3539.3865801229176	-0.4443683779682033	0.1974632553380919	12527257.363554202	3536.286810101874	2609.381493442679	0.9657730000000002	23.230423	0.0898491999999999	0.0436237	-0.0193408342	0.0187764161	0.07195713	-0.0165566933	0.0696777744	-0.0152390505	0.0901445704	-0.0941686508	0.0462121606	-0.0158098609	-0.0351716997	0.1274135944	-0.0551900764	0.0990406692	-0.1405760147	0.0964764113	-0.0086982856	0.2889995102	0.0394217293	0.0005057871	0.0316014333	0.0032263093	-0.0497708797	-0.0462587267	-0.1121089831	-0.0713119346	0.0292054728	-0.1064238549	-0.0077752061	-0.0491640116	-0.0162269833	0.1032510204	-0.0193290918	0.060563507	-0.0264471561	-0.0572482552	-0.1144626391	-0.1060867149	0.0615777079	0.0089891808	-0.1095580225	0.1700627029	-0.0154475017	0.127915249	-0.1275195772	0.0643965668	-0.0742645284	0.1201574112	-0.0257998356	-0.1792088953	0.0694098807	-0.0240086959	-0.0185365367	-0.0828092454	0.0012631308	-0.1000971165	-0.0347259949	0.1154726151	0.0799081098	-0.0716328036	0.0035995237	0.0997286285	-0.1151722751	0.0395827754	-0.032166373	0.1137215722	0.0032398222	-0.0609530797	0.0080443843	0.0335701063	-0.150012673	0.111703327	0.1154130763	0.1152422001	0.1149575937	0.094917	0.0330148	0.00108997701904	0.009009236889	-0.0961834	0.0082355999999999	0.00925124643556	6.782510735999993e-05	-0.0643029	-0.0202412999999999	0.0004097102256899	0.0041348629484099	-0.0064881	-0.00032051	1.0272666010000027e-07	4.209544161e-05	0.00333637	-0.0001412599999999	1.11313647769e-05	1.9954387599999953e-08	0.00146359	0.0001053799999999	1.1104944399999991e-08	2.1420956881e-06	0.0	0.0	0.0	0.0	0.0
3267.6440392128	0.8174857846574923	0.668283008117076	10677497.567002945	3607.514975780211	11.134550006884185	123.97820385580457	13014164.300478496	3537.0080214947207	-2.37855862819697	5.657541147770251	12510425.744117998	3536.771677633845	2583.492735439965	0.7906379999999998	19.017773	0.1708131	0.0811242999999999	-0.0054948906	-0.0019309996	0.0666840845	0.0507273116	-0.018325694	-0.0040964842	0.1029019146	-0.0805942849	-0.0154114625	0.0230784341	0.0071673244	0.0432649734	-0.0170624261	0.0106935636	-0.1136458266	-0.0920183967	-0.1193707903	0.0759242572	0.1286529284	-0.0332904108	-0.0857116039	0.0559454198	-0.0358232975	0.2002884637	0.0575017407	-0.0775621184	-0.0078445409	-0.0348986724	0.0174338998	-0.0081145271	0.0063275038	0.0995020391	-0.0363721898	0.0201305126	-0.084801027	-0.0711470975	-0.0192296015	0.0364487318	-0.0949695034	0.0279350059	-0.021824134	0.0591960328	-0.0591811143	-0.0070215111	-0.0750183053	0.1084299152	0.0456418923	0.1857154001	-0.0158824348	-0.1532628002	0.0676564936	-0.0187102019	0.0297057788	-0.0791733861	-0.0028605108	-0.0542392249	-0.0688207726	0.1296994502	-0.0088091373	-0.0014475552	-0.0891072276	0.0054811296	-0.0574861958	-0.0143592924	-0.0670681268	0.0089118806	-0.0209185384	0.0116147956	-0.0421039454	-0.0457693979	-0.1116901457	0.1094784386	0.1153118061	0.1148374968	0.1140484259	0.0694691	-0.0254478999999999	0.0006475956144099	0.00482595585481	-0.0723288	0.0238546	0.00523145530944	0.00056904194116	-0.116086	-0.0517831	0.00268148944561	0.013475959396	-0.00562576	0.00086234	7.436302756000009e-07	3.164917557759999e-05	0.00291813	-0.0004182399999999	8.5154826969e-06	1.7492469759999986e-07	0.00157756	0.0001139699999999	1.2989160899999982e-08	2.4886955536e-06	0.0	0.0	0.0	0.0	0.0
3273.8110738805967	6.167034667796543	38.03231659380441	10717838.947463226	3592.541985097171	-14.972990683039823	224.1904499943974	12906357.914685924	3537.849061852028	0.84104035730752	0.707348882619961	12516375.984447276	3537.2019540116967	2576.573440868924	0.730083	17.561207	0.0773915	0.0373849	-0.0255357242	0.0132323096	0.0671188009	-0.0734145103	0.0843266432	-0.0247174938	0.0980008937	-0.0505392169	0.064630756	0.0178491564	0.0183388073	0.0113702097	-0.0076632055	-0.0205386435	-0.1338418578	-0.0047394185	0.0060076915	0.1136704092	0.0671456008	-0.059543333	0.0341263813	-0.0338332851	0.0236816554	-0.1365573939	-0.0539330998	-0.0260601755	-0.2281398049	-0.0355565034	0.0974869218	-0.0282490873	-0.0201842376	0.093404697	0.0165080579	0.0833723686	-0.0641276947	0.051143926	-0.0236139839	-0.0035166795	0.0114396474	0.0312769225	-0.0181320649	0.1460356205	-0.0305323024	0.0552593251	-0.0301436507	-0.0336791234	-0.0563568715	0.1031979402	-0.0239004297	-0.1573008191	0.0780579162	-0.0254472825	-0.0182768236	-0.0650725368	-0.0231037712	-0.0542326461	-0.0756020616	0.0775506222	0.0597282577	-0.0163386139	-0.015699942	0.0552464837	-0.0896237187	0.0503322379	-0.0449265837	0.0257820175	0.0388174268	-0.0158171954	0.0358202868	0.0021961661	-0.1157402732	0.0841759581	0.1151599564	0.1142313295	0.112689161	0.0795791	0.0101099999999999	0.0001022120999999	0.00633283315681	-0.0796312	-0.0073024	0.00634112801344	5.3325045760000005e-05	-0.0874549	0.0286310999999999	0.0008197398872099	0.00764835953401	-0.00558264	4.311999999999979e-05	1.859334399999982e-09	3.1165869369599995e-05	0.0026452	-0.00027293	6.99708304e-06	7.449078490000014e-08	0.00188847	0.0003109099999999	9.666502809999999e-08	3.5663189409e-06	0.0	0.0	0.0	0.0	0.0
3279.1604385853	5.349364704703476	28.6157027439273	10752893.181982938	3627.6312182706856	35.08923317351446	1231.2542847052675	13159708.255772058	3544.271133316964	6.422071464935925	41.24300190074426	12561857.866463916	3544.5598865643324	2620.3350540900337	0.749013	18.01655	0.0794245999999999	0.0396163	-0.0180351067	0.0077895081	0.0674685236	0.0429154875	-0.0934289318	-0.0002259208	0.0575384426	-0.1567414153	0.0698744277	-0.0296649749	0.0006578313	-0.015206495	0.0930804283	0.0393850503	-0.089568399	-0.1130188467	-0.0670305393	-0.0211995404	0.0876489264	-0.0404026525	-0.0762584387	0.0892876713	-0.01932786	0.0515803662	-0.0098244976	-0.1061733258	0.0760226776	0.0176900379	0.0711419379	-0.0398611435	-0.0033811524	0.0731967938	-0.0856501145	0.1114720372	-0.0563699198	-0.0444845852	-0.0726309269	0.0455395674	-0.124542054	-0.0498150729	0.002085597	0.0317505035	-0.0225891882	-0.0885689709	-0.0669412938	0.083337128	0.0544557862	0.1121700998	-0.022374251	-0.1261979603	0.0615621166	-0.0287932353	-0.0079320996	-0.0190131582	0.0244968257	-0.046091075	-0.0453803446	0.0570956391	-0.0699411527	-0.0398944124	-0.051329416	0.0104111844	-0.0598307267	0.0017967865	-0.0273287739	-0.0170227573	-0.0396241406	0.0384338753	-0.0346803314	-0.0655633396	-0.064573415	0.0085655938	0.1149575937	0.1134247617	0.1108851636	0.0703848	-0.0091943	8.453515249000004e-05	0.0049540200710399	-0.0725709999999999	0.0070602000000001	0.0052665500409999	4.9846424040001405e-05	-0.106948	-0.0194931	0.00037998094761	0.011437874704	-0.00504763	0.0005350099999999	2.862357000999999e-07	2.54785686169e-05	0.00267282	2.76199999999999e-05	7.143966752399999e-06	7.628643999999946e-10	0.00157756	-0.0003109099999999	9.666502809999999e-08	2.4886955536e-06	0.0	0.0	0.0	0.0	0.0
3269.3265092251368	-9.833929360163438	96.70616666068447	10688495.82392222	3602.1526385845627	-25.478579686122885	649.1580228221137	12975503.631661728	3537.0024968153425	-7.268636501621586	52.83307659270569	12510386.662477966	3537.29952118076	2633.0189275006724	0.819569	19.713684	0.1787394	0.0947789	0.003291403	0.0091381199	0.0711372869	-0.0548453334	0.09976436	0.0032343731	0.0783907955	0.0058403164	0.0373260479	-0.0527410295	0.0102065825	0.020545423	0.1376842629	0.0689121527	-0.0346022172	0.0406203798	-0.0251936129	-0.0538796189	0.0329123649	-0.0805673675	0.0566807934	-0.0763335173	-0.0297027578	0.1601306673	0.0766864127	0.0095850234	0.0033875051	0.1786094321	-0.0494893253	-0.0410813202	0.0008495786	0.0736417258	0.0353414891	-0.007298308	0.0049161632	0.0615083094	-0.0971375044	-0.0240131684	-0.0566126052	-0.0851483396	0.0261982434	0.0390191717	-0.0441702089	-0.083606327	-0.0340345061	0.0051393376	0.10067666	-0.0462956661	0.0069387554	-0.0948430584	0.0161961607	-0.0227345527	-0.0048088541	0.0145943496	-0.0372692776	-0.0433158679	0.0995886047	-0.096804903	-0.0133089267	-0.0462101296	0.0578693573	-0.0449270282	-0.071835937	-0.0509491967	-0.0350690773	0.0391003895	0.1035415573	-0.0165769308	0.0204661081	-0.104589101	-0.0367304759	-0.0572120085	0.1147048067	0.1124192083	0.108643553	0.044102	-0.0262827999999999	0.0006907855758399	0.001944986404	-0.0765181	-0.0039471000000001	0.00585501962761	1.5579598410000837e-05	-0.145054	-0.0381059999999999	0.0014520672359999	0.0210406629159999	-0.00357241	0.00147522	2.1762740484000004e-06	1.2762113208099998e-05	0.00247786	-0.0001949599999999	6.139790179600001e-06	3.8009401599999876e-08	0.00103967	-0.00053789	2.893256521000001e-07	1.0809137089e-06	0.0	0.0	0.0	0.0	0.0
3274.350509007332	5.02399978219546	25.24057381150003	10721371.255836576	3602.0790711663803	-0.0735674181823924	0.005412165018023	12974973.634934854	3546.1712547110283	9.168757895685758	84.06612134969993	12575330.567738788	3541.6970128721023	2610.0095241946174	0.768232	18.478817	0.0852922	0.0413722	0.010283706	-0.0196784507	0.0425397133	0.0594803604	-0.0353923498	0.0111789223	0.0383413115	-0.1423085984	0.0935958956	-0.0242184412	0.0185455931	-0.0665795095	0.0228888424	-0.0485091384	0.0001751209	-0.009245948	0.0249293411	0.0039049311	-0.058270938	0.0734501306	-0.0188195414	0.0573074576	0.0221096193	-0.0169090483	0.0075039488	0.0234387006	0.1248784419	0.0102371936	-0.0458997821	-0.0216860664	0.0080929466	0.0699140691	-0.0825673501	0.131357174	-0.0045618845	-0.0624341428	-0.0330213411	0.0439403584	0.0299512827	-0.0108490705	0.0542972997	0.0087993082	0.0768348312	-0.0545808334	0.0554790208	0.0227154731	-0.0169160971	0.0043992904	0.023777516	-0.111481261	0.0560494535	-0.0236503996	0.0209136631	-0.0090325521	-0.0018584605	-0.0587256	0.0695557056	-0.0495743721	-0.0266213672	-0.047025004	-0.0231512954	0.0105527784	0.0500188806	-0.036927074	-0.0380160696	-0.0618144503	0.0865670323	0.0819649587	-0.0171425716	-0.0394084475	-0.0537989683	-0.0124997513	0.1144017065	0.1112164334	0.105973176	0.0484692	0.0043671999999999	1.9072435839999954e-05	0.0023492633486399	-0.0575201	0.018998	0.00330856190401	0.000360924004	-0.162274	-0.01722	0.0002965284	0.026332851076	-0.0040589	-0.00048649	2.3667252010000002e-07	1.6474669209999998e-05	0.00207021	-0.00040765	4.285769444099999e-06	1.6617852250000022e-07	0.00103967	0.0	0.0	1.0809137089e-06	0.0	0.0	0.0	0.0	0.0
3274.8598799434176	0.5093709360853609	0.2594587505284768	10724707.233263016	3618.242075471008	16.16300430462752	261.2427081514078	13091675.716708746	3537.119251706197	-9.052003004831477	81.93875839947808	12511212.600790603	3539.8689190231894	2632.327898025332	0.7904419999999999	19.013054	0.2050986	0.0987629	-0.0030134948	-0.0158642075	0.0443156709	-0.132704251	0.088490662	-0.0052938778	0.0613516392	-0.0314154437	0.0184241242	-0.0083148416	0.1220379517	0.0244267031	0.1164798804	0.0416006838	-0.0223043834	0.0414747107	0.1387873307	-0.1295668293	-0.010386205	-0.0856176233	0.1022218036	-0.0250514698	-0.0183625666	-0.123715465	0.0110121401	0.0227487016	0.1158354772	-0.0562612442	0.010335151	-0.0007685267	0.0051718085	0.0571491877	0.0353657858	-0.0174350738	-0.0449093899	0.1211357286	-0.1381210034	0.0638430199	0.012282522	-0.0761042328	0.026122234	0.0571453204	0.0341762253	0.0557350293	0.0773824366	-0.1124384328	0.1393794962	-0.0570226543	-0.0092848618	-0.0715436984	0.0162268883	-0.0131215932	0.0109752762	-0.0434129254	-0.0689991377	-0.0054456551	0.1014086717	-0.0586569304	0.0113448462	-0.0211234331	0.1066684872	-0.0468575821	0.0124304204	-0.0461621934	-0.0096314161	0.002255833	0.0664756691	0.0303778984	0.0260833874	-0.0138503723	-0.024008331	-0.0303476846	0.1140484259	0.1098185471	0.1028845713	0.0588794	0.0104102	0.00010837226404	0.0034667837443599	-0.0351994	0.0223207	0.00123899776036	0.0004982136484899	-0.0833167999999999	0.0789572000000001	0.00623423943184	0.0069416891622399	-0.00344384	0.0006150599999999	3.782988035999997e-07	1.18600339456e-05	0.00171611	-0.0003540999999999	2.9450335321e-06	1.2538680999999985e-07	0.00193872	0.00089905	8.082909024999999e-07	3.7586352384e-06	0.0	0.0	0.0	0.0	0.0
3269.328006164765	-5.531873778652425	30.60162750294226	10688505.61189328	3597.3893503655427	-20.8527251054652	434.8361443240985	12941210.13812342	3538.105038663207	0.9857869570100776	0.9717759246111884	12518187.264613971	3532.2900407120405	2614.2421775551875	0.923483	22.213198	0.1168540999999999	0.0683419	-0.039414081	0.0437785287	0.0264231898	0.1027853406	-0.0519565876	-0.0369195895	0.0523516022	-0.0627363359	0.0277927308	0.0044377211	0.1161038487	0.0045310956	0.0108371606	0.0445732883	0.1037850353	-0.0246269554	-0.098565978	-0.0507977773	-0.0770752812	0.0344384084	0.0596394253	-0.1152413627	-0.002561827	0.0783234362	0.0424719913	0.0563342462	0.0473444007	0.1028233118	-0.0718308942	0.1782801512	-0.0418964555	0.0714600707	-0.0263441412	0.0309324605	0.00259311	-0.1558270661	-0.036357064	0.1298308094	0.0159107872	-0.0279287381	0.0291340068	-0.047042544	-0.023510422	-0.0655834945	0.0593272234	-0.0510565668	0.0394456047	-0.0619191527	-0.036831741	-0.0702287062	0.0214915763	-0.0025556311	0.0013180408	-0.0265657391	0.0405352208	-0.0434665036	0.0297764141	-0.0130624787	-0.0749000219	-0.1299666577	0.0123324634	-0.0171727677	0.074003643	-0.0525568711	0.0249344481	-0.1127675438	0.0362946588	0.0439706631	-0.0745850026	-0.0978916407	0.0339285378	-0.0795347048	0.1136451198	0.1082280018	0.0993899282	0.0440319	-0.0148475	0.00022044825625	0.0019388082176099	-0.060596	-0.0253966	0.003671875216	0.00064498729156	-0.0227158	0.0606009999999999	0.0036724812009999	0.00051600756964	-0.00339586	4.7979999999999984e-05	2.302080399999998e-09	1.15318651396e-05	0.00175921	4.309999999999991e-05	3.0948198241e-06	1.857609999999992e-09	0.00170962	-0.0002290999999999	5.2486809999999945e-08	2.9228005444e-06	0.0	0.0	0.0	0.0	0.0
3271.529780992658	2.2017748278926774	4.8478123927418295	10702907.107921869	3587.1731804361884	-10.216169929354235	104.37012802544176	12867811.42644068	3538.4026347257004	0.2975960624935396	0.0885634164116587	12520293.205433778	3536.6739814076795	2572.1150094747904	1.026144	24.682558	0.1511879999999999	0.0950907	-0.0001547093	-0.0024735654	0.0219385413	-0.059785015	0.0872259871	-0.0039298737	0.0610922428	-0.0422057617	0.0820534577	0.0109777914	0.1660271468	-0.071241372	0.0465385018	0.0075579353	0.1511263455	0.0269074577	0.0336800064	-0.1125506958	0.0344598579	0.0038222574	-0.0573062742	-0.0807265347	-0.0142912812	-0.011362195	-0.0014146939	-0.0011503647	0.0815300816	0.0191575066	-0.0047531214	0.0267611449	0.0012457142	0.0613684742	0.0360609743	0.0232397108	-0.0379231717	0.0991440274	-0.1365353873	0.1124704915	0.0332392013	-0.0855352211	0.0665114255	-0.1978107676	-0.0575743018	-0.0485700296	0.0936160615	-0.018036682	0.0069147513	-0.0079775462	0.0092216858	-0.0817961613	0.037480061	-0.0080203865	-0.0026372529	-0.0464836686	-0.0569386664	-0.0101799466	0.1459061853	-0.1067849056	-0.0425586093	0.0693928403	0.0938765647	-0.1090083582	-0.0152152294	0.0132501953	-0.0695598778	-0.051835239	0.056359806	0.0201049502	-0.0268555637	-0.0130098868	-0.0197981568	-0.0032946189	0.1131919653	0.1064475877	0.0955030384	0.0511469	0.007115	5.062322500000005e-05	0.00261600537961	-0.0703543	-0.0097582999999999	0.0049497275284899	9.522441888999997e-05	-0.115381	-0.0926652	0.00858683929104	0.0133127751609999	-0.00372707	-0.0003312099999999	1.0970006409999985e-07	1.38910507849e-05	0.00207021	0.0003109999999999	4.285769444099999e-06	9.672099999999993e-08	0.00151884	-0.0001907799999999	3.63970084e-08	2.3068749456e-06	0.0	0.0	0.0	0.0	0.0
