global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
2659.071995951118	n/a	n/a	7070663.879651463	3352.984743759828	n/a	n/a	11242506.69188616	2884.999810036765	n/a	8323223.903912172	n/a	2914.626299936316	2394.2411934116203	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0287221	n/a	0.00082495902841	n/a	-0.0411217	n/a	0.0016909942108899	n/a	0.0369423	n/a	n/a	0.0013647335292899	-0.0017619	n/a	n/a	3.1042916100000003e-06	0.00103664	n/a	1.0746224895999998e-06	n/a	0.00103322	n/a	1.0675435684e-06	n/a
2662.530784106856	3.458788155738148	11.963215506274498	7089070.17631667	3339.814717054943	-13.170026704885004	173.44960340738416	11154362.344256788	2889.6364963790047	4.6366863422395	8349999.08120553	21.498860236310318	2921.2385340908827	2351.640722567193	1.162603	18.225037	0.12219335	0.0594369	-0.1155729441	-0.152153415	0.0037692074	-0.0858676582	0.0537092684	0.1623781104	-0.0990286181	0.0489907484	-0.0602079804	0.0311892362	-0.0696003537	0.0164950583	-0.0951419929	0.0015384872	0.0059081167	-0.0728347921	0.2613121473	-0.08012334	0.0061506929	-0.0387056933	0.0660002679	-0.116946908	-0.0823303477	0.0489874203	-0.1032885071	0.1079806921	-0.1166822671	0.0903600075	-0.0491482233	0.0015082424	-0.0751643688	0.1229972095	-0.0707247459	0.1107660063	-0.0303685989	0.0353509772	-0.0189319495	0.0273867277	0.018750393	-0.0679925372	-0.1460007346	0.0932097912	-0.0297416331	0.1020731578	-0.0594544661	-0.0027503962	-0.0770262544	0.0325550253	0.096006646	-0.0649869819	-0.0358302531	-0.1121762998	0.0574156418	-0.0748335799	-0.0423735131	-0.1520067231	0.0198114094	0.0364879906	0.0563868812	-0.1223352217	0.1073014892	-0.1233107802	0.1133259655	-0.148622853	0.0231115625	-0.0427392297	0.1121290211	-0.0290624612	0.0993791778	-0.129731539	0.0972213806	-0.0052042344	0.0989998909	-0.0192032848	0.1226021541	0.0617109176	-0.1060319588	0.1205584108	-0.0828134497	0.1524807965	-0.1116561051	0.0938588091	-0.0682672997	0.0836586977	-0.0099872276	0.0079297018	-0.0069583243	0.0562959659	0.0036728032	-0.0167806816	0.1120407976	-0.0138060053	-0.0315840869	-0.0159924474	0.0592300636	0.0220619971	-0.0640034126	-0.0166543688	-0.0020248364	0.0416184263	-0.0388204748	-0.1075358734	0.1094816586	0.1078715833	-0.077398385	-0.0450776169	-0.0358002945	0.1049490557	-0.2127758865	0.0496185644	-0.1868233769	0.0763057929	-0.0170089029	-0.0565009425	0.0230288563	-0.0762423549	0.0493656891	-0.0257402804	0.1833304794	-0.0567972775	0.1178192735	-0.0107010494	0.0799023393	0.0991269257	-0.0266847323	0.1323739858	-0.0030221048	0.0590823313	-0.0081805841	0.0857339284	0.1158504512	0.1158311377	0.115798951	0.0	-0.0156281	0.013094	0.00024423750961	0.000171452836	-0.0262	0.0149216999999999	0.00068644	0.0002226571308899	0.00119895	-0.03574335	0.0012775870692225	1.4374811025000002e-06	-0.0011439	0.000618	3.819240000000001e-07	1.30850721e-06	0.000485954	-0.0005506859999999	2.3615129011600003e-07	3.032550705959999e-07	0.00103322	0.0	1.0675435684e-06	0.0
2667.6698039551266	5.139019848270436	26.409525000917498	7116462.182933983	3363.868366084813	24.05364902987003	578.5780316521674	11315610.384346109	2890.455124765396	0.818628386391083	8354730.82828254	0.6701524350052683	2923.896395681557	2400.784591932252	1.076403	16.873758	0.05821448	0.0293186	-0.026435135	0.1121475312	-0.0672773463	-0.0817152401	-0.0770115863	0.0330711453	0.0750360051	-0.0262383801	0.1549530103	0.0395140776	-0.1767398127	-0.0039537355	0.0381648372	-0.0324164836	0.0427225646	-0.1453074794	0.0581851697	-0.1830748663	0.1081214307	-0.0743741626	0.0518859998	-0.0806698509	-0.0262496118	-0.0703053241	0.1132061591	-0.0564147687	-0.0554266175	-0.0063356483	-0.0734303351	0.0419676079	-0.0514731713	0.0137733085	-0.0029482933	0.1222242619	-0.0187897577	0.0946567948	-0.0801667302	-0.0337294121	-0.0201417204	-0.1113010166	-0.0519738121	-0.0476717697	-0.083016693	0.0885925999	-0.0021379603	0.0510210849	0.0592175394	-0.1354366353	0.0204959198	0.112501505	-0.0463761136	0.0839769932	-0.0581471405	-0.0279632233	-0.05413614	0.09810852	-0.0697464429	-0.0455161225	-0.0846619747	-0.0475870939	-0.039996474	-0.0401961413	-0.0555865735	-0.167151444	0.157530274	-0.093721822	-0.0730979344	-0.1335087309	0.0385599357	0.0610091112	-0.0193631244	0.0621821349	0.0569708142	-0.0320266976	-0.0602379988	0.1152941877	0.0476564551	0.0229899558	-0.0155453757	0.0993843441	-0.0522136954	0.0611355862	0.0675323425	0.082521053	0.1103288153	-0.038416311	-0.0631274816	0.1145096911	-0.1978989304	0.0861198242	-0.0543901849	-0.0368974722	-0.0395872513	0.0726751966	0.1309565133	0.0149986908	0.0662309479	-0.0952009721	0.1336088212	0.0820123522	0.0206751422	-0.0627513811	-0.012847802	-0.0736418535	-0.0408439061	0.0450395481	-0.1131386352	0.0608241943	0.0028000976	0.0361500479	-0.2918674954	0.0853732756	-0.0183622217	0.0597008985	0.0237700117	0.001301376	0.068815548	0.0910949503	0.2201353341	0.1196504446	-0.0426871316	0.0412591417	0.1162408381	0.1368989212	-0.0027834463	0.0075755439	0.0402673408	-0.0322045504	0.0573779097	-0.0160070463	0.115798951	0.1156251942	0.1153357926	0.0	-0.0232826	-0.0076545	0.00054207946276	5.859137025000003e-05	-0.00521259	0.02098741	2.71710945081e-05	0.0004404713785081	0.00878172	0.00758277	5.74984008729e-05	7.711860615839999e-05	-0.0014515	-0.0003076	9.461776000000006e-08	2.1068522500000003e-06	0.000353758	-0.0001321959999999	1.25144722564e-07	1.7475782415999986e-08	0.00103322	0.0	1.0675435684e-06	0.0
2667.182293789665	-0.4875101654615719	0.2376661614283692	7113861.388305099	3353.7406914810053	-10.127674603807463	102.56979288060666	11247576.625695491	2893.337400436825	2.8822756714293973	8371401.312766525	8.307513046113783	2924.9642764309706	2385.29963417089	1.019754	15.985723	0.05087481	0.0268069	0.0663517509	-0.0471270941	0.017055197	-0.0219913965	-0.0952486153	-0.0310291719	-0.1077298499	0.0412566205	0.0272181341	0.0224811444	-0.0376306804	0.0488542807	0.0735659687	-0.0186241383	0.0720075995	0.0332237078	0.0849253475	-0.0235741573	0.0706178162	0.0932157568	0.1548218784	-0.1071671933	-0.0710049194	0.023173622	0.013414085	-0.0177094736	0.0722854853	-0.0069310797	0.0144648218	-0.1332782077	0.0579814645	0.0144217052	0.0638846786	-0.0176603639	-0.1258482852	-0.0623835946	0.1427145049	0.04258685	-0.0590289811	-0.0867504354	0.0337454839	-0.0249463755	-0.0475640066	0.0078700781	-0.0634124738	-0.0231233323	0.0620879686	0.0264002187	0.0696812848	0.1615759722	0.0056684555	-0.054657535	-0.0264090764	0.0355171532	-0.1645657504	0.0872265345	0.1732888561	0.0833643776	-0.2176867737	-0.03552451	0.2150948276	0.0291130814	0.1025029171	-0.0432349466	0.1218831725	0.0459755311	0.0078407876	-0.019567642	-0.0262843228	-0.0737449405	-0.111139008	0.0839138952	0.0356667385	-0.0633533858	0.1700370365	-0.0058030117	0.0612389386	-0.0513470165	-0.0584912449	0.1524094968	-0.0173838097	-0.0325668771	0.0289656835	-0.0859900936	0.0180745807	0.0237919785	-0.0279287312	-0.0410213181	0.0565524352	0.1170383184	-0.0053921876	-0.0314876612	-0.0217356774	0.0585281788	0.0120867467	-0.0658881712	0.058425551	-0.1554127902	0.1191073273	0.1036518275	-0.2323713154	0.0375930528	0.0171146366	-0.0754184254	0.010613913	0.0452972835	-0.0565208389	-0.0266811401	-0.1402834404	0.0234352999	-0.1134709038	0.084756906	-0.1252199332	0.029924587	0.0259341148	-0.0279837434	0.0096181774	-0.0356655494	0.053148859	-0.0359678718	0.1125852563	0.0121281955	0.0811863474	0.162535363	0.0075618211	0.0391203206	-0.0857052521	-0.1242607591	0.003208646	-0.0862419093	0.1156959735	0.1152136733	0.1144113283	0.0	-0.0103373	0.0129453	0.00010685977129	0.00016758079209	-0.00522427	-1.1680000000000024e-05	2.72929970329e-05	1.3642240000000056e-10	0.00133129	-0.00745043	5.55089071849e-05	1.7723330641e-06	-0.00119591	0.00025559	6.53262481000001e-08	1.4302007280999998e-06	-0.0	-0.000353758	0.0	1.25144722564e-07	0.00103322	0.0	1.0675435684e-06	0.0
2671.979168614051	4.796874824386123	23.0100080808294	7139472.677507436	3370.652771897938	16.91208041693244	286.01846402878977	11361300.108703252	2892.5529246885512	-0.7844757482739624	8366862.422124292	0.6154021996299932	2926.55813355531	2398.90551912004	1.002678	15.71804	0.054297161	0.0263076	-0.065158289	0.0389942715	-0.0715391278	0.0488387947	-0.097520096	0.0175819553	0.1282171271	-0.0685927837	0.0681678528	-0.0656921674	-0.1004812053	-0.0509300875	0.0259996496	0.0152043594	-0.0321048846	-0.087922118	-0.0667806581	-0.0471753501	0.0470228964	-0.0774084537	-0.035172538	-0.1267070007	-0.0417616334	0.1169267925	0.0767843817	0.042328093	0.0660052478	0.0403959755	-0.0783667988	-0.0538612297	-0.1464322519	-0.0214540136	-0.0181020786	-0.0950083894	-0.0820927574	0.0329565244	-0.012724675	-0.0053122118	-0.0146810683	0.0624889112	-0.031334108	-0.1789065553	0.0475169475	-0.0652161413	-0.0203346505	-0.0750563831	-0.1203787977	-0.0105486266	0.0444328147	-0.0517817385	0.0369407896	0.0386541579	0.1389959199	0.0351017712	0.0636119194	0.0259702342	0.0828059175	0.0611249071	0.0158344953	0.1688968317	0.1112245254	-0.0287728359	-0.0706964044	-0.0021159542	0.0274508815	-0.0034205259	-0.00102243	-0.0571409432	0.055115773	0.152011847	-0.0913586073	-0.1316692893	0.1058374604	-0.1140338258	-0.0001418646	0.1538463444	-5.43624e-05	-0.0190804468	-0.0394340438	0.0565564562	-0.002378776	-0.0688883086	-0.0031924579	-0.0188609111	0.1344608455	0.0843353268	0.0112262635	0.1148350151	0.0027947398	-0.0121597878	-0.0376525467	0.023560181	0.0985409739	0.158546619	-0.157881937	-0.0131398743	-0.0155795148	0.0289981311	0.0533724944	0.0055403805	-0.0605851695	0.1185947993	0.1115455059	0.0341387527	0.0777939066	-0.1098146644	-0.0714349512	0.0434435126	-0.0077215014	-0.0220220358	-0.1789459254	-0.0128830564	-0.087862236	-0.1220969785	-0.0528139023	0.0620181299	-0.0192942538	-0.0648311494	0.1065702558	0.0263297692	-0.010926576	0.0473770792	-0.0236967007	0.1645635723	0.0289506519	-0.0302939454	-0.0849041111	0.0414034662	0.0860908128	0.0968788448	0.1155415645	0.1145973067	0.1130292557	0.0	-0.000115539	0.010221761	1.3349260521e-08	0.0001044843979411	-0.0130766	-0.00785233	0.00017099746756	6.165908642890002e-05	0.00800821	0.00667692	4.45812606864e-05	6.41314274041e-05	-0.000943435	0.0002524749999999	6.374362562499997e-08	8.900695992249999e-07	0.000338448	0.000338448	1.1454704870400001e-07	1.1454704870400001e-07	0.00103322	0.0	1.0675435684e-06	0.0
2665.366825401978	-6.6123432120730286	43.72308275424826	7104180.313953418	3366.5760538301606	-4.076718067777165	16.61963020414078	11333834.326222656	2893.546662964927	0.9937382763755522	8372612.290755464	0.9875157619338536	2925.306164598566	2395.4728358956345	1.028388	16.121069	0.099038306	0.0595697	0.0943184502	0.0499774055	-0.1002707853	-0.0744765197	0.0563269399	-0.1138849261	-0.0301873586	0.0325856189	-0.1471802449	0.0655661636	-0.0383143361	0.0882655718	0.0445126584	-0.1085037384	0.0979384147	0.0137572674	-0.0242767878	-0.0935604435	0.0540032184	0.0437323074	0.0187217467	-0.0771599519	-0.0008607752	0.1113238013	-0.1442130531	-0.0199104873	-0.0161479124	0.0951448694	0.001500154	0.0475355161	0.183688839	0.0343311507	-0.0244723247	-0.0063851371	-0.0733730667	0.1102898263	0.0478395492	-0.1260996546	-0.0388706757	0.0148447936	-0.0382434066	-0.0265630097	0.0243455798	-0.1085162655	-0.0142066031	0.0865478296	-0.1259378647	0.0203068273	-0.0748592826	0.0030321882	-0.0830056603	-0.0572901844	-0.1139948819	-0.0316754353	0.0365750973	0.0639289214	-0.0360864975	0.1043222557	-0.052808595	0.115642221	-0.0098988093	0.1403513526	0.0121885308	-0.0046712003	0.0983458838	0.0556859009	0.1086231744	-0.0262478946	0.1117572985	-0.1296167725	0.1153070833	0.0008943398	0.0133893399	0.0496055623	0.0023008592	0.0025632014	-0.0448591837	-0.0295676989	-0.1527774533	0.1013052966	0.03526288	0.047227312	0.0175283231	-0.1670578876	-0.0646206644	0.002296447	0.0591754355	0.0792319951	0.1220119986	0.0302566014	-0.0873640366	-0.1406171359	0.1446669673	-0.0160756354	-0.0406666286	-0.0930547473	0.0115432698	0.0708072692	-0.016257622	-0.1085155224	-0.003353089	-0.0275722765	-0.0979159276	0.0030608681	-0.0410618231	0.1852805757	-0.137787382	-0.0418039355	-0.0003592939	0.1003015867	-0.0086701854	0.1080868204	-0.0469222265	0.0178690031	-0.0221444277	0.0542573423	-0.053166698	-0.0198689425	0.0319242152	0.1129976577	0.0353174682	-0.0475501462	-0.0038416857	0.1392648109	-0.1349194916	0.0718380672	0.0146303298	0.027740592	-0.0329899482	-0.0567142331	0.1153357926	0.1137771902	0.1111951025	0.0	-0.0229912	-0.022875661	0.00052859527744	0.0005232958661869	-0.0170235	-0.0039469	0.00028979955225	1.5578019609999997e-05	0.0304235	0.0224152899999999	0.000502445225784	0.00092558935225	-0.000943435	0.0	0.0	8.900695992249999e-07	0.000328915	-9.532999999999992e-06	1.08185077225e-07	9.087808899999983e-11	4.67439e-05	-0.0009864761	2.18499218721e-09	9.7313509587121e-07
2667.3642052652217	1.9973798632436228	3.9895263180911136	7114831.803530168	3346.860667280529	-19.715386549631603	388.6964668013947	11201476.326189468	2894.0053432441287	0.4586802792018716	8375266.926725567	0.2103875985287069	2925.7434798077866	2369.9242757536053	1.020493	15.997303	0.060634785	0.0300902	-0.0707008213	-0.0550200584	-0.0566996542	-0.0068726068	0.0071052894	0.1018884765	0.0082820168	-0.0329169902	-0.0439609894	0.0005239847	0.0136794993	0.0588580019	-0.0118798272	0.0118867651	-0.1314925785	-0.0131513692	0.0518317962	-0.0859721277	0.1252508035	-0.1860265966	-0.0618238614	-0.003684813	-0.0306479399	-0.0707648952	-0.0301766235	-0.050952858	-0.0038323281	0.1426266335	0.0372359454	-0.081845907	0.0659952103	-0.2724498194	0.0471199603	0.0037759261	-0.0531212407	0.0326704282	0.0691654625	-0.0122245464	0.0406117865	0.0718005658	-0.1235535839	-0.079085396	-0.0031250944	-0.0630498203	0.0047754119	-0.0882151438	-0.1413370782	0.1211966801	0.038084284	-0.0164646084	0.0857255355	0.1425146005	-0.0431144015	-0.116522937	0.0296944197	0.0675398152	-0.0754451101	0.0360346573	-0.0831496178	0.1030008824	-0.0522713474	-0.1018954941	-0.032189756	-0.0221683436	-0.0227959745	0.0532703504	0.0081737414	-0.156191099	-0.0258009177	0.0147379006	0.0517370575	-0.0464745775	0.2455335411	-0.0106458093	-0.051404233	-0.0358539449	-0.0662009103	-0.1186383233	-0.055831395	0.0733842723	-0.0094668509	-0.1372771051	-0.0261795808	0.0461261783	-0.0774478246	0.0533382048	-0.001014869	0.027945276	0.0438728469	0.1031645476	-0.0837997036	0.0666064299	0.118168947	0.0044336908	0.0905927669	-0.0521594027	0.0534139242	0.1862990424	-0.006085622	0.00984066	0.0138224266	0.1139333702	-0.075129441	0.0714103828	-0.1639514179	-0.1962913294	-0.0690087838	-0.0202086777	-0.0232765949	0.020192219	-0.1089152362	-0.0834441174	-0.0113906005	-0.0493657847	-0.1002678188	-0.0029854812	0.041629568	-0.0524671208	0.0595852706	-0.0896179047	0.0322012251	-0.0337499813	0.0911470585	0.0427708743	0.0528100586	0.1018343205	-0.1072686396	-0.1300668314	0.0302349718	0.0258055844	0.1150787493	0.1127547821	0.1089162049	0.0	-0.00922212	0.01376908	8.504749729440001e-05	0.0001895875640463	-0.017988	-0.0009645	0.000323568144	9.3026025e-07	0.0174419	-0.0129816	0.00016852193856	0.00030421987561	-0.00119344	-0.000250005	6.250250002500006e-08	1.4242990336e-06	0.000305251	-2.366400000000001e-05	9.317817300099998e-08	5.599848960000003e-10	0.000431467	0.0003847231	1.86163772089e-07	1.4801186367361e-07
2671.475836327486	4.111631062264223	16.905509992176025	7136783.14408164	3373.844738652165	26.984071371635764	728.1401077895329	11382828.320530891	2890.2758751617007	-3.7294680824279567	8353694.634541735	13.90893217784886	2922.372804997764	2406.6386264626035	1.05012	16.461744	0.07274605	0.0336421	0.0840956106	0.0845801546	-0.0485583917	0.0718058181	0.0222876184	-0.1069184271	0.0577126406	-0.0697983425	0.0310143403	-0.0108576133	0.0651394722	0.1859495828	-0.0870748857	-0.008617136	0.0754917649	-0.0734871532	-0.0584235829	-0.0421565563	0.0604331793	0.0743113497	0.1101960363	-0.0484950263	-0.096294706	0.0469544971	0.0473153115	0.0767037585	-0.0479975652	-0.0329101656	-0.0076264342	-0.0397372921	0.0839642711	-0.080395031	-0.0197459593	-0.0178071396	0.0936699998	0.0099898457	0.0521115808	-0.0237185093	-0.1255116382	0.1240149983	0.0072330269	-0.097574335	-0.1080967603	0.0349332536	-0.0059399718	0.0282955611	0.0566014799	0.1219874135	0.0390001074	-0.1263503884	0.0749363632	0.0487485125	0.0066512391	-0.0575576637	0.126543109	0.180574164	-0.1378224096	-0.0036803318	0.2768840642	-0.0205501837	-0.1159956965	0.1295921056	-0.0308594601	-0.0451066538	0.0830241644	0.0178238736	-0.0117477274	-0.0679966344	0.142550471	-0.0882534856	0.010170306	0.0216121179	-0.0202957329	-0.0205764284	0.0106053057	0.0711856771	0.0068678688	0.0370569168	-0.0036265401	0.0778438636	0.095811683	-0.0067612135	0.137407837	0.0835798496	-0.0750678479	-0.1290302849	0.0881697395	-0.0635302512	0.0196999536	-0.0757605514	-0.0594416131	-0.0204610135	0.0033231481	0.0367742219	0.0272636978	-0.0591316209	0.0153249605	0.0833996084	-0.1174269469	0.0277672713	0.0151380385	0.0019922684	0.0706460832	-0.0953453817	0.1108182804	-0.2182607071	-0.05954007	-0.051800067	0.0522986595	0.0162364506	-0.0724184097	0.1825798316	0.0395392159	-0.0763238236	0.0350601005	0.0849944518	-0.0286606787	0.0855531939	-0.0266581434	0.0660951296	-0.0524954792	-0.1079914684	-0.0957198096	0.0332392988	-0.0887087865	0.0024202559	0.0009068197	0.0715708914	-0.026162683	-0.0492441285	0.1147705489	0.1115319001	0.1062016776	0.0	-0.0268547	-0.01763258	0.00072117491209	0.0003109078774563	-0.00522623	0.01276177	2.73134800129e-05	0.0001628627735329	0.0174592	1.7300000000001342e-05	2.9929000000004643e-10	0.00030482366464	-0.0008604799999999	0.0003329600000001	1.1086236160006662e-07	7.404258303998279e-07	-0.0	-0.000305251	0.0	9.317817300099998e-08	0.00022299	-0.000208477	4.97245401e-08	4.3462659529e-08
2666.8758113244608	-4.600025003025166	21.16023002845668	7112226.5930275	3361.0436864302355	-12.80105222192924	163.86693798855953	11296614.662092548	2892.36974235683	2.093867195129405	8365802.726501316	4.384279830839084	2924.5579010085103	2386.5933829498813	1.041654	16.329025	0.06409982	0.0290089	-0.0086532983	-0.1120137134	-0.1404814054	-0.0322368505	0.0939217854	0.0494714603	-0.0766275401	0.0022463031	-0.1020210696	-0.0528930029	-0.1099772858	-0.0425658258	-0.0493648264	-0.037247264	0.0008432187	0.0274075275	0.1090878016	0.0235258389	0.0193784297	0.1082048117	-0.0936824421	-0.0984831083	-0.0051059361	-0.0073357313	0.0572633053	0.1110855757	-0.0170311909	0.0924540468	0.1091380212	-0.0425076767	0.1217763043	0.0285571508	0.0128339705	0.084643978	0.068649176	0.1051656085	-0.1077539693	0.1473111934	-0.0633287025	-0.0175130399	-0.0033237761	-0.0703890672	-0.0345519192	0.0195841491	-0.0076317177	0.1137589196	0.0859215988	-0.010901332	-0.0015433053	0.0231683419	-0.1007254907	-0.0496261085	0.0098334	-0.0156565166	-0.0353841424	0.0158486408	0.0129260061	0.0377369818	0.0305844839	0.0322562516	-0.0400393253	-0.0499431668	0.0756870249	0.0184685587	-0.0665936119	0.0010970974	0.1611551158	-0.0482191955	0.0137451651	0.0047020961	0.0850384917	0.0389979561	-0.0294019091	0.0096127032	-0.0342617212	0.1274353621	-0.0809401933	-0.0081249641	0.0358659997	0.1397547604	-0.0418452802	0.060257134	0.0772418093	0.0048068584	-0.0702883587	-0.0417546781	-0.0429893932	-0.1127597277	-0.0413928084	-0.1144239781	-0.0819266092	0.0309092471	-0.0702795997	-0.0059295084	-0.0446669962	-0.0148580085	-0.0409687074	-0.0697212792	0.0272612705	0.0138444778	0.0805502483	0.0360666901	-0.0624797033	-0.1103850436	-0.0304200651	0.0651123243	-0.0938203639	0.0188773588	-0.0543001036	0.1247525165	0.0738684834	0.047141398	0.0592231233	-0.0254279541	-0.0507705187	-0.0546617739	0.032876389	-0.0717481879	0.0804111661	-0.0956725376	-0.0609093263	0.0077805669	0.1351014287	0.0934932487	-0.0999467362	0.0146387726	0.0345076038	8.08056e-05	-0.165357045	0.0829797126	0.1144113283	0.1101107184	0.103062378	0.0	-0.0302229	-0.0033682	0.00091342368441	1.1344771240000012e-05	-0.0199849	-0.01475867	0.00039939622801	0.0002178183401689	0.0329333	0.0154740999999999	0.0002394477708099	0.00108460224889	-0.000943435	-8.295500000009997e-05	6.881532025016586e-09	8.900695992249999e-07	0.000234674	0.000234674	5.5071886276e-08	5.5071886276e-08	-6.9358e-05	-0.000292348	4.810532163999999e-09	8.5467353104e-08
