global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
4338.249540845288	n/a	n/a	18820409.07864435	4752.952433931959	n/a	n/a	22590556.83921973	4715.840322107951	n/a	n/a	22239149.94361922	4691.209400960283	3130.9740982689536	n/a	n/a	n/a	n/a	-0.1166944963	-0.1176004168	0.093789118	-0.0242144042	0.1353004646	0.0602268714	-0.0981659761	0.0271408539	-0.012917536	0.030449749	-0.2312137968	0.1165998162	-0.0416488704	0.0867599741	-0.0639428042	0.0493241358	-0.1221678719	0.0202762391	-0.1115285007	0.0306880915	-0.1330149915	0.0391200956	-0.0080648995	0.0664975643	-0.0322079456	0.0188646909	-0.0273046134	0.1030820834	-0.0370461958	0.0378133153	-0.0725468458	0.0396999028	-0.06411946	0.0035020172	-0.0086266796	0.0479948659	-0.1108751477	0.0711087815	-0.0303979927	0.1021922263	0.0152428386	-0.072486873	0.0363369285	-0.0778557345	-0.0160256754	0.0590753908	0.0146335094	-0.0461644882	-0.0136993649	0.0682230797	0.0117939642	0.1166484777	-0.0374864345	-0.0017513563	-0.086870242	0.0715103788	-0.0832017341	0.0878548393	-0.0577906424	0.0231109123	-0.0944734553	0.0996844895	-0.1001214392	0.1276698699	-0.0511436981	0.0699011133	-0.0615286317	0.0885120423	-0.0032991781	-0.0164997927	0.0965432623	-0.0183437385	0.1063568814	-0.0377863544	0.0781190758	-0.0368849771	0.0711775176	-0.044379599	0.0187110762	-0.0524139214	0.0352316402	-0.14775649	0.1095237075	-0.0093273882	-0.1441393832	0.0463938512	-0.0087175388	-0.0051001602	0.0305358103	-0.0354448935	-0.0475106912	-0.1130933831	-0.1254428932	-0.1842936567	0.0919802761	-0.0990494245	0.1144897502	-0.0086077695	0.0917802269	-0.0420170749	0.0611165166	-0.0875054655	0.0268237511	-0.1419069883	0.0208627074	-0.0567114995	0.0371610698	-0.1824858783	0.0616423459	-0.0180042272	0.1616590863	-0.0711735658	0.0721187419	-0.0584072011	-0.1386652792	-0.0612414369	0.1154637225	0.1154447293	0.1154130763	0.0761465	n/a	0.00579828946225	n/a	0.0106938	n/a	0.00011435735844	n/a	0.0732967999999999	n/a	n/a	0.0053724208902399	0.00356472	n/a	n/a	1.27072286784e-05	-0.001406	n/a	n/a	1.976836e-06	0.00222552	n/a	n/a	4.9529392704e-06
4339.243100962087	0.9935601167990172	0.9871617056936766	18829030.689247068	4760.264218006064	7.311784074105162	53.46218634633789	22660115.425228883	4715.774645093422	-0.0656770145287737	0.0043134702374127	22238530.50330599	4690.945734261863	3149.922180076058	0.871935	13.78118	0.0596038	0.0330039	-0.0915908468	-0.0730067417	0.0580382702	-0.0911171257	0.1239895015	0.0476870497	-0.023985604	0.0959492978	-0.0576133776	0.0609964873	-0.1897071716	0.031087406	-0.2031838135	0.0493847805	-0.1448629953	-0.0261191672	0.0690657784	-0.0372292639	-0.1166303283	-0.0436827795	-0.1472318545	0.0700428548	0.0246672861	0.0771641814	0.1039348131	0.0310606507	0.0243666227	0.1035390973	0.1530656068	0.0048982688	-0.0119528929	-0.0029605555	-0.0903210967	0.0016852994	-0.0412573858	0.0898034915	-0.0437536368	0.0014804961	0.0227358523	-0.031476278	-0.0236269517	-0.1001102184	0.0509551854	-0.0308053348	0.0417965421	0.1004605697	-0.2225022013	-0.017454121	0.0097696035	0.0696629574	0.044431841	0.1733319826	0.0392730531	0.0216684273	-0.0557734867	0.1123268562	0.0372356373	-0.0761549673	-0.0211073219	-0.0547276442	-0.1298241774	0.1494376441	-0.0844412413	0.1442920135	-0.0513676006	0.1339931578	0.0098661627	-0.0141680043	0.0364956972	-0.0102726474	0.0109625708	-0.0940304075	-0.1053105679	0.0527574022	0.0906923958	-0.0566623788	0.0982296182	0.0274499438	0.0569525509	-0.0134194794	0.0525381798	-0.1513549397	0.0153325783	-0.1091788407	0.0255701459	-0.0059665943	0.0436132433	-0.0205332461	0.0475598434	-0.0274612522	-0.048046333	0.0144274494	-0.1093037439	-0.1722459612	0.0892423205	0.0635483012	0.1662765353	-0.034630664	0.1666617947	0.0035393245	0.0013116626	-0.0330242371	0.0812724808	-0.0225057002	0.044975901	-0.0916532741	0.0438704807	-0.1402341461	0.0576554102	0.0353353106	0.0223792157	-0.1165085491	0.0519456655	0.0261522944	-0.0630305244	0.0060798259	0.1154130763	0.1152422001	0.1149575937	0.076797	0.0006504999999999	0.005897779209	4.231502499999978e-07	0.0132548	0.002561	0.00017568972304	6.558721000000004e-06	0.0877096	0.0144128000000001	0.00020772880384	0.00769297393216	0.00309723	-0.00046749	2.185469001000001e-07	9.5928336729e-06	-0.00152397	-0.00011797	1.3916920900000004e-08	2.3224845609e-06	0.00197139	-0.00025413	6.458205689999999e-08	3.8863785321e-06
4338.421206915313	-0.8218940467741049	0.6755098241227145	18821898.56861252	4768.817885319845	8.553667313781261	73.16522451484994	22741624.02334644	4721.678985573839	5.904340480416977	34.861236508690574	22294252.4428096	4697.8270304869975	3150.052841465863	0.8661	13.688958	0.1088997492	0.0555855	-0.0657814624	-0.1339315345	0.128565835	-0.101502345	0.0934880016	-0.0055633489	-0.0780356193	0.0879092624	0.0853319495	0.0590358749	-0.2026188207	0.1101525659	-0.116926645	-0.0419414873	-0.0221157522	0.1037268215	-0.054610687	0.0760606658	-0.0918453079	-0.0459931777	-0.16474671	-0.0290139119	-0.0411522703	-0.0773087189	0.0829355543	-0.0715665108	0.0272531766	0.055813389	-0.0851491444	-0.1564042928	0.0059522429	-0.1237066017	0.1141693636	0.0898491503	-0.1254158646	-0.1834088428	0.1179544099	0.097776133	-0.0647909258	-0.1206019912	0.0750971298	-0.0566411517	-0.0007901194	-0.050284269	0.0420935324	-0.0204977043	0.0285537164	0.0514954417	-0.0131993722	-0.0664354405	0.0020731552	-0.000580688	-0.0340024417	0.0590852755	0.022436261	0.025169788	0.0064359162	0.1110258592	0.0052152578	-0.0098936804	-0.1023381294	0.1326249399	-0.1092832004	0.1250451852	-0.040414466	-0.0205822442	-0.0006111362	-0.0813200594	-0.1070907821	0.0055809189	0.1073804246	-0.0191285197	0.0922142928	0.1718257307	-0.1943572963	-0.1380742445	-0.0106622215	0.112308818	0.0182580649	-0.0866598491	0.0106945049	0.111395031	-0.0481800981	0.0205663251	-0.0002462352	0.0175194598	0.0382827367	-0.0728089525	0.0275091837	0.0093911637	0.0669951345	-0.0869049683	-0.1459377106	-0.1547565486	0.1201337244	-0.0399366293	0.0951260081	-0.1198509908	0.0686977543	0.0215262074	0.1055448411	-0.0775257473	0.0233369939	-0.0600478399	0.0551278535	-0.0049325719	0.1633218488	0.0037956113	-0.0092767387	-0.04892818	0.0822892565	-0.0761278401	0.0086802738	0.0583304537	-0.0266571259	0.0141379552	0.1153118061	0.1148374968	0.1140484259	0.0607396	-0.0160574	0.0036892990081599	0.00025784009476	6.72508e-05	-0.0131875492	4.52267010064e-09	0.0001739114539024	0.0476123	-0.0400972999999999	0.0016077934672899	0.00226693111129	0.00356472	0.00046749	2.185469001000001e-07	1.27072286784e-05	-0.00174392	-0.00021995	4.83780025e-08	3.0412569664e-06	0.0020751	0.0001037099999999	1.0755764099999982e-08	4.306040009999999e-06
4344.633364448385	6.212157533072059	38.59090121570393	18875839.07147809	4760.407008378558	-8.410876941286915	70.74285092147193	22661474.885419693	4719.115269436287	-2.563716137551637	6.572640433942684	22270048.92622672	4697.28148992684	3151.280342150537	0.974464	15.401684	0.0569080534	0.0304399	-0.0761462681	0.009073046	0.0680030379	-0.1589320558	0.084563318	0.0023179305	-0.0875569152	0.1460768317	0.0213544059	-0.0643365128	-0.0680198781	0.1349728244	-0.0381516401	0.1010607206	-0.0760953064	-0.0515905588	0.0043823499	0.1012361637	-0.1031881949	0.0787589755	0.0146309824	-0.0635018954	0.038086094	0.1033023968	0.0249240156	-0.1298608802	-0.0937811002	0.0195675264	-0.0429947398	0.0075564748	0.0650630267	0.0837194649	-0.0749786389	-0.0707137276	-0.0934205938	-0.0313783465	-0.1219713781	0.1370050822	0.0926588586	-0.0012879676	0.0169662413	-0.1157016424	0.104502081	0.0071966869	-0.1046756139	-0.0968831978	-0.0567291534	-0.1416119598	-0.1066183517	-0.0475880913	-0.0180048534	-0.0167504535	-0.0585092066	0.0192907443	-0.05154983	0.1278506381	-0.0528256423	-0.0351841138	0.1179710142	0.110642438	-0.0679658176	0.0086620427	-0.0718118127	0.0351118805	-0.0634456497	-0.0222201456	-0.1231343876	-0.0280379585	-0.0898480074	-0.0386613448	-0.0599354112	0.0319337495	0.0485164106	0.0955195311	0.1800543556	0.0296910384	-0.0220156379	-0.043744103	-0.0941340367	0.1108306479	0.0814814335	-0.0314751209	-0.1312085638	-0.0707895214	-0.0618674999	0.0764898168	0.0116515029	-0.0651783552	0.0901494384	-0.0279572312	0.0027690176	0.1062229174	-0.1410793525	-0.1131234152	-0.0111707206	0.0798745138	0.1140469966	0.0417496979	0.0773894681	-0.116381416	-0.0380164086	-0.0032012477	0.1067135429	-0.1619528675	0.0095428301	0.0857080343	0.0627481762	-0.0896386847	-0.102540531	-0.0130859098	0.0169357254	-0.0075748852	-0.0493149095	-0.0909260665	-0.0980489944	0.023834644	0.1151599564	0.1142313295	0.112689161	0.0577216	-0.003018	0.0033317831065599	9.108324e-06	6.38974e-05	-3.353399999999994e-06	4.08287772676e-09	1.124529155999996e-11	0.0234641	-0.0241482	0.00058313556324	0.00055056398881	0.00315788	-0.0004068399999999	1.6551878559999995e-07	9.9722060944e-06	-0.00184747	-0.00010355	1.0722602499999998e-08	3.4131454008999995e-06	0.00215948	8.438000000000022e-05	7.1199844000000374e-09	4.6633538704e-06
4358.103848030944	13.47048358255961	181.453927948008	18993069.150222126	4799.033769143417	38.62676076485877	1492.026647185633	23030725.117378872	4723.036927226347	3.921657790059726	15.379399822336133	22307077.81594369	4698.316516586015	3179.7433452125924	1.015316	16.047363	0.0460528386999999	0.0301935	-0.0353071922	0.0815348545	0.0711889918	-0.0031469652	0.2096118662	0.1198537798	0.0277161112	-0.0775454717	0.0469020006	-0.0218326125	-0.0093313677	0.0360521708	-0.1072975036	0.1015576955	0.058599825	0.122593188	0.0489115035	0.0008638362	-0.1204413059	-0.018095121	-0.0154585186	-0.019191591	-0.151174104	0.0299115186	0.1109344647	-0.1363531202	0.0626242888	0.0384930508	-0.0237465635	0.0522896312	-0.0610064478	-0.0538755663	-0.1073279344	-0.0726301027	0.0246399104	-0.0002823516	-0.0565579136	-0.1572164618	0.0269025196	0.0202321172	-0.0136529486	0.0536128944	0.0574237731	-0.144935013	-0.0072263813	-0.0618012617	0.0465370414	0.1000875589	0.0198952406	-0.1283639596	0.0977646426	-0.0548145747	-0.0024367089	0.0313375807	-0.1208902243	-0.0390385587	0.0897675913	0.0861132559	0.0190176661	-0.0532007224	0.0058176765	0.0702577256	0.0094785231	0.2272562989	-0.0363121395	-0.0332423963	-0.0747298568	-0.0948243998	-0.0861206658	-0.0224348362	-0.0732372212	-0.0105736018	-0.0378939659	-0.1479002782	0.0202862739	0.1053988955	0.0780797544	0.0189492207	0.0131130343	0.0702200151	0.0109366953	0.0408218725	-0.0316363249	-0.0162352296	0.0676013339	0.0540149059	-0.0233405321	-0.0630027689	-0.0327867293	-0.0013565619	0.0184664267	0.0372632024	-0.1114677854	-0.1462817528	-0.0204035438	-0.0833909733	0.0168893082	-0.1588496287	0.1950570419	-0.0499063465	-0.0654360912	-0.0195777061	-0.0345329616	0.0664030145	0.0051298849	0.0191659579	0.0217157866	0.0128856028	0.0361692661	-0.0087389526	0.0024625349	0.0078432619	0.0639993712	-0.1019566906	0.0148380794	0.1237058153	0.1149575937	0.1134247617	0.1108851636	0.0740404999999999	0.0163188999999999	0.0054819956402499	0.0002663064972099	5.38587e-05	-1.0038700000000004e-05	2.90075956569e-09	1.0077549769000004e-10	0.047214	0.0237498999999999	0.0005640577500099	0.0022291617959999	0.0030384	-0.0001194799999999	1.4275470399999985e-08	9.23187456e-06	-0.00184747	0.0	0.0	3.4131454008999995e-06	0.00215948	0.0	0.0	4.6633538704e-06
4361.5542640447065	3.450416013762151	11.905370668026292	19023155.59820656	4780.517525840463	-18.516243302953622	342.851266054175	22853347.814867824	4725.545719804213	2.5087925778661884	6.294040198756475	22330782.34995992	4701.652894971618	3179.9559230398672	0.990654	15.657569	0.1534796313	0.0735375	0.0089394006	-0.1020919662	0.1204959735	0.0109756617	0.1370957623	0.0053688029	-0.0349863418	0.0579845814	0.0771467239	0.0078862598	-0.1089742643	0.1130780896	0.0213770183	0.0637635651	0.0058144438	-0.0842718321	-0.0596776933	0.0874030448	-0.1392420814	-0.0487308421	-0.0647720779	-0.1127573479	-0.0336406893	0.0205145674	0.0495365456	-0.0460771725	0.1422274931	0.1158217045	-0.0107238478	0.0002522481	0.0586918119	0.0451735776	-0.0539953598	0.0856648049	0.001216939	0.0006310866	0.1141160565	-0.0209274057	0.0145987555	-0.0086429937	0.0099615477	-0.0118518289	-0.0854833191	0.0684775065	-0.0004302286	-0.0138954192	0.0033263438	-0.1153481648	0.0577572776	0.0519273554	-0.0607774271	0.0181985318	0.1164232638	0.0895852279	-0.0331777573	0.0145184751	-0.1181278902	-0.0135211056	0.081535525	0.029612814	-0.1103013169	0.0542795786	-0.0123714654	0.0670650629	-0.0973551284	-0.0258715792	-0.0211639745	0.1342579632	-0.1295317018	-0.0518005622	0.0085500779	-0.0034082627	-0.0401274819	0.0176662474	0.0306867117	-0.1170465232	0.0410893404	0.0036556243	0.0245553678	0.0416184111	-0.1010317648	0.0685008421	0.1019764005	-0.0523447369	0.0173269658	-0.0583685575	0.0200373742	0.1062438888	-0.0187322682	-0.0343455448	0.1466179161	0.0362243094	-0.1151326367	-0.0760507488	0.1411344291	-0.03269118	0.0306974292	0.0204979533	0.053865671	-0.0380257214	0.0253599194	0.0662889952	-0.0422062672	-0.0716428294	-0.1303069037	0.0344886291	0.1332874836	0.0738447866	-0.0300488484	-0.0612241252	0.1027391547	0.0438274729	-0.0467800731	-0.022673827	0.0054160221	-0.0390477817	0.1147048067	0.1124192083	0.108643553	0.0337414	-0.0402990999999999	0.00113848207396	0.0016240174608099	0.0187452	0.0186913413	0.00035138252304	0.000349366239593	-0.00128119	-0.04849519	0.0023517834531361	1.6414478161e-06	0.00295644	-8.196000000000028e-05	6.717441600000045e-09	8.740537473599999e-06	-0.00145052	0.0003969499999999	1.575693024999999e-07	2.1040082704e-06	0.00171851	-0.00044097	1.9445454090000014e-07	2.9532766201e-06
4367.730200320604	6.175936275897584	38.14218888394772	19077067.102792665	4805.0191747574245	24.50164891696113	600.3307996500225	23088209.26978652	4729.998228252197	4.452508447983746	19.824831479366622	22372883.23926892	4704.461265620997	3216.2319788613	0.959124	15.159231	0.1317938574	0.0764021	0.0365007852	-0.0289586476	-0.0452309635	-0.092135523	0.117574831	-0.0170380279	0.0853589151	0.0727928011	0.0282684378	-0.059414439	0.0395612076	0.0201172039	-0.0170263715	0.0296757223	0.0582687602	0.0461483446	0.1349798024	0.045378089	-0.1363196917	0.0742847268	-0.0264408218	-0.1380683724	-0.0094625178	0.0728829763	-0.0596043135	0.0147432957	-0.0424820453	-0.136154799	-0.0160842957	-0.0477779468	-0.1110616959	-0.0390004673	0.0016957984	0.004339117	-0.0438743116	-0.0609510747	0.0599140943	-0.0328673126	0.0257524241	0.0897084127	-0.1399362614	0.1189663204	-0.0478826478	0.0613540939	0.0658163326	0.1259500761	-0.0721986749	0.0796932761	-0.1612207948	0.0496376389	0.0349379975	-0.1090000266	-0.054633049	-0.1811338677	-0.0333539311	-0.0324630404	0.1518024159	-0.0147232135	0.0436229899	0.1300572936	-0.0400136788	0.0100771658	-0.0630766791	0.1015010091	-0.0503472231	-0.0750634994	-0.0609312663	0.111303282	0.0389050274	0.0748307073	-0.047947577	0.0202747636	-0.0054416215	-0.0330062647	-0.0301946152	-0.0449891543	-0.0370697623	0.0745458328	0.0142936272	0.065950845	0.0022252487	0.0051485303	0.0473340242	0.0482872996	0.121719305	0.0764909727	-0.0523368605	-0.0472806729	0.0040258473	0.0085225418	-0.2259523181	0.0786508501	-0.0435021713	-0.0698180256	0.008771939	0.1063843612	0.0609196668	-0.1245593077	-0.0241308436	-0.0979982717	-0.0506528066	0.0319441705	-0.0317692071	-0.1455702393	-0.0293027159	0.0455306538	-0.0803940403	0.0297950844	-0.0738612181	-0.086539725	-0.0742908882	0.0763161098	0.0075610554	0.0451729475	0.034537357	-0.0248987531	0.1144017065	0.1112164334	0.105973176	0.0384294	0.004688	0.00147681878436	2.1977344000000045e-05	8.26326e-05	-0.0186625674	6.828146582760001e-09	0.0003482914219595	0.0213996	0.02268079	0.0005144182350241	0.00045794288016	0.00168353	-0.00127291	1.6202998680999998e-06	2.8342732609e-06	-0.0017846	-0.0003340799999999	1.116094463999999e-07	3.18479716e-06	0.00182677	0.00010826	1.17202276e-08	3.3370886329e-06
4364.67098136411	-3.059218956494078	9.358820623772717	19050352.775561944	4832.124455466428	27.10528070900364	734.6962423138847	23349426.753116723	4725.223000530358	-4.775227721838746	22.80279979541726	22327732.40474112	4702.454178742455	3239.9167307171683	1.020092	16.12285	0.0599356397	0.0373052	0.1211607295	0.1541587813	-0.0105895995	0.0483506555	0.1334767425	-0.0164712751	0.1453200112	-0.0524501746	0.017228853	0.0296140628	0.0382432243	0.0871116072	-0.1434941146	-0.0117371248	0.0211435918	-0.04822005	-0.1248352533	-0.0505630822	-0.0360713555	0.0079034339	-0.0747410206	0.038610007	-0.1286393465	0.0096029448	0.1379680571	0.1138716657	0.071344944	-0.0071863377	0.036625666	0.0018080722	0.0755283452	-0.0211916852	0.0743636317	-0.0841038039	0.0031137952	-0.012944644	0.0785645374	0.0225410849	0.0974021123	-0.1327378558	0.0779074392	0.1090578238	0.0794543171	-0.0599940147	-0.0493330586	-0.0176353416	-0.0367638433	-0.02446151	0.0632200044	0.0148695578	0.1749995135	-0.1753765495	0.2059852987	0.0350971485	0.0107273439	-0.0527763993	-0.0950713825	-0.0200163955	-0.1167067754	-0.0312889687	0.0620614063	0.0288301265	0.079111734	0.1602008969	-0.020888304	0.1211902835	-0.0936165952	0.011401016	0.0510911153	0.009855457	0.0568962197	-0.0418895915	-0.0281883144	0.0128202211	-0.0440368044	0.0028766122	-0.078979049	0.0008690571	0.0442722032	-0.031658455	-0.0619951051	0.0737731719	-0.1488288579	-0.0793238342	0.0903323007	-0.056853157	-0.0621051329	0.0085102454	-0.0290252258	-0.0971287466	0.0190874311	0.1957073596	-0.0075350627	0.0182703176	0.0639520259	-0.0998509094	-0.1268573595	-0.006195521	0.1647738394	-0.1543676947	-0.0719553142	-0.0346022724	0.0641428799	-0.006545386	-0.07596366	0.1057112077	-0.0639187256	0.0186215124	0.0457921365	0.0364296961	-0.0300633763	0.0893760859	0.0608799235	0.0681100493	0.0258361976	-0.0224608261	0.1140484259	0.1098185471	0.1028845713	0.0384111	-1.830000000000581e-05	0.0014754126032099	3.3489000000021266e-10	5.26929e-05	-2.9939700000000007e-05	2.77654171041e-09	8.963856360900003e-10	0.043242	0.0218424	0.00047709043776	0.001869870564	0.001192	-0.00049153	2.416017409e-07	1.420864e-06	-0.00184747	-6.287000000000003e-05	3.952636900000003e-09	3.4131454008999995e-06	0.00162027	-0.0002064999999999	4.2642249999999946e-08	2.6252748729e-06
4345.853832571473	-18.81714879263745	354.0850886842572	18886445.53407616	4797.069419019056	-35.055036447372004	1228.8555803265797	23011875.010887824	4720.622140656952	-4.60085987340608	21.167911574718207	22284273.394860625	4699.209426220402	3180.3616118604173	1.008417	15.938322	0.0925867071	0.0467605	0.0082246851	0.039008275	0.0300240567	-0.0195706263	0.0478650245	-0.0439146869	-0.0362339769	-0.0798446492	-0.0150584784	0.0064114587	0.0332774542	0.0432606249	-0.0554134963	0.0024932323	-0.087331554	0.0017545879	0.1174310017	0.0027125549	-0.0040275728	-0.0058088961	-0.0345522351	0.0318604155	-0.1343270997	0.0046199374	0.1598717879	-0.0391136447	-0.0697027598	0.063624009	0.0925605012	-0.0728701934	-0.0531832282	-0.0820238714	0.0782331977	-0.0677899413	0.0049095555	0.1296034517	0.0556310597	0.0579855434	0.0075125006	0.1095995866	-0.0017175794	0.1276697912	-0.1051766061	0.1869759727	0.1403958522	0.0869782797	0.0235229403	0.1367717783	0.1102767832	-0.0574088384	0.0220722782	0.0012836602	-0.0375031821	-0.092098706	0.0193589511	0.0723075853	0.1060519557	-0.0600041272	0.0100791964	-0.0254698243	0.0239717314	0.0704964039	0.0179336556	0.0407229322	0.0237373021	0.0463668083	-0.0171844306	-0.0361950405	-0.0424523133	0.0816101822	0.1924761559	-0.1068299677	-0.0781371862	0.0608765004	-0.0120374653	0.080463041	-0.0355260099	-0.03043613	0.0449011732	0.111989506	-0.1580242345	-0.1230847352	0.065318005	0.0982492572	0.119362868	-0.0948848641	-0.0150300205	-0.0251356824	-0.1458162209	0.1043529055	-0.0559123638	-0.0667575435	-0.015201134	-0.0193726146	0.0856885558	0.0594564012	0.0278629898	-0.0195423976	0.0728554203	0.147362201	-0.0400938181	-0.0294321044	-0.0540298419	0.1126543181	-0.0711801611	0.0632706464	0.0225219814	0.1720007601	0.0388749427	0.116092068	-0.0893395656	-0.0440144145	8.04904e-05	0.1161754711	0.0673515222	-0.067331917	0.1136451198	0.1082280018	0.0993899282	0.037913	-0.0004980999999999	0.001437395569	2.481036099999944e-07	0.0136719	0.0136192071	0.00018692084961	0.0001854828020326	0.0546539	0.0114118999999999	0.0001302314616099	0.00298704878521	0.00137271	0.00018071	3.2656104100000066e-08	1.8843327441e-06	-0.0012833	0.0005641699999999	3.182877888999999e-07	1.64685889e-06	0.001024	-0.00059627	3.555379129000001e-07	1.048576e-06
4361.272899488232	15.41906691675922	237.7476245834987	19020701.30381049	4777.400372708808	-19.66904631024772	386.8713827546695	22823554.32115826	4732.807655051498	12.185514394545862	148.4867610596844	22399468.29971406	4706.397462571991	3149.4879918105325	1.017883	16.087929	0.1078506123999999	0.062788	-0.0641952066	-0.024842914	-0.0187101131	0.0031050978	0.0239939853	0.0885194692	-0.0020355551	0.1026541779	0.0324138743	0.0486202979	-0.0191136322	0.0636841696	-0.0140373732	0.0632473184	0.1263129232	-0.0201036113	-0.0387812511	0.0262416132	-0.1120866493	0.11796035	-0.0082930055	0.0955825474	0.092550353	0.1331718881	-0.0309358993	0.063682951	-0.0497844128	0.0207293532	-0.0836062327	-0.0117824764	-0.0650315984	0.1186006503	0.023711222	0.0037262008	0.0448367959	-0.0457388479	-0.0343518917	-0.0395552031	-0.1097115587	0.0109775011	-0.0660791714	0.0263818553	0.0851777352	0.0410282727	0.0934410589	-0.1544152776	0.1060715429	-0.0219294745	-0.0538491281	-0.0193181867	0.1358975156	-0.0629391911	0.0585935082	0.0960905788	-0.0637917768	-0.0747727508	-0.0414680509	0.0341488865	0.0096289766	0.1459347931	-0.103047343	-0.0616179635	-0.0964161095	-0.0396326352	-0.0262992604	0.114327987	-0.0705490151	0.0211787281	0.0240474215	0.0190977243	-0.0640159553	0.0365235087	0.075267038	-0.0709444201	0.1349405733	0.0574967971	-0.049349063	0.052618047	-0.0565745146	-0.0384858916	0.098259413	0.0196976999	0.0501267955	0.1480554494	-0.0308635213	0.0893473886	0.0499010811	0.0644928397	-0.1259481384	-0.0776636936	0.0403710392	0.1376311277	-0.0219167805	-0.0183381534	-0.0371123942	-0.052037951	0.0334156369	-0.0503364276	-0.0500336011	-0.106937284	0.0308754635	0.0906325346	0.0519233831	-0.0640259641	-0.0253680038	-0.0012285907	-0.1050284992	0.1443487563	-0.1192039875	-0.0637504728	-0.010291047	0.0201331622	-0.0534673127	0.1423802778	0.0065419095	-0.0018135699	0.1131919653	0.1064475877	0.0955030384	0.0406382	0.0027251999999999	0.00165146329924	7.426715039999984e-06	6.93376e-05	-0.0136025624	4.807702773760001e-09	0.0001850297038458	-0.00491395	-0.05956785	0.0035483287536225	2.41469046025e-05	0.00108037	-0.00029234	8.546267560000005e-08	1.1671993369e-06	-0.00151601	-0.0002327099999999	5.4153944099999954e-08	2.2982863201e-06	0.00113805	0.00011405	1.3007402500000021e-08	1.2951578025e-06
